report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,lev_money_positions_long,lev_money_positions_short,asset_mgr_positions_long,asset_mgr_positions_short,dealer_positions_long_all,dealer_positions_short_all,other_rept_positions_long,other_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all
2009-07-21T00:00:00.000,096742,BRITISH POUND,94151,20882,11451,16440,13289,29747,34063,3600,15220,20668,17314
2009-07-21T00:00:00.000,097741,JAPANESE YEN,110610,49236,5147,19852,6889,11463,81225,800,1095,27184,14179
2009-07-21T00:00:00.000,098662,USD INDEX,27107,7315,15044,108,2523,14139,1242,1292,1570,1608,4083
2009-07-21T00:00:00.000,099741,EURO FX,143414,49036,18667,18103,19030,8821,66300,9606,1777,51891,31683
2009-07-21T00:00:00.000,112741,NZ DOLLAR,21987,14702,664,100,1960,3855,17808,555,103,2437,1114
2009-07-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,98479,44216,4751,20218,4253,3421,79183,5929,962,23714,8349
2009-07-28T00:00:00.000,090741,CANADIAN DOLLAR,92023,48082,7427,3477,6203,881,57446,4174,2219,33058,16377
2009-07-28T00:00:00.000,092741,SWISS FRANC,37313,18341,1968,0,1584,2037,24770,0,0,15564,7620
2009-07-28T00:00:00.000,096742,BRITISH POUND,92133,20981,10034,17345,12797,30846,33285,754,15111,19584,18283
2009-07-28T00:00:00.000,097741,JAPANESE YEN,90649,32279,2477,19988,6585,9888,63545,1240,1095,25159,14852
2009-07-28T00:00:00.000,098662,USD INDEX,25803,6111,12664,108,2691,13798,1491,1244,1817,1770,4368
2009-07-28T00:00:00.000,099741,EURO FX,136354,41816,20722,17131,19282,8032,53745,10159,1752,53322,34959
2009-07-28T00:00:00.000,112741,NZ DOLLAR,22692,15733,487,100,1326,3380,19175,555,433,2482,829
2009-07-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,103394,48899,2551,19798,4215,2773,85899,5040,0,25906,9751
2009-08-04T00:00:00.000,090741,CANADIAN DOLLAR,105272,57350,8049,4316,6718,890,70220,4296,2610,36269,15524
2009-08-04T00:00:00.000,092741,SWISS FRANC,42223,20894,3400,0,1587,1746,28768,0,0,17979,6864
2009-08-04T00:00:00.000,096742,BRITISH POUND,107366,35248,9957,16847,12720,28026,44263,0,17126,24472,20527
2009-08-04T00:00:00.000,097741,JAPANESE YEN,80101,22967,7951,20395,6593,9874,45668,1810,1545,22721,16010
2009-08-04T00:00:00.000,098662,USD INDEX,28621,6648,16663,128,2973,16664,1212,1570,1704,834,3292
2009-08-04T00:00:00.000,099741,EURO FX,138237,46369,18954,17033,17902,8036,62227,7666,2385,52864,30500
2009-08-04T00:00:00.000,112741,NZ DOLLAR,23883,16560,591,111,1220,3353,20544,602,100,2774,945
2009-08-04T00:00:00.000,232741,AUSTRALIAN DOLLAR,106512,52304,1644,18704,4215,3137,89661,3484,0,27782,9891
2009-08-11T00:00:00.000,090741,CANADIAN DOLLAR,95923,46929,4122,4390,6718,1032,64274,5685,1732,35544,16734
2009-08-11T00:00:00.000,092741,SWISS FRANC,32801,10541,8205,363,1624,7135,14934,0,0,13590,6866
2009-08-11T00:00:00.000,096742,BRITISH POUND,94413,21902,12181,16257,12582,32501,31977,1645,16226,19561,18900
2009-08-11T00:00:00.000,097741,JAPANESE YEN,70654,18849,13347,20618,6464,10670,23626,1442,2445,16735,22432
2009-08-11T00:00:00.000,098662,USD INDEX,27863,4529,14747,150,3481,16196,1386,1832,1597,2199,3695
2009-08-11T00:00:00.000,099741,EURO FX,130222,31829,17101,17383,18725,11311,50098,8139,1702,55898,36934
2009-08-11T00:00:00.000,112741,NZ DOLLAR,25034,17458,1240,424,1000,3384,20985,602,481,2787,949
2009-08-11T00:00:00.000,232741,AUSTRALIAN DOLLAR,106896,53853,1165,18555,4215,2628,89657,3534,0,27323,10856
2009-08-18T00:00:00.000,090741,CANADIAN DOLLAR,93429,46689,2934,3746,5193,1165,65446,4926,1732,34215,15436
2009-08-18T00:00:00.000,092741,SWISS FRANC,30291,10848,3859,509,877,4470,16909,0,0,13307,7489
2009-08-18T00:00:00.000,096742,BRITISH POUND,94626,21675,10919,15723,12795,37339,30466,1634,16226,16101,22066
2009-08-18T00:00:00.000,097741,JAPANESE YEN,72642,20271,11913,20590,6736,9724,29362,1501,3052,18008,19031
2009-08-18T00:00:00.000,098662,USD INDEX,25171,2120,13556,239,3220,14191,858,2089,1405,3424,3024
2009-08-18T00:00:00.000,099741,EURO FX,127640,22377,26675,16903,17748,21870,38015,7444,1822,51236,35570
2009-08-18T00:00:00.000,112741,NZ DOLLAR,24783,16188,1299,1002,823,4024,21318,602,250,2621,747
2009-08-18T00:00:00.000,232741,AUSTRALIAN DOLLAR,101123,46800,2048,18128,4215,4112,83643,3942,0,26492,9568
2009-08-25T00:00:00.000,090741,CANADIAN DOLLAR,99083,49857,3848,4125,5712,1150,68425,5109,2140,35832,15948
2009-08-25T00:00:00.000,092741,SWISS FRANC,46196,23275,4770,509,902,3074,31892,0,526,17813,6581
2009-08-25T00:00:00.000,096742,BRITISH POUND,98148,19395,12914,15257,12821,40738,32844,2229,16627,17766,20179
2009-08-25T00:00:00.000,097741,JAPANESE YEN,86500,29117,11023,20592,6984,10305,45973,1575,2455,22308,17462
2009-08-25T00:00:00.000,098662,USD INDEX,27317,2954,15869,154,3224,16004,169,2213,1295,2966,3734
2009-08-25T00:00:00.000,099741,EURO FX,128651,32583,22310,17534,17063,12949,50159,8428,2216,48580,28326
2009-08-25T00:00:00.000,112741,NZ DOLLAR,25735,17364,1193,530,577,4066,22417,602,387,2826,814
2009-08-25T00:00:00.000,232741,AUSTRALIAN DOLLAR,106751,51033,1935,18140,4215,3417,87667,3634,0,27187,9594
2009-09-01T00:00:00.000,090741,CANADIAN DOLLAR,88664,36870,4814,4871,4402,1350,56149,6663,1084,34256,17561
2009-09-01T00:00:00.000,092741,SWISS FRANC,44607,19391,2702,513,881,4533,30965,0,0,18014,7903
2009-09-01T00:00:00.000,096742,BRITISH POUND,97615,11492,22133,14008,13837,45586,17480,2563,15685,17328,21842
2009-09-01T00:00:00.000,097741,JAPANESE YEN,107605,46177,7637,20429,6799,9598,69715,2211,3376,25378,16266
2009-09-01T00:00:00.000,098662,USD INDEX,30351,5652,19311,345,3096,15502,203,2259,1368,3417,3197
2009-09-01T00:00:00.000,099741,EURO FX,128047,29097,22154,18927,17321,17694,49454,8713,1704,46291,30089
2009-09-01T00:00:00.000,112741,NZ DOLLAR,26059,16263,781,0,891,5390,22293,704,220,2723,895
2009-09-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,102915,47744,6022,17551,4141,5192,78412,3734,0,25603,11249
2009-09-08T00:00:00.000,090741,CANADIAN DOLLAR,105084,40097,6173,4279,3643,1365,59921,5409,1747,35717,15383
2009-09-08T00:00:00.000,092741,SWISS FRANC,52293,23163,3877,513,907,5583,36947,0,0,20022,7550
2009-09-08T00:00:00.000,096742,BRITISH POUND,105694,20731,16321,14705,14277,38574,27129,1433,16176,16856,18396
2009-09-08T00:00:00.000,097741,JAPANESE YEN,115249,50886,2780,20520,7205,9214,80466,2337,3015,27448,16939
2009-09-08T00:00:00.000,098662,USD INDEX,38153,6543,19261,132,3441,18243,225,1890,1473,2576,4984
2009-09-08T00:00:00.000,099741,EURO FX,149891,41471,24965,18571,18657,15261,60639,8375,2091,51653,28979
2009-09-08T00:00:00.000,112741,NZ DOLLAR,29859,16677,121,101,838,5088,23812,784,164,2921,636
2009-09-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,114028,50193,1839,17358,4141,3218,87833,4154,0,30268,11378
2009-09-15T00:00:00.000,090741,CANADIAN DOLLAR,124489,41749,5567,4298,3170,758,64173,6369,1058,36341,15547
2009-09-15T00:00:00.000,092741,SWISS FRANC,45016,23511,3013,513,880,515,34215,0,0,20377,6808
2009-09-15T00:00:00.000,096742,BRITISH POUND,67178,16207,14960,14821,10770,12452,5482,3280,17120,19148,17576
2009-09-15T00:00:00.000,097741,JAPANESE YEN,108330,47652,5262,21288,8477,6523,74750,2285,2950,30179,16488
2009-09-15T00:00:00.000,098662,USD INDEX,34399,8633,18766,132,3739,16572,332,1281,1484,2100,4397
2009-09-15T00:00:00.000,099741,EURO FX,156349,58407,15827,19553,18992,8466,82645,7704,2433,58775,33008
2009-09-15T00:00:00.000,112741,NZ DOLLAR,23371,17961,2150,106,1071,1695,18984,550,173,3034,968
2009-09-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,104312,51031,4240,17344,3710,1389,89722,5714,0,28633,6439
2009-09-22T00:00:00.000,090741,CANADIAN DOLLAR,89054,40838,2951,4365,4244,751,66248,6429,423,35673,14190
2009-09-22T00:00:00.000,092741,SWISS FRANC,52087,28453,4048,1154,884,515,39276,0,0,21455,7369
2009-09-22T00:00:00.000,096742,BRITISH POUND,78452,8947,27733,14937,10873,31257,2194,3365,17519,18856,19043
2009-09-22T00:00:00.000,097741,JAPANESE YEN,119425,57576,3837,22817,8806,7015,88056,1727,2955,29900,15381
2009-09-22T00:00:00.000,098662,USD INDEX,33704,8349,19726,142,3613,17552,440,1153,1535,1870,3752
2009-09-22T00:00:00.000,099741,EURO FX,162551,59390,17724,20385,19466,14477,85439,9147,3348,55024,32446
2009-09-22T00:00:00.000,112741,NZ DOLLAR,23603,17559,2048,106,655,1780,19074,662,250,3287,1367
2009-09-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,109900,54686,4856,17903,2904,1459,93880,6034,0,29355,7797
2009-09-29T00:00:00.000,090741,CANADIAN DOLLAR,71015,21497,3756,5451,4229,2431,46591,7674,423,32755,14809
2009-09-29T00:00:00.000,092741,SWISS FRANC,45542,22715,3341,1154,852,1298,34296,0,0,19895,6573
2009-09-29T00:00:00.000,096742,BRITISH POUND,98205,9914,43098,13754,11304,55208,1714,2448,17180,15991,24019
2009-09-29T00:00:00.000,097741,JAPANESE YEN,119276,55551,3773,22583,9151,8431,85090,3183,2795,29197,18136
2009-09-29T00:00:00.000,098662,USD INDEX,29776,4973,16594,142,2638,15525,918,1680,1348,2676,3498
2009-09-29T00:00:00.000,099741,EURO FX,164913,55883,18719,21017,19233,18849,85938,10439,4656,54509,32151
2009-09-29T00:00:00.000,112741,NZ DOLLAR,23776,16730,2200,459,248,2415,19883,535,150,3389,1047
2009-09-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,104250,50326,2741,17929,2904,1459,89489,6054,0,27672,8306
2009-10-06T00:00:00.000,090741,CANADIAN DOLLAR,88135,36998,5463,5980,4244,619,59952,7445,1282,35640,15741
2009-10-06T00:00:00.000,092741,SWISS FRANC,49587,27322,3156,1280,862,1455,37972,0,0,19075,7142
2009-10-06T00:00:00.000,096742,BRITISH POUND,111463,7914,51537,10984,13815,71256,1715,2849,17170,17531,26297
2009-10-06T00:00:00.000,097741,JAPANESE YEN,120340,53436,2642,23827,9541,8166,87173,2211,2810,32235,17709
2009-10-06T00:00:00.000,098662,USD INDEX,31874,6854,18914,205,2590,15862,514,1901,1405,2332,3731
2009-10-06T00:00:00.000,099741,EURO FX,170878,67184,17101,18723,19036,15538,97982,10744,2565,54234,29739
2009-10-06T00:00:00.000,112741,NZ DOLLAR,24851,17033,2321,1123,108,2532,20727,689,150,3055,1126
2009-10-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,110359,50727,1968,17309,2927,1459,89676,7012,0,28994,10930
2009-10-13T00:00:00.000,090741,CANADIAN DOLLAR,102958,46433,4890,6320,4231,3075,74040,7487,1211,37808,16751
2009-10-13T00:00:00.000,092741,SWISS FRANC,50413,26583,2868,1309,910,2182,39078,0,0,19852,7070
2009-10-13T00:00:00.000,096742,BRITISH POUND,116449,8319,55748,9892,13069,76956,1057,1385,15326,17659,29011
2009-10-13T00:00:00.000,097741,JAPANESE YEN,119052,43771,1435,25811,9209,13843,81649,1709,2805,29200,19236
2009-10-13T00:00:00.000,098662,USD INDEX,33891,7595,19284,211,2827,17932,763,966,1497,2572,4905
2009-10-13T00:00:00.000,099741,EURO FX,166326,63547,18841,19130,18962,11942,88173,11242,2565,55312,32632
2009-10-13T00:00:00.000,112741,NZ DOLLAR,24376,16995,2208,403,0,2415,20612,693,235,3416,867
2009-10-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,119675,52224,1760,17377,3127,2350,96647,7407,0,34826,12650
2009-10-20T00:00:00.000,090741,CANADIAN DOLLAR,111244,53496,5819,6470,4294,2624,82022,6016,905,40500,16066
2009-10-20T00:00:00.000,092741,SWISS FRANC,54748,29062,4148,1310,862,2478,41703,0,0,21330,7467
2009-10-20T00:00:00.000,096742,BRITISH POUND,103138,16385,39669,10891,12793,55496,5977,0,15326,17557,26564
2009-10-20T00:00:00.000,097741,JAPANESE YEN,120630,43060,2697,26483,10684,17884,79170,2266,2835,25308,19615
2009-10-20T00:00:00.000,098662,USD INDEX,36619,9866,21125,226,3027,18333,654,900,1951,2599,5167
2009-10-20T00:00:00.000,099741,EURO FX,170291,61589,24507,19671,18844,21101,84868,8678,3190,53834,33464
2009-10-20T00:00:00.000,112741,NZ DOLLAR,24862,16729,2868,1145,0,2500,20477,694,285,3451,889
2009-10-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,120590,57044,3204,17488,3377,3652,94289,6046,0,31057,14417
2009-10-27T00:00:00.000,090741,CANADIAN DOLLAR,99635,42037,3958,6788,4332,5038,73049,5985,625,37815,15699
2009-10-27T00:00:00.000,092741,SWISS FRANC,50703,24452,4430,1310,821,4394,36553,0,0,20168,8520
2009-10-27T00:00:00.000,096742,BRITISH POUND,95835,24193,34233,10862,12992,38244,7792,1215,15406,18429,22520
2009-10-27T00:00:00.000,097741,JAPANESE YEN,115161,30417,6704,26536,9013,27653,70983,2921,2825,22155,20157
2009-10-27T00:00:00.000,098662,USD INDEX,36160,9201,21113,232,2797,17003,1011,1125,1500,3616,4756
2009-10-27T00:00:00.000,099741,EURO FX,164798,47566,20661,19707,18420,26029,84823,9324,2565,55520,31677
2009-10-27T00:00:00.000,112741,NZ DOLLAR,24230,15088,3057,1559,0,2521,18953,1149,231,3517,1593
2009-10-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,115342,52955,1313,17606,3604,2346,95110,5977,0,32323,11180
2009-11-03T00:00:00.000,090741,CANADIAN DOLLAR,82896,25621,4089,6627,4829,7545,53711,5985,647,34810,17312
2009-11-03T00:00:00.000,092741,SWISS FRANC,46414,21477,1549,769,1311,6259,35376,0,0,17316,7585
2009-11-03T00:00:00.000,096742,BRITISH POUND,97336,26688,26897,11520,10652,36656,22822,952,15406,19458,19497
2009-11-03T00:00:00.000,097741,JAPANESE YEN,110032,31844,6413,25294,9862,23295,64647,1742,3025,22148,20376
2009-11-03T00:00:00.000,098662,USD INDEX,35969,8143,21394,123,2323,17283,2113,1378,1678,4128,3547
2009-11-03T00:00:00.000,099741,EURO FX,161257,44419,24749,19861,18553,28239,76332,10168,2565,51617,32105
2009-11-03T00:00:00.000,112741,NZ DOLLAR,21898,13345,3132,1494,0,2521,17096,1217,132,2888,1105
2009-11-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,114518,47242,2332,17858,3354,7525,91068,6177,827,30072,11293
2009-11-09T00:00:00.000,090741,CANADIAN DOLLAR,85919,28543,7503,5916,4560,7647,52302,5368,1466,36815,18458
2009-11-09T00:00:00.000,092741,SWISS FRANC,53280,25696,2313,769,1323,5690,41466,0,0,20577,7630
2009-11-09T00:00:00.000,096742,BRITISH POUND,103817,31643,23662,12646,9781,35121,28641,556,19016,21630,20496
2009-11-09T00:00:00.000,097741,JAPANESE YEN,117344,34420,9285,25451,9732,25814,69340,1704,4002,23152,18182
2009-11-09T00:00:00.000,098662,USD INDEX,37246,7272,20802,141,2583,18854,2887,1938,1689,3884,4128
2009-11-09T00:00:00.000,099741,EURO FX,164192,49486,25590,20348,18076,24700,76071,9581,3326,52237,33289
2009-11-09T00:00:00.000,112741,NZ DOLLAR,21106,12297,3087,1375,0,3278,15412,1196,1112,2921,1456
2009-11-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,111424,48644,2198,17507,3354,3391,88562,5452,863,30664,10681
2009-11-17T00:00:00.000,090741,CANADIAN DOLLAR,94241,33832,13066,6676,4749,6975,53141,5603,465,37001,18666
2009-11-17T00:00:00.000,092741,SWISS FRANC,54018,25828,2202,875,1341,7822,40739,0,0,18982,9225
2009-11-17T00:00:00.000,096742,BRITISH POUND,96616,28944,17403,12882,9800,27247,30833,1218,15764,23856,20347
2009-11-17T00:00:00.000,097741,JAPANESE YEN,125908,41502,4284,26346,9816,16596,78405,2171,3563,29095,19642
2009-11-17T00:00:00.000,098662,USD INDEX,42265,8943,24494,153,2816,22663,3016,1870,1815,3395,4883
2009-11-17T00:00:00.000,099741,EURO FX,172325,46307,34453,20640,18160,33528,75670,11077,2565,54985,35689
2009-11-17T00:00:00.000,112741,NZ DOLLAR,21639,12822,3575,1568,0,2956,16702,1110,112,3144,1211
2009-11-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,124030,53500,9861,17576,3153,3881,92449,7141,0,33258,9893
2009-11-24T00:00:00.000,090741,CANADIAN DOLLAR,89131,25972,5768,9076,6425,6765,53458,5990,379,36715,18488
2009-11-24T00:00:00.000,092741,SWISS FRANC,54159,23335,3054,875,1336,9609,40019,0,0,19335,8745
2009-11-24T00:00:00.000,096742,BRITISH POUND,88875,22253,16782,12022,9907,28544,24922,1061,16049,21619,17839
2009-11-24T00:00:00.000,097741,JAPANESE YEN,131833,56812,4189,25758,8877,8140,84563,2644,3075,28270,20920
2009-11-24T00:00:00.000,098662,USD INDEX,39858,8131,22555,160,2726,20263,3597,1744,1556,4329,4193
2009-11-24T00:00:00.000,099741,EURO FX,173834,54722,31596,21288,17043,31242,83872,10749,3603,49168,31055
2009-11-24T00:00:00.000,112741,NZ DOLLAR,21639,12355,4239,1491,0,3836,16099,1014,112,2905,1151
2009-11-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,118766,45811,6780,19165,3118,7318,88241,6311,86,30137,10517
2009-12-01T00:00:00.000,090741,CANADIAN DOLLAR,97431,31494,8606,9062,7908,5396,57836,6403,769,40613,17849
2009-12-01T00:00:00.000,092741,SWISS FRANC,56659,26513,5830,1061,822,6876,40928,0,0,20542,7412
2009-12-01T00:00:00.000,096742,BRITISH POUND,89615,22465,17802,12237,9912,27782,20997,704,16144,21096,19429
2009-12-01T00:00:00.000,097741,JAPANESE YEN,144123,64249,10277,26071,9578,11093,91057,2366,2087,30768,21548
2009-12-01T00:00:00.000,098662,USD INDEX,39680,8313,22305,81,2887,20723,3434,1157,1851,4313,4110
2009-12-01T00:00:00.000,099741,EURO FX,175155,53616,28324,21221,16410,28568,89283,10878,3389,53954,30831
2009-12-01T00:00:00.000,112741,NZ DOLLAR,22778,11333,6087,1178,0,6096,14739,797,112,3143,1609
2009-12-01T00:00:00.000,232741,AUSTRALIAN DOLLAR,118047,47230,6610,19664,3118,4804,87118,6122,59,30485,11400
2009-12-08T00:00:00.000,090741,CANADIAN DOLLAR,103218,29326,4524,9029,8603,9343,58406,6237,10,34200,16592
2009-12-08T00:00:00.000,092741,SWISS FRANC,49595,18193,5766,1061,1460,9465,26072,0,0,15180,10601
2009-12-08T00:00:00.000,096742,BRITISH POUND,103496,15286,19752,11474,11502,34830,15258,950,14716,19080,20392
2009-12-08T00:00:00.000,097741,JAPANESE YEN,123501,40750,4069,27183,9134,21653,75673,1746,2122,20654,20988
2009-12-08T00:00:00.000,098662,USD INDEX,48594,10303,22601,81,2389,17325,4021,2253,1969,4775,3757
2009-12-08T00:00:00.000,099741,EURO FX,179294,32349,34573,20330,16411,55590,82451,11521,3164,45214,28405
2009-12-08T00:00:00.000,112741,NZ DOLLAR,23110,9944,5367,1474,0,6642,14703,1118,0,3062,2170
2009-12-08T00:00:00.000,232741,AUSTRALIAN DOLLAR,125262,41851,2492,19220,3118,5687,84284,7366,0,27176,11406
2009-12-15T00:00:00.000,090741,CANADIAN DOLLAR,109895,27453,4053,9422,8826,10435,56721,4684,58,37689,20025
2009-12-15T00:00:00.000,092741,SWISS FRANC,33591,8760,10784,2280,1779,8056,9963,0,0,13939,10509
2009-12-15T00:00:00.000,096742,BRITISH POUND,72177,8647,25446,11525,11463,33456,450,478,12892,16937,20792
2009-12-15T00:00:00.000,097741,JAPANESE YEN,88438,25383,7837,28635,11235,8464,43371,1780,2772,19963,19010
2009-12-15T00:00:00.000,098662,USD INDEX,51271,12897,21901,108,1641,23356,15425,2644,1560,4954,3432
2009-12-15T00:00:00.000,099741,EURO FX,132017,25933,46633,21915,18047,23321,30994,8227,1229,48690,31183
2009-12-15T00:00:00.000,112741,NZ DOLLAR,18647,11302,4783,1576,0,1933,12202,1000,0,2814,1640
2009-12-15T00:00:00.000,232741,AUSTRALIAN DOLLAR,101906,44622,8090,20739,3118,3267,77687,8550,1731,24399,10951
2009-12-22T00:00:00.000,090741,CANADIAN DOLLAR,79423,29445,7446,9155,8927,761,46664,3886,63,34463,14610
2009-12-22T00:00:00.000,092741,SWISS FRANC,34198,9317,12952,1012,1690,12278,7724,0,0,11417,11658
2009-12-22T00:00:00.000,096742,BRITISH POUND,74083,7108,25917,10945,10025,34322,2402,3614,13682,16625,20588
2009-12-22T00:00:00.000,097741,JAPANESE YEN,93224,21639,13634,28125,10567,19724,41434,1740,2130,17629,21092
2009-12-22T00:00:00.000,098662,USD INDEX,59792,8189,29140,0,805,36310,18116,2961,1265,4977,3111
2009-12-22T00:00:00.000,099741,EURO FX,134600,22315,47303,20883,15891,31622,34339,8077,1237,47921,32048
2009-12-22T00:00:00.000,112741,NZ DOLLAR,19372,12701,5418,1031,0,1933,12312,1130,0,2503,1568
2009-12-22T00:00:00.000,232741,AUSTRALIAN DOLLAR,94188,37464,9553,17497,3140,5007,69263,9711,1731,24061,10053
2009-12-29T00:00:00.000,090741,CANADIAN DOLLAR,101157,48905,7089,7832,8586,663,68340,4353,759,37520,14499
2009-12-29T00:00:00.000,092741,SWISS FRANC,38033,10105,16685,1030,1121,16123,7614,675,0,9939,12452
2009-12-29T00:00:00.000,096742,BRITISH POUND,84792,10579,35665,11151,9567,40449,960,3389,13792,17475,23059
2009-12-29T00:00:00.000,097741,JAPANESE YEN,95217,13881,20257,28204,9412,31139,36075,2074,2672,15773,22655
2009-12-29T00:00:00.000,098662,USD INDEX,63184,12344,29846,0,990,36248,22515,3946,1180,4364,2371
2009-12-29T00:00:00.000,099741,EURO FX,144152,16752,60063,21498,16359,50982,28588,8801,1270,42210,33963
2009-12-29T00:00:00.000,112741,NZ DOLLAR,18893,12540,5067,1107,0,2171,12522,0,0,2993,1222
2009-12-29T00:00:00.000,232741,AUSTRALIAN DOLLAR,98465,45277,11076,16935,3140,4023,72171,7581,1731,24214,9912
2010-01-05T00:00:00.000,090741,CANADIAN DOLLAR,107554,52082,6474,7045,6448,663,76594,3865,609,42003,15533
2010-01-05T00:00:00.000,092741,SWISS FRANC,35161,10459,14581,1093,1106,12025,8765,0,0,11413,10538
2010-01-05T00:00:00.000,096742,BRITISH POUND,92891,11039,43484,11652,9163,50806,856,3435,11169,14529,26789
2010-01-05T00:00:00.000,097741,JAPANESE YEN,104231,12930,24062,28424,7960,41931,39813,1667,2604,14573,25086
2010-01-05T00:00:00.000,098662,USD INDEX,62056,11100,27268,0,841,34653,23893,4845,986,5040,2650
2010-01-05T00:00:00.000,099741,EURO FX,156155,21682,63783,21079,17002,56648,32532,9430,1759,42455,36218
2010-01-05T00:00:00.000,112741,NZ DOLLAR,23053,16458,5133,1062,0,1955,16068,0,334,3490,1430
2010-01-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,108728,54636,7913,17451,3140,2983,84960,7574,2239,25681,10073
2010-01-12T00:00:00.000,090741,CANADIAN DOLLAR,117310,59232,3722,8243,6770,1160,86777,4782,1467,41882,16563
2010-01-12T00:00:00.000,092741,SWISS FRANC,38204,16095,4648,1085,1016,6222,21892,0,0,14565,10411
2010-01-12T00:00:00.000,096742,BRITISH POUND,89147,8607,35980,10919,9667,48555,2022,1906,13028,17515,26805
2010-01-12T00:00:00.000,097741,JAPANESE YEN,120568,14801,26215,26885,9250,54221,43843,1727,2812,16138,31652
2010-01-12T00:00:00.000,098662,USD INDEX,52227,10636,20018,0,781,28028,21883,2123,906,5041,2240
2010-01-12T00:00:00.000,099741,EURO FX,161287,21776,41932,19510,18771,55686,51172,10651,1930,46227,40045
2010-01-12T00:00:00.000,112741,NZ DOLLAR,25732,18956,4648,1186,0,2112,18530,139,1146,3119,1188
2010-01-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,126970,65018,5458,18334,3390,2800,101290,8007,1731,29796,12086
2010-01-19T00:00:00.000,090741,CANADIAN DOLLAR,120271,61031,2697,6120,7347,2282,89246,4478,1516,44375,17480
2010-01-19T00:00:00.000,092741,SWISS FRANC,37744,14408,2622,984,1036,6738,24772,618,0,14587,8905
