report_date_as_yyyy_mm_dd,cftc_contract_market_code,contract_market_name,open_interest_all,lev_money_positions_long,lev_money_positions_short,asset_mgr_positions_long,asset_mgr_positions_short,dealer_positions_long_all,dealer_positions_short_all,other_rept_positions_long,other_rept_positions_short,nonrept_positions_long_all,nonrept_positions_short_all
2016-04-19T00:00:00.000,096742,BRITISH POUND,238195,48821,89359,6273,72717,147251,14639,3781,13544,19223,35090
2016-04-19T00:00:00.000,097741,JAPANESE YEN,179888,85076,42156,37706,40722,6264,56888,9240,3479,31030,26071
2016-04-19T00:00:00.000,098662,USD INDEX,62494,17827,25580,14887,2815,288,26216,18022,1654,8310,3069
2016-04-19T00:00:00.000,099741,EURO FX,345563,48596,99473,109863,97686,75217,43377,33943,22060,52533,57556
2016-04-19T00:00:00.000,112741,NZ DOLLAR,31313,16754,8450,1944,10001,6277,7141,1299,1290,3848,3240
2016-04-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,142922,61030,15836,42943,10526,3086,63624,44,26562,31634,22189
2016-04-26T00:00:00.000,090741,CANADIAN DOLLAR,121080,27276,25727,41145,7873,2990,61748,10652,400,35188,21503
2016-04-26T00:00:00.000,092741,SWISS FRANC,42860,17542,12968,1395,3506,12477,10179,720,880,10159,14760
2016-04-26T00:00:00.000,096742,BRITISH POUND,243829,54424,84743,8739,70519,145261,24990,4398,13633,18039,36976
2016-04-26T00:00:00.000,097741,JAPANESE YEN,168767,81734,35361,36184,45004,6006,45579,4995,4162,28797,27610
2016-04-26T00:00:00.000,098662,USD INDEX,64034,16975,26723,14875,2805,376,26145,18935,862,8265,2891
2016-04-26T00:00:00.000,099741,EURO FX,340200,47618,90830,118082,97835,65407,48424,32409,21368,49917,54976
2016-04-26T00:00:00.000,112741,NZ DOLLAR,33789,19014,8491,1645,10001,6267,10698,1338,1063,4399,2410
2016-04-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,155703,74943,13786,42879,10652,2854,78694,36,26510,30834,21904
2016-05-03T00:00:00.000,090741,CANADIAN DOLLAR,123864,30255,22972,40643,6278,2821,66794,10923,400,35585,23783
2016-05-03T00:00:00.000,092741,SWISS FRANC,41656,14938,13053,1390,3444,11798,10500,1230,400,11445,13404
2016-05-03T00:00:00.000,096742,BRITISH POUND,248180,54733,76816,8543,69731,147495,39700,5064,13118,17600,34070
2016-05-03T00:00:00.000,097741,JAPANESE YEN,161529,63441,33832,34269,41473,7846,44178,12638,2685,31203,27229
2016-05-03T00:00:00.000,098662,USD INDEX,71528,20241,32635,16063,3192,436,26116,20594,845,9077,3623
2016-05-03T00:00:00.000,099741,EURO FX,360461,51355,89978,127077,93316,64509,69774,35067,21001,54626,58565
2016-05-03T00:00:00.000,112741,NZ DOLLAR,36578,20351,8021,1947,9487,7311,13737,1384,1091,4420,3077
2016-05-03T00:00:00.000,232741,AUSTRALIAN DOLLAR,142695,68478,15046,35969,7103,4358,65410,1389,28817,27031,20849
2016-05-10T00:00:00.000,090741,CANADIAN DOLLAR,124765,31964,14999,43349,7628,1316,72995,10977,0,33117,25101
2016-05-10T00:00:00.000,092741,SWISS FRANC,42701,16327,14964,1919,3208,14275,9180,770,0,8627,14566
2016-05-10T00:00:00.000,096742,BRITISH POUND,238519,54308,60797,4525,74961,147348,41766,3309,11879,14914,35001
2016-05-10T00:00:00.000,097741,JAPANESE YEN,165549,65849,38754,34991,44991,8271,40763,13864,2714,30282,26035
2016-05-10T00:00:00.000,098662,USD INDEX,67841,18845,28358,15324,3311,289,26117,19850,1309,8019,3232
2016-05-10T00:00:00.000,099741,EURO FX,344978,43026,74363,126547,95659,62811,67691,33805,20864,52837,60449
2016-05-10T00:00:00.000,112741,NZ DOLLAR,45419,20008,6402,1780,19629,17045,13685,1517,971,3615,3278
2016-05-10T00:00:00.000,232741,AUSTRALIAN DOLLAR,126768,52440,12251,35535,6524,7886,49730,1369,33285,25206,20646
2016-05-17T00:00:00.000,090741,CANADIAN DOLLAR,124370,28502,13679,43750,5915,1839,75499,10640,459,34985,24164
2016-05-17T00:00:00.000,092741,SWISS FRANC,44754,16123,17312,1443,2717,17842,7666,874,0,7687,16274
2016-05-17T00:00:00.000,096742,BRITISH POUND,239158,54283,62240,4108,76744,147755,36114,3868,12403,14844,37357
2016-05-17T00:00:00.000,097741,JAPANESE YEN,158909,67494,37287,34761,43816,7646,38022,8570,2866,27296,23776
2016-05-17T00:00:00.000,098662,USD INDEX,65412,16994,26344,15014,2793,168,25621,19177,1532,7669,2732
2016-05-17T00:00:00.000,099741,EURO FX,349559,48634,71176,122994,97766,62501,65525,33418,21551,50428,61957
2016-05-17T00:00:00.000,112741,NZ DOLLAR,43986,18679,7608,1842,19635,17176,10765,1244,1070,3750,3613
2016-05-17T00:00:00.000,232741,AUSTRALIAN DOLLAR,114119,42813,14673,32441,7371,9553,32914,899,31943,23648,22453
2016-05-24T00:00:00.000,090741,CANADIAN DOLLAR,123789,22569,9516,50143,8209,3206,72971,9876,646,33066,27518
2016-05-24T00:00:00.000,092741,SWISS FRANC,52142,18727,22051,977,2773,24367,4680,1365,480,5931,21383
2016-05-24T00:00:00.000,096742,BRITISH POUND,244377,53640,58378,5856,79960,148211,37684,2560,13049,17001,38197
2016-05-24T00:00:00.000,097741,JAPANESE YEN,159833,65033,42602,32404,45085,11603,28222,8542,2649,27970,26994
2016-05-24T00:00:00.000,098662,USD INDEX,61266,13499,23392,14990,1077,163,25688,17715,1179,7359,2390
2016-05-24T00:00:00.000,099741,EURO FX,350242,44138,92972,121647,102270,68359,40565,33829,21560,51147,61753
2016-05-24T00:00:00.000,112741,NZ DOLLAR,42189,15705,6616,1659,20221,18718,9108,1372,1117,3471,3863
2016-05-24T00:00:00.000,232741,AUSTRALIAN DOLLAR,114633,33843,17403,27904,9492,24077,26549,506,33367,23882,23401
2016-05-31T00:00:00.000,090741,CANADIAN DOLLAR,126518,23635,9509,49896,8895,3906,71659,9720,1157,32940,28877
2016-05-31T00:00:00.000,092741,SWISS FRANC,57175,18311,30203,977,3248,28424,1742,1430,0,6951,20900
2016-05-31T00:00:00.000,096742,BRITISH POUND,243685,51812,52122,4674,76759,147251,47176,2853,11400,17361,36494
2016-05-31T00:00:00.000,097741,JAPANESE YEN,156499,64787,39690,28343,45616,12566,22257,6167,2989,27453,28764
2016-05-31T00:00:00.000,098662,USD INDEX,62195,13292,24546,15255,884,163,25616,17666,1470,8404,2264
2016-05-31T00:00:00.000,099741,EURO FX,356178,47103,108677,123417,102426,75509,31570,32184,22480,48602,61662
2016-05-31T00:00:00.000,112741,NZ DOLLAR,44604,17576,6754,1840,20195,18981,11420,1253,1216,3495,3560
2016-05-31T00:00:00.000,232741,AUSTRALIAN DOLLAR,114647,27458,16344,21889,9977,35884,21794,1589,34845,22158,26018
2016-06-07T00:00:00.000,090741,CANADIAN DOLLAR,135330,18626,13785,49990,8292,5765,68221,9779,1727,32892,25027
2016-06-07T00:00:00.000,092741,SWISS FRANC,62626,15871,31931,977,3189,32347,2569,994,0,7748,20248
2016-06-07T00:00:00.000,096742,BRITISH POUND,259238,52709,59499,2982,79581,150658,41084,3303,11348,16491,34631
2016-06-07T00:00:00.000,097741,JAPANESE YEN,180894,61157,34991,27821,43218,15433,28876,4836,3170,30546,29538
2016-06-07T00:00:00.000,098662,USD INDEX,70139,17319,28834,15665,1172,164,25532,18138,653,7597,2692
2016-06-07T00:00:00.000,099741,EURO FX,386010,40588,104671,124346,98288,69125,31845,34284,21113,57681,70107
2016-06-07T00:00:00.000,112741,NZ DOLLAR,57750,26379,9695,2393,20486,16805,16654,1240,1390,4807,3399
2016-06-07T00:00:00.000,232741,AUSTRALIAN DOLLAR,119376,18906,24006,21779,6861,42509,17736,1021,31938,22884,26558
2016-06-14T00:00:00.000,090741,CANADIAN DOLLAR,177711,26554,19923,43609,8971,354,71145,9363,2311,43849,21379
2016-06-14T00:00:00.000,092741,SWISS FRANC,43110,16234,21720,1836,2210,16990,1969,0,0,7253,16414
2016-06-14T00:00:00.000,096742,BRITISH POUND,206389,55304,58677,2123,81758,118981,2547,1693,13169,14966,36916
2016-06-14T00:00:00.000,097741,JAPANESE YEN,139052,65862,19123,29870,42618,2286,2561,2457,37867,29950,28256
2016-06-14T00:00:00.000,098662,USD INDEX,50315,6820,30517,15538,1605,149,10893,16109,343,6949,2207
2016-06-14T00:00:00.000,099741,EURO FX,325402,34745,104819,125648,101938,79214,10230,21230,29634,43988,58204
2016-06-14T00:00:00.000,112741,NZ DOLLAR,41919,30581,8802,2616,21875,1011,4338,1297,2770,5261,2981
2016-06-14T00:00:00.000,232741,AUSTRALIAN DOLLAR,79135,20051,22717,25111,7890,8391,2906,693,17893,21639,24479
2016-06-21T00:00:00.000,090741,CANADIAN DOLLAR,118157,25067,33983,48559,10081,0,47181,9003,2923,31672,20133
2016-06-21T00:00:00.000,092741,SWISS FRANC,38535,11203,18486,2287,1268,16012,2584,0,0,8263,15427
2016-06-21T00:00:00.000,096742,BRITISH POUND,199189,40365,56844,2014,79676,124704,2910,1281,12663,16881,33152
2016-06-21T00:00:00.000,097741,JAPANESE YEN,144710,66825,22600,30922,43184,3130,2993,2846,39192,32011,27765
2016-06-21T00:00:00.000,098662,USD INDEX,50649,6999,30564,15530,2407,170,10876,17607,282,6177,2354
2016-06-21T00:00:00.000,099741,EURO FX,317400,20771,99392,127836,97940,82416,10981,18043,28701,44046,56098
2016-06-21T00:00:00.000,112741,NZ DOLLAR,43562,32019,8428,2119,21875,1564,6518,1434,2546,5199,2968
2016-06-21T00:00:00.000,232741,AUSTRALIAN DOLLAR,78925,18437,24315,25165,8543,7574,5456,2338,16100,21470,20570
2016-06-28T00:00:00.000,090741,CANADIAN DOLLAR,114425,21287,27837,50570,9942,0,48511,9280,2337,28932,21442
2016-06-28T00:00:00.000,092741,SWISS FRANC,35507,10534,12519,1884,1695,16169,5147,0,0,6158,15384
2016-06-28T00:00:00.000,096742,BRITISH POUND,206551,35904,50178,3789,84325,131463,3867,2195,20652,19118,33447
2016-06-28T00:00:00.000,097741,JAPANESE YEN,143117,73531,22201,32304,43792,3543,3995,264,37971,25006,26689
2016-06-28T00:00:00.000,098662,USD INDEX,47703,6706,27951,16801,57,180,10862,13122,599,5950,3290
2016-06-28T00:00:00.000,099741,EURO FX,337273,49126,107937,120432,101241,84085,8870,15747,36623,41089,55808
2016-06-28T00:00:00.000,112741,NZ DOLLAR,43462,31930,8291,1736,21878,2089,7581,1547,2100,5046,2498
2016-06-28T00:00:00.000,232741,AUSTRALIAN DOLLAR,70276,21846,26930,13674,7900,5046,11341,3886,2148,22335,18468
2016-07-05T00:00:00.000,090741,CANADIAN DOLLAR,116494,22267,27060,52342,8235,0,51059,8444,3330,30421,23790
2016-07-05T00:00:00.000,092741,SWISS FRANC,34796,10237,14363,1940,1694,15945,2759,0,0,5900,15206
2016-07-05T00:00:00.000,096742,BRITISH POUND,227939,38928,68243,5101,88123,145774,2687,3910,17308,19285,36637
2016-07-05T00:00:00.000,097741,JAPANESE YEN,150417,74742,21125,33507,45246,5336,12791,749,36619,27891,26444
2016-07-05T00:00:00.000,098662,USD INDEX,51060,5981,31671,17253,0,191,11061,14780,848,7208,1833
2016-07-05T00:00:00.000,099741,EURO FX,362649,50547,125202,118498,104234,106777,7613,18038,38388,40356,58779
2016-07-05T00:00:00.000,112741,NZ DOLLAR,44234,32861,7434,1755,22051,2069,8247,1182,2167,4873,2841
2016-07-05T00:00:00.000,232741,AUSTRALIAN DOLLAR,72989,24599,23089,12857,8063,5043,13740,2713,4378,23591,19533
2016-07-12T00:00:00.000,090741,CANADIAN DOLLAR,114230,22394,20948,50637,7618,144,54236,7827,3546,29883,24537
2016-07-12T00:00:00.000,092741,SWISS FRANC,39010,10534,16752,1986,1959,19549,1610,0,0,5918,17666
2016-07-12T00:00:00.000,096742,BRITISH POUND,236611,33110,73586,7688,84493,159428,4989,2972,17059,17961,41032
2016-07-12T00:00:00.000,097741,JAPANESE YEN,161262,79740,24762,26191,44581,18407,3950,1220,46728,26744,32281
2016-07-12T00:00:00.000,098662,USD INDEX,52678,6660,31132,16129,0,210,12600,16028,565,7246,1976
2016-07-12T00:00:00.000,099741,EURO FX,370372,44389,136261,120769,99024,117858,9535,17742,35449,40954,61443
2016-07-12T00:00:00.000,112741,NZ DOLLAR,44750,32854,6364,1929,21847,1798,10285,1482,2211,5552,2908
2016-07-12T00:00:00.000,232741,AUSTRALIAN DOLLAR,89743,36394,20945,16989,7165,3164,31752,1156,5774,28508,20575
2016-07-19T00:00:00.000,090741,CANADIAN DOLLAR,117603,22557,19480,53899,7787,456,59515,7148,2889,30754,25143
2016-07-19T00:00:00.000,092741,SWISS FRANC,41766,10593,18384,1843,2210,21991,1415,0,0,6286,18704
2016-07-19T00:00:00.000,096742,BRITISH POUND,225589,19984,79458,7351,69947,163130,3953,2573,13479,17445,43646
2016-07-19T00:00:00.000,097741,JAPANESE YEN,158366,72635,26719,26734,42658,20446,2298,1093,48606,28948,29575
2016-07-19T00:00:00.000,098662,USD INDEX,56826,12298,32640,15420,0,224,14773,13057,730,8848,1704
2016-07-19T00:00:00.000,099741,EURO FX,388905,47774,152822,118973,95861,131597,10055,20951,36193,40631,64995
2016-07-19T00:00:00.000,112741,NZ DOLLAR,41199,29862,5061,1711,19488,2097,10398,1427,2077,4666,2739
2016-07-19T00:00:00.000,232741,AUSTRALIAN DOLLAR,99518,46513,18874,17696,8578,2831,39605,4722,5506,23499,22698
2016-07-26T00:00:00.000,090741,CANADIAN DOLLAR,118079,24096,18285,52821,8658,1288,55477,7597,3146,30042,30278
2016-07-26T00:00:00.000,092741,SWISS FRANC,51507,14198,25765,1873,2218,27665,1330,411,0,6294,21128
2016-07-26T00:00:00.000,096742,BRITISH POUND,231644,21752,86988,7531,68624,166705,4068,2812,12950,16144,42314
2016-07-26T00:00:00.000,097741,JAPANESE YEN,159869,67261,25378,27135,41615,30481,3166,1739,48010,23948,32395
2016-07-26T00:00:00.000,098662,USD INDEX,63131,16984,33637,15773,0,1177,19664,13676,430,8324,2203
2016-07-26T00:00:00.000,099741,EURO FX,400035,45408,157311,121944,98258,142211,10135,20120,40844,42327,65462
2016-07-26T00:00:00.000,112741,NZ DOLLAR,39825,28461,4411,1973,19463,2227,9094,1462,2163,4394,3386
2016-07-26T00:00:00.000,232741,AUSTRALIAN DOLLAR,95520,46237,14384,17436,9574,1646,38263,1400,6815,24672,22355
2016-08-02T00:00:00.000,090741,CANADIAN DOLLAR,115825,21632,19941,51477,10421,1928,51036,7241,4999,30947,26828
2016-08-02T00:00:00.000,092741,SWISS FRANC,44853,8797,24597,1879,1146,25349,1379,0,0,7514,16417
2016-08-02T00:00:00.000,096742,BRITISH POUND,233265,21963,88526,7725,71098,169879,4494,3547,13863,16414,41547
2016-08-02T00:00:00.000,097741,JAPANESE YEN,156696,65031,31807,31521,43574,24299,3739,1844,38242,26707,32040
2016-08-02T00:00:00.000,098662,USD INDEX,54870,11957,21966,14131,540,272,19599,12005,523,6391,2128
2016-08-02T00:00:00.000,099741,EURO FX,378500,34783,143066,124805,95834,122628,10311,20676,38458,46130,61353
2016-08-02T00:00:00.000,112741,NZ DOLLAR,40392,28217,4806,2296,13848,1826,14766,1591,2280,5105,3335
2016-08-02T00:00:00.000,232741,AUSTRALIAN DOLLAR,99112,43814,19264,20600,8375,1455,38066,518,5523,27851,23010
2016-08-09T00:00:00.000,090741,CANADIAN DOLLAR,115796,21813,22840,53223,10201,2865,44934,6897,6994,28893,28722
2016-08-09T00:00:00.000,092741,SWISS FRANC,43405,8719,20222,1904,2109,24254,1494,0,0,7132,18184
2016-08-09T00:00:00.000,096742,BRITISH POUND,243430,25102,92882,7524,74561,174237,7270,3619,15260,20680,41189
2016-08-09T00:00:00.000,097741,JAPANESE YEN,167011,75174,35902,32514,42948,20403,10622,1199,36711,28827,31934
2016-08-09T00:00:00.000,098662,USD INDEX,56359,10757,22912,13977,606,208,19917,13005,360,7599,1751
2016-08-09T00:00:00.000,099741,EURO FX,368693,30468,134266,121696,95146,127026,10982,20017,37698,41599,62714
2016-08-09T00:00:00.000,112741,NZ DOLLAR,41475,29860,5952,2747,14903,1587,13950,997,2179,4916,3123
2016-08-09T00:00:00.000,232741,AUSTRALIAN DOLLAR,102059,43735,20051,22138,8505,1421,42519,485,4216,29620,22108
2016-08-16T00:00:00.000,090741,CANADIAN DOLLAR,124610,18804,30019,59048,8566,3136,50841,5966,7821,34416,24123
2016-08-16T00:00:00.000,092741,SWISS FRANC,42786,7422,22413,2417,1158,22825,2121,0,0,8662,15634
2016-08-16T00:00:00.000,096742,BRITISH POUND,248568,23807,95771,8986,76341,177906,4504,4362,15518,20675,43602
2016-08-16T00:00:00.000,097741,JAPANESE YEN,165905,75185,30065,33316,36588,12629,17136,1260,35511,28977,32067
2016-08-16T00:00:00.000,098662,USD INDEX,57759,10971,24998,12934,1233,184,19071,17113,514,6870,2256
2016-08-16T00:00:00.000,099741,EURO FX,366037,33869,132494,126444,97456,112228,11099,19745,35340,46303,62200
2016-08-16T00:00:00.000,112741,NZ DOLLAR,43268,31678,5673,2245,15727,2053,15006,898,2207,5296,3557
2016-08-16T00:00:00.000,232741,AUSTRALIAN DOLLAR,112135,51862,23016,22431,8973,1340,49463,485,4409,31323,21580
2016-08-23T00:00:00.000,090741,CANADIAN DOLLAR,131618,21782,29395,57338,8570,5805,60283,5694,7254,37048,22165
2016-08-23T00:00:00.000,092741,SWISS FRANC,39554,9002,19786,2260,1245,16547,3842,0,0,10819,13755
2016-08-23T00:00:00.000,096742,BRITISH POUND,247711,25147,97778,10220,73313,173663,4983,2313,15667,20938,40540
2016-08-23T00:00:00.000,097741,JAPANESE YEN,164756,77958,27027,33208,35719,8146,16490,746,36743,28465,32544
2016-08-23T00:00:00.000,098662,USD INDEX,57651,8237,22557,12840,1803,367,18796,17596,775,7772,2881
2016-08-23T00:00:00.000,099741,EURO FX,364044,37197,120293,130514,97786,101701,23423,19392,32786,48087,62603
2016-08-23T00:00:00.000,112741,NZ DOLLAR,44393,32916,6863,2163,15727,2249,14826,779,2186,5209,3714
2016-08-23T00:00:00.000,232741,AUSTRALIAN DOLLAR,114452,51180,23767,23252,9503,1757,48375,3212,4988,30234,23002
2016-08-30T00:00:00.000,090741,CANADIAN DOLLAR,125716,21352,21131,54524,8741,6113,62871,5440,6321,34291,22656
2016-08-30T00:00:00.000,092741,SWISS FRANC,42294,13145,16416,1528,1848,19773,3252,0,0,6934,19864
2016-08-30T00:00:00.000,096742,BRITISH POUND,248410,28893,100877,11833,72590,173608,6558,2627,14967,17638,39607
2016-08-30T00:00:00.000,097741,JAPANESE YEN,164329,85185,27003,27456,35692,8502,16761,863,36093,26200,32657
2016-08-30T00:00:00.000,098662,USD INDEX,55341,8392,20825,13128,1356,783,18789,13469,259,7790,2333
2016-08-30T00:00:00.000,099741,EURO FX,364843,40910,123907,129315,102383,106753,16941,17964,32828,45283,64166
2016-08-30T00:00:00.000,112741,NZ DOLLAR,46496,34309,6283,2133,17667,2271,15069,764,2099,5665,4024
2016-08-30T00:00:00.000,232741,AUSTRALIAN DOLLAR,110040,51352,21663,21351,12934,1771,41476,3858,6754,27140,22645
2016-09-06T00:00:00.000,090741,CANADIAN DOLLAR,122747,19332,19054,52732,8726,6279,58814,6056,6905,32397,23297
2016-09-06T00:00:00.000,092741,SWISS FRANC,45795,11306,22103,1524,1781,23874,2590,0,0,7930,18160
2016-09-06T00:00:00.000,096742,BRITISH POUND,255953,29190,98630,14670,73011,159558,8492,3344,12614,23439,37454
2016-09-06T00:00:00.000,097741,JAPANESE YEN,159342,77049,26708,27404,35341,6528,9446,801,35702,28701,33286
2016-09-06T00:00:00.000,098662,USD INDEX,58169,10306,23760,13150,543,194,19975,14864,185,8835,2886
2016-09-06T00:00:00.000,099741,EURO FX,375985,32909,120521,126432,103118,117268,16233,15560,31587,45546,66256
2016-09-06T00:00:00.000,112741,NZ DOLLAR,51939,38312,8050,2999,17232,2154,18577,1058,2447,6144,4361
2016-09-06T00:00:00.000,232741,AUSTRALIAN DOLLAR,108852,52070,20341,19561,10895,2123,38814,400,8713,29829,25220
2016-09-13T00:00:00.000,090741,CANADIAN DOLLAR,124676,27274,24426,48502,11345,7545,49275,6364,6092,28999,27546
2016-09-13T00:00:00.000,092741,SWISS FRANC,44748,9511,19680,1524,1239,23245,1649,0,0,6954,18666
2016-09-13T00:00:00.000,096742,BRITISH POUND,252539,32297,94002,13167,73220,157194,8832,1910,10285,20204,38433
2016-09-13T00:00:00.000,097741,JAPANESE YEN,167340,78321,26306,26071,37155,10176,12241,1227,33455,26305,32943
2016-09-13T00:00:00.000,098662,USD INDEX,55501,11654,22940,12915,1644,197,20056,14637,235,7745,2273
2016-09-13T00:00:00.000,099741,EURO FX,379624,29045,111600,126684,95907,112651,24635,15627,30117,45916,67664
2016-09-13T00:00:00.000,112741,NZ DOLLAR,61941,36272,6936,2590,17102,1471,18012,1524,2144,5933,3596
2016-09-13T00:00:00.000,232741,AUSTRALIAN DOLLAR,112367,51517,23738,15836,13133,3302,30207,641,5633,24784,23369
2016-09-20T00:00:00.000,090741,CANADIAN DOLLAR,137204,41344,38147,40208,11409,10839,40550,6813,6574,25437,27961
2016-09-20T00:00:00.000,092741,SWISS FRANC,40838,23306,19644,1511,1739,10132,774,0,0,5398,18190
2016-09-20T00:00:00.000,096742,BRITISH POUND,237759,61999,95359,12655,77863,133982,7493,3802,11241,17828,38310
2016-09-20T00:00:00.000,097741,JAPANESE YEN,140738,74453,26148,30176,37282,4244,13529,1085,27520,24420,29899
2016-09-20T00:00:00.000,098662,USD INDEX,47964,7083,21123,13207,761,260,18017,14871,293,7029,2256
2016-09-20T00:00:00.000,099741,EURO FX,324525,29136,111313,125439,102623,87218,7754,18346,23531,44603,59521
2016-09-20T00:00:00.000,112741,NZ DOLLAR,49526,36550,14839,2702,16760,2456,12049,1276,1329,5596,3603
2016-09-20T00:00:00.000,232741,AUSTRALIAN DOLLAR,86614,32301,29891,20402,12385,8320,14729,11,6415,22829,20443
2016-09-27T00:00:00.000,090741,CANADIAN DOLLAR,105130,18617,40338,39410,11379,14269,14901,5957,4389,25220,32466
2016-09-27T00:00:00.000,092741,SWISS FRANC,38969,7800,20032,2289,1288,21475,596,0,0,6778,16426
2016-09-27T00:00:00.000,096742,BRITISH POUND,239025,40781,102964,12780,77962,152525,2043,4440,12015,20844,36386
2016-09-27T00:00:00.000,097741,JAPANESE YEN,155170,87127,26397,29034,36834,3385,21636,1746,29796,27264,33893
2016-09-27T00:00:00.000,098662,USD INDEX,50534,6784,23032,12397,649,204,17897,17212,235,7476,2260
2016-09-27T00:00:00.000,099741,EURO FX,328490,27769,107429,135038,101191,75038,9853,19290,26850,45062,56874
2016-09-27T00:00:00.000,112741,NZ DOLLAR,49416,36580,9330,2171,20432,2644,14301,1541,1012,5533,3394
2016-09-27T00:00:00.000,232741,AUSTRALIAN DOLLAR,98351,43392,32762,24959,10769,2016,19986,0,10011,24724,21563
2016-10-04T00:00:00.000,090741,CANADIAN DOLLAR,104219,13295,40511,42655,10468,15791,14520,5687,5642,24851,31138
2016-10-04T00:00:00.000,092741,SWISS FRANC,46330,15570,21331,1521,1288,22528,1542,0,0,6340,21798
2016-10-04T00:00:00.000,096742,BRITISH POUND,262478,43481,122684,13678,77142,164363,2696,5035,11808,27236,39463
2016-10-04T00:00:00.000,097741,JAPANESE YEN,157574,90282,29523,29193,39470,4040,15090,2223,30153,22597,34099
2016-10-04T00:00:00.000,098662,USD INDEX,53795,9595,27406,13837,797,309,18125,17122,343,7915,2107
2016-10-04T00:00:00.000,099741,EURO FX,347643,31968,120181,142251,101903,80065,8464,16205,24656,46415,61700
2016-10-04T00:00:00.000,112741,NZ DOLLAR,49242,35682,8225,2053,20689,3235,14914,1261,1086,6081,3398
2016-10-04T00:00:00.000,232741,AUSTRALIAN DOLLAR,110028,53449,26993,24840,9050,1642,37068,402,11405,26262,22079
2016-10-11T00:00:00.000,090741,CANADIAN DOLLAR,104002,15555,35618,39005,9679,15540,17195,5872,5659,26121,33942
2016-10-11T00:00:00.000,092741,SWISS FRANC,55747,14032,29549,1483,2706,33430,0,0,0,6396,23086
2016-10-11T00:00:00.000,096742,BRITISH POUND,255590,33842,123170,14339,66294,160426,4474,5741,11164,29743,38989
2016-10-11T00:00:00.000,097741,JAPANESE YEN,150394,58226,26997,30735,36679,23092,11512,3550,32244,25334,33505
2016-10-11T00:00:00.000,098662,USD INDEX,69769,22289,29334,18995,355,410,33298,16095,496,7981,2287
2016-10-11T00:00:00.000,099741,EURO FX,378774,33435,142631,145892,104200,102809,12013,18798,24814,45694,62970
2016-10-11T00:00:00.000,112741,NZ DOLLAR,47124,30999,7893,2001,21911,6437,11454,1162,1078,5378,3641
2016-10-11T00:00:00.000,232741,AUSTRALIAN DOLLAR,112028,52809,22468,23297,5902,3910,49873,807,8860,26769,20489
2016-10-18T00:00:00.000,090741,CANADIAN DOLLAR,95793,13932,32668,33381,9901,13051,17221,4999,4365,27907,29115
2016-10-18T00:00:00.000,092741,SWISS FRANC,63226,13937,34870,1477,2686,39897,442,0,0,6659,23972
2016-10-18T00:00:00.000,096742,BRITISH POUND,255194,35579,120048,13058,67240,160830,4570,4768,12169,29768,39976
2016-10-18T00:00:00.000,097741,JAPANESE YEN,156607,49163,26001,31195,36314,38181,12778,2396,36376,25185,34651
2016-10-18T00:00:00.000,098662,USD INDEX,79933,26075,28250,22110,0,471,44188,18444,1009,8307,1960
2016-10-18T00:00:00.000,099741,EURO FX,413183,36224,175376,151478,108129,128464,11039,18511,23994,45728,61867
2016-10-18T00:00:00.000,112741,NZ DOLLAR,47413,28135,7883,2650,21884,10313,11464,352,1296,4937,3860
2016-10-18T00:00:00.000,232741,AUSTRALIAN DOLLAR,122436,60939,21628,22518,7008,4710,57596,843,10413,29263,21628
2016-10-25T00:00:00.000,090741,CANADIAN DOLLAR,113501,23460,36467,29074,14470,25457,17333,4805,6202,28055,36379
2016-10-25T00:00:00.000,092741,SWISS FRANC,67211,14153,37834,1477,2600,45580,466,0,0,5594,25904
2016-10-25T00:00:00.000,096742,BRITISH POUND,267500,39428,129690,11785,66296,169164,4260,7600,12898,27875,42708
2016-10-25T00:00:00.000,097741,JAPANESE YEN,163040,53764,26327,31467,36958,41205,13119,2292,35886,22282,38720
2016-10-25T00:00:00.000,098662,USD INDEX,86683,28950,27929,24094,0,414,49814,20634,1676,7818,2491
2016-10-25T00:00:00.000,099741,EURO FX,448471,52746,205053,137043,109097,156875,11802,17878,24363,50478,64705
2016-10-25T00:00:00.000,112741,NZ DOLLAR,47257,28254,8235,2406,21884,10588,11456,230,1211,4709,3401
2016-10-25T00:00:00.000,232741,AUSTRALIAN DOLLAR,124584,64037,22169,21707,7474,4616,59640,848,10173,29324,21076
2016-11-01T00:00:00.000,090741,CANADIAN DOLLAR,121156,23436,41664,28418,18307,33150,16290,5959,5892,27364,36174
2016-11-01T00:00:00.000,092741,SWISS FRANC,59698,10577,34649,1935,1050,41245,471,0,0,5513,23100
2016-11-01T00:00:00.000,096742,BRITISH POUND,267564,39891,130173,10522,65267,168113,3826,8314,13970,28512,42116
2016-11-01T00:00:00.000,097741,JAPANESE YEN,165124,55050,27060,34022,38305,40773,15082,1214,35691,21633,36554
2016-11-01T00:00:00.000,098662,USD INDEX,85739,29303,26428,25209,0,542,51593,18100,926,8035,2242
2016-11-01T00:00:00.000,099741,EURO FX,444502,43948,201538,137071,104004,164037,12348,17367,25529,44892,63896
2016-11-01T00:00:00.000,112741,NZ DOLLAR,46788,28946,8003,1477,21366,9895,11354,219,1212,4845,3447
