observation_date,PIEAMP01AUQ661N
1992-10-01,60.37010334054320
1993-01-01,60.56236481615000
1993-04-01,60.75462629175680
1993-07-01,61.13914924297040
1993-10-01,61.23527998077390
1994-01-01,60.85075702956020
1994-04-01,61.33141071857730
1994-07-01,61.52367219418410
1994-10-01,62.00432588320120
1995-01-01,62.96563326123530
1995-04-01,63.73467916366260
1995-07-01,64.02307137707280
1995-10-01,64.02307137707280
1996-01-01,64.31146359048300
1996-04-01,64.11920211487620
1996-07-01,64.02307137707280
1996-10-01,64.31146359048300
1997-01-01,64.69598654169670
1997-04-01,64.69598654169670
1997-07-01,65.08050949291039
1997-10-01,65.56116318192740
1998-01-01,65.27277096851719
1998-04-01,65.56116318192740
1998-07-01,65.65729391973080
1998-10-01,65.27277096851719
1999-01-01,64.79211727950010
1999-04-01,64.98437875510700
1999-07-01,66.33020908435471
1999-10-01,67.29151646238890
2000-01-01,68.44508531602980
2000-04-01,69.79091564527759
2000-07-01,71.13674597452540
2000-10-01,72.86709925498680
2001-01-01,72.00192261475610
2001-04-01,73.73227589521750
2001-07-01,72.86709925498680
2001-10-01,72.38644556596969
2002-01-01,72.29031482816630
2002-04-01,72.86709925498680
2002-07-01,72.77096851718341
2002-10-01,73.54001441961070
2003-01-01,74.50132179764481
2003-04-01,73.05936073059360
2003-07-01,72.67483777938000
2003-10-01,72.77096851718341
2004-01-01,73.63614515741411
2004-04-01,75.07810622446530
2004-07-01,77.09685171833701
2004-10-01,78.73107426099500
2005-01-01,78.05815909637110
2005-04-01,80.26916606584960
2005-07-01,81.90338860850760
2005-10-01,82.57630377313150
2006-01-01,84.21052631578949
2006-04-01,88.15188656572940
2006-07-01,88.44027877913960
2006-10-01,87.57510213890890
2007-01-01,87.28670992549870
2007-04-01,89.49771689497720
2007-07-01,89.11319394376351
2007-10-01,90.55515501081470
2008-01-01,93.34294640711370
2008-04-01,97.28430665705361
2008-07-01,98.82239846190819
2008-10-01,96.61139149242970
2009-01-01,92.38163902907959
2009-04-01,91.03580869983180
2009-07-01,91.70872386445571
2009-10-01,89.97837058399421
2010-01-01,92.18937755347270
2010-04-01,93.34294640711370
2010-07-01,93.05455419370340
2010-10-01,93.43907714491711
2011-01-01,95.84234559000240
2011-04-01,96.61139149242970
2011-07-01,96.22686854121601
2011-10-01,95.93847632780580
2012-01-01,96.13073780341260
2012-04-01,96.22686854121601
2012-07-01,94.78490747416490
2012-10-01,95.65008411439560
2013-01-01,95.84234559000240
2013-04-01,95.93847632780580
2013-07-01,97.47656813266040
2013-10-01,97.66882960826720
2014-01-01,99.59144436433550
2014-04-01,99.49531362653209
2014-07-01,99.78370583994240
2014-10-01,100.07209805335300
2015-01-01,99.39918288872870
2015-04-01,100.55275174237001
2015-07-01,100.45662100456600
2015-10-01,99.59144436433550
2016-01-01,98.34174477289110
2016-04-01,98.91852919971160
2016-07-01,99.78370583994240
2016-10-01,100.64888248017300
2017-01-01,101.80245133381401
2017-04-01,102.57149723624100
2017-07-01,101.80245133381401
2017-10-01,104.20571977889900
2018-01-01,105.16702715693300
2018-04-01,107.85868781542899
2018-07-01,108.81999519346300
2018-10-01,109.78130257149699
2019-01-01,110.06969478490700
2019-04-01,111.12713290074500
2019-07-01,112.37683249218900
2019-10-01,112.76135544340300
2020-01-01,113.62653208363400
2020-04-01,112.37683249218900
2020-07-01,112.08844027877900
2020-10-01,112.47296322999300
2021-01-01,113.62653208363400
2021-04-01,116.31819274212900
2021-07-01,120.83633741889000
2021-10-01,125.64287430906001
2022-01-01,130.73780341264100
2022-04-01,137.37082432107701
2022-07-01,137.94760874789699
2022-10-01,139.29343907714500
2023-01-01,138.52439317471800
