observation_date,ULQELP01GBQ659S
2000-04-01,3.66787352067222017
2000-07-01,2.83034909766878995
2000-10-01,2.44505726290642000
2001-01-01,1.96973688383314993
2001-04-01,1.75929550091528997
2001-07-01,1.93652079735162008
2001-10-01,1.27145650331064997
2002-01-01,0.93516481632496595
2002-04-01,0.79384420570134895
2002-07-01,0.96039449206274896
2002-10-01,1.10202098221694000
2003-01-01,1.58698481429023008
2003-04-01,2.07047082650692982
2003-07-01,2.19242324460805982
2003-10-01,2.66692502124891018
2004-01-01,1.71874181729294007
2004-04-01,1.78913957726153994
2004-07-01,1.21644438100387009
2004-10-01,0.56424582041580595
2005-01-01,1.06871234434458007
2005-04-01,1.30870937209303007
2005-07-01,1.43349661296455011
2005-10-01,2.58783807292356993
2006-01-01,2.17620899098861020
2006-04-01,1.57382393586240998
2006-07-01,1.22852003615826999
2006-10-01,0.53801205412582798
2007-01-01,1.62363437287491008
2007-04-01,1.72578135424675994
2007-07-01,2.06757582890584013
2007-10-01,1.70724771054873004
2008-01-01,0.81240534370265205
2008-04-01,-0.09975061663527110
2008-07-01,-1.50176776400890000
2008-10-01,-3.48020293248797019
2009-01-01,-5.04362189029227981
2009-04-01,-3.85480111472088982
2009-07-01,-2.69461630811975006
2009-10-01,-0.57657180349754600
2010-01-01,2.19461364677056014
2010-04-01,2.03377883646118018
2010-07-01,1.79657622266246997
2010-10-01,1.90854501044399005
2011-01-01,0.51222007767879196
2011-04-01,0.13988631604390700
2011-07-01,1.12559735847443010
2011-10-01,0.75771141558177202
2012-01-01,1.39463439676899004
2012-04-01,0.43190607569561001
2012-07-01,0.20650545614249100
2012-10-01,-0.33502390680703997
2013-01-01,-0.31113535651440499
2013-04-01,0.94147083253888098
2013-07-01,0.56296132527350995
2013-10-01,1.27158493986669008
2014-01-01,0.77998760528585098
2014-04-01,0.69666256931935500
2014-07-01,0.76019360052989204
2014-10-01,1.01654600931418004
2015-01-01,0.60153495854262196
2015-04-01,1.02876269276281995
2015-07-01,0.37313383671953698
2015-10-01,-0.05292833852644720
2016-01-01,0.59370083489302505
2016-04-01,-0.13201120656577001
2016-07-01,0.35849129653980299
2016-10-01,0.96928824136470004
2017-01-01,1.23631743865097010
2017-04-01,1.50087843523230990
2017-07-01,1.97761004871271995
2017-10-01,1.88748832995987992
2018-01-01,0.81971370373952002
2018-04-01,0.58120559659968896
2018-07-01,0.13545917334639901
2018-10-01,-0.68518384003185395
2019-01-01,0.26460868645256103
2019-04-01,0.20440336587900301
2019-07-01,0.91482371622754399
2019-10-01,0.72686616605471399
2020-01-01,-2.57634964183991988
2020-04-01,-21.34236300584910140
2020-07-01,-8.33350212951201996
2020-10-01,-6.05219722254545989
2021-01-01,-4.28125369736623984
2021-04-01,26.73353197411989868
2021-07-01,8.64822525166001910
2021-10-01,8.31956490404864901
2022-01-01,9.81507505874687958
2022-04-01,2.34735726997510019
2022-07-01,1.59692264360462999
2022-10-01,-0.09131620837747810
2023-01-01,-0.64677742207494304
2023-04-01,0.13751175472243901
