observation_date,JPNCPIALLQINMEI
2004-10-01,97.632990000000007
2005-01-01,96.920330000000007
2005-04-01,97.056079999999994
2005-07-01,96.886399999999995
2005-10-01,96.886399999999995
2006-01-01,96.784589999999994
2006-04-01,97.225750000000005
2006-07-01,97.497249999999994
2006-10-01,97.225750000000005
2007-01-01,96.682789999999997
2007-04-01,97.157880000000006
2007-07-01,97.361500000000007
2007-10-01,97.700860000000006
2008-01-01,97.632990000000007
2008-04-01,98.447440000000000
2008-07-01,99.465519999999998
2008-10-01,98.718930000000000
2009-01-01,97.531180000000006
2009-04-01,97.531180000000006
2009-07-01,97.225750000000005
2009-10-01,96.716719999999995
2010-01-01,96.682789999999997
2010-04-01,96.750659999999996
2010-07-01,96.241619999999998
2010-10-01,96.445239999999998
2011-01-01,96.173749999999998
2011-04-01,96.377369999999999
2011-07-01,96.377369999999999
2011-10-01,96.139820000000000
2012-01-01,96.479169999999996
2012-04-01,96.547039999999996
2012-07-01,95.970140000000001
2012-10-01,95.902270000000001
2013-01-01,95.834400000000002
2013-04-01,96.275559999999999
2013-07-01,96.818529999999996
2013-10-01,97.259690000000006
2014-01-01,97.293620000000004
2014-04-01,99.703059999999994
2014-07-01,100.076400000000007
2014-10-01,99.770939999999996
2015-01-01,99.533389999999997
2015-04-01,100.280000000000001
2015-07-01,100.178200000000004
2015-10-01,100.008499999999998
2016-01-01,99.567319999999995
2016-04-01,99.906679999999994
2016-07-01,99.703059999999994
2016-10-01,100.313900000000004
2017-01-01,99.906679999999994
2017-04-01,100.313900000000004
2017-07-01,100.313900000000004
2017-10-01,100.890799999999999
2018-01-01,101.196200000000005
2018-04-01,100.992599999999996
2018-07-01,101.433800000000005
2018-10-01,101.773099999999999
2019-01-01,101.501700000000000
2019-04-01,101.739199999999997
2019-07-01,101.773099999999999
2019-10-01,102.282200000000003
2020-01-01,102.180400000000006
2020-04-01,101.874899999999997
2020-07-01,101.807100000000005
2020-10-01,101.331999999999994
2021-01-01,101.637400000000000
2021-04-01,101.128399999999999
