observation_date,ULQECU01USQ657S
2004-10-01,0.551412714845878948
2005-01-01,0.640713628457926010
2005-04-01,0.301119923148170987
2005-07-01,0.804005029803441018
2005-10-01,1.053697265037879971
2006-01-01,1.918733401878029987
2006-04-01,0.103610486128827006
2006-07-01,0.326945087698722991
2006-10-01,1.276316625183719911
2007-01-01,1.902327218909539930
2007-04-01,0.663717915091383004
2007-07-01,0.245354232141791001
2007-10-01,0.858620765535044961
2008-01-01,1.060477253198530034
2008-04-01,0.215979160364124012
2008-07-01,0.600684692626021977
2008-10-01,0.219295667381597004
2009-01-01,-1.936565811454459940
2009-04-01,1.333804498035590091
2009-07-01,0.431320562604412983
2009-10-01,1.385783708926519919
2010-01-01,-0.537021613480374027
2010-04-01,1.415421947176380035
2010-07-01,0.659401469832797016
2010-10-01,0.837156682708509958
2011-01-01,1.411263635564989904
2011-04-01,0.290276446765024010
2011-07-01,0.573199322753401019
2011-10-01,-1.132001295681700048
2012-01-01,1.760052392878050043
2012-04-01,0.366369645843337977
2012-07-01,0.294498800180306997
2012-10-01,1.906673119351649959
2013-01-01,-0.444516094418353991
2013-04-01,0.641446700521866031
2013-07-01,-0.043403003585616801
2013-10-01,0.930310582527470009
2014-01-01,1.288633579892330072
2014-04-01,0.012079487021678000
2014-07-01,0.787907707579287964
2014-10-01,1.133694714202150067
2015-01-01,0.925110919460683023
2015-04-01,0.771184497462812035
2015-07-01,0.578464286020958007
2015-10-01,0.023421199649590298
2016-01-01,-0.335540304616633978
2016-04-01,0.469301453293574977
2016-07-01,0.404925998605530024
2016-10-01,0.865427336231454958
2017-01-01,0.751689889238934983
2017-04-01,0.616981558722714984
2017-07-01,0.897590357639503011
2017-10-01,1.883776256260490056
2018-01-01,0.448062687850181995
2018-04-01,0.538002701775131986
2018-07-01,1.150809597103980009
2018-10-01,0.110199996703120001
2019-01-01,1.730159721336969936
2019-04-01,0.394117026969008022
2019-07-01,0.109838088669998002
2019-10-01,0.795937669801045966
2020-01-01,1.980117889611320070
2020-04-01,7.896625385044499623
2020-07-01,-1.361667328365139928
2020-10-01,0.831794505254226046
2021-01-01,0.612832575812535030
2021-04-01,2.051458481956490054
2021-07-01,1.370421358130160083
2021-10-01,0.981508083310746016
2022-01-01,-0.571201720391192991
2022-04-01,0.802922091385695036
2022-07-01,1.868885056825819957
2022-10-01,0.281825014829709009
2023-01-01,1.056990942924959986
2023-04-01,0.982165888819074961
2023-07-01,0.993830984999966027
