observation_date,AUSB6BLTT02STSAQ
2022-01-01,0.07601423000000000
2022-04-01,1.41806900000000002
2022-07-01,-0.58798500000000009
2022-10-01,0.57755580000000006
2023-01-01,0.42527229999999999
2023-04-01,-0.32353810000000000
2023-07-01,-1.07520499999999997
2023-10-01,-0.20001559999999999
2024-01-01,-1.44142299999999990
2024-04-01,-2.40736399999999984
2024-07-01,-2.04229599999999989
2024-10-01,-1.81671000000000005
