observation_date,EA19PIEAMP01GYM
2018-05-01,1.9743336623889456
2018-06-01,2.7777777777777803
2018-07-01,2.7777777777777803
2018-08-01,2.7750247770069398
2018-09-01,2.6679841897233336
2018-10-01,2.8684470820969481
2018-11-01,1.9685039370078761
2018-12-01,1.0805500982318390
2019-01-01,0.7827788649706465
2019-02-01,1.2745098039215588
2019-03-01,1.5670910871694650
2019-04-01,1.5609756097560992
2019-05-01,0.8712487899322477
2019-06-01,0.0965250965251073
2019-07-01,0.1930501930501932
2019-08-01,-0.1928640308582665
2019-09-01,-0.0962463907603572
2019-10-01,-0.4807692307692418
2019-11-01,-0.0965250965251073
2019-12-01,0.7774538386783291
2020-01-01,0.8737864077670018
2020-02-01,0.2904162633107564
2020-03-01,-1.5429122468659822
2020-04-01,-2.9779058597502321
2020-05-01,-3.3589251439539272
2020-06-01,-2.4108003857280744
2020-07-01,-2.3121387283237014
2020-08-01,-2.1256038647343014
2020-09-01,-2.5048169556840096
2020-10-01,-2.1256038647343014
2020-11-01,-2.0289855072463681
2020-12-01,-1.9286403085824508
2021-01-01,-1.1549566891241587
2021-02-01,0.0965250965251073
2021-03-01,2.6444662095984466
2021-04-01,4.6534653465346469
2021-05-01,5.8589870903674228
2021-06-01,6.2252964426877426
2021-07-01,7.3964497041420305
2021-08-01,8.1934846989141139
2021-09-01,9.0909090909091006
2021-10-01,10.5626850937808712
2021-11-01,11.3412228796844179
2021-12-01,11.3077679449360833
2022-01-01,12.9503407984420420
2022-02-01,13.4040501446480018
2022-03-01,15.9351145038167967
2022-04-01,17.4077578051087940
2022-05-01,18.1050656660412805
2022-06-01,18.5116279069767522
2022-07-01,17.0798898071625267
2022-08-01,16.0583941605839584
2022-09-01,15.4891304347826129
2022-10-01,14.8214285714285641
2022-11-01,13.0203720106288756
2022-12-01,11.6607773851589993
