time,fiscal_deficit_xs
2017-06-30 00:00:00+00:00,-0.00703725066297467
2017-07-31 00:00:00+00:00,-0.005284460840439875
2017-08-31 00:00:00+00:00,0.000936680268265766
2017-09-30 00:00:00+00:00,0.0008370534252613027
2017-10-31 00:00:00+00:00,-0.0015616395785302828
2017-11-30 00:00:00+00:00,0.0013478812411411578
2017-12-31 00:00:00+00:00,-0.005564003237303328
2018-01-31 00:00:00+00:00,-0.00552623745702463
2018-02-28 00:00:00+00:00,0.007366249118861301
2018-03-31 00:00:00+00:00,0.0015896234192294134
2018-04-30 00:00:00+00:00,0.003901115153932988
2018-05-31 00:00:00+00:00,0.0060168715870527745
2018-06-30 00:00:00+00:00,-0.00012945711250977876
2018-07-31 00:00:00+00:00,-0.003927703870418742
2018-08-31 00:00:00+00:00,0.008067447727973853
2018-09-30 00:00:00+00:00,-0.001086029024728874
2018-10-31 00:00:00+00:00,0.006178429348244752
2018-11-30 00:00:00+00:00,-0.012755108551188443
2018-12-31 00:00:00+00:00,0.008875919174793578
2019-01-31 00:00:00+00:00,0.003118554728583467
2019-02-28 00:00:00+00:00,0.0015048803203758787
2019-03-31 00:00:00+00:00,0.0003891943317735347
2019-04-30 00:00:00+00:00,0.0005825897014128945
2019-05-31 00:00:00+00:00,0.009133518722550749
2019-06-30 00:00:00+00:00,0.0008458621097315877
2019-07-31 00:00:00+00:00,0.009842441938967994
2019-08-31 00:00:00+00:00,0.007925596421055392
2019-09-30 00:00:00+00:00,-0.00015489381293276594
2019-10-31 00:00:00+00:00,-0.011364725108066076
2019-11-30 00:00:00+00:00,0.004056321984464262
2019-12-31 00:00:00+00:00,-0.0072202935073072405
2020-01-31 00:00:00+00:00,0.011635370071711115
2020-02-29 00:00:00+00:00,0.00029396395679692766
2020-03-31 00:00:00+00:00,0.007405935707181621
2020-04-30 00:00:00+00:00,-0.010067401788669161
2020-05-31 00:00:00+00:00,-0.008358119859260604
2020-06-30 00:00:00+00:00,0.0027186145956750174
2020-07-31 00:00:00+00:00,-0.014372153072697347
2020-08-31 00:00:00+00:00,0.007093096724818171
2020-09-30 00:00:00+00:00,0.0003916393747356306
2020-10-31 00:00:00+00:00,-0.004094087367337518
2020-11-30 00:00:00+00:00,0.004996472161957088
2020-12-31 00:00:00+00:00,0.0016509377797833125
2021-01-31 00:00:00+00:00,-0.0006567658271757759
2021-02-28 00:00:00+00:00,0.00483844407108891
2021-03-31 00:00:00+00:00,0.00499975224062621
2021-04-30 00:00:00+00:00,0.0003441132506634137
2021-05-31 00:00:00+00:00,-0.003770032793223077
2021-06-30 00:00:00+00:00,0.004981248651877435
2021-07-31 00:00:00+00:00,0.0038294611311093796
2021-08-31 00:00:00+00:00,-0.002899716836283761
2021-09-30 00:00:00+00:00,0.0013709636759418053
2021-10-31 00:00:00+00:00,0.00023562302056423512
2021-11-30 00:00:00+00:00,0.004782605596171274
2021-12-31 00:00:00+00:00,-0.001158232785850144
2022-01-31 00:00:00+00:00,0.01051073918479295
2022-02-28 00:00:00+00:00,-0.007870576805177554
2022-03-31 00:00:00+00:00,-0.007423191002302487
2022-04-30 00:00:00+00:00,0.006761982722152338
2022-05-31 00:00:00+00:00,-0.0021197634737201154
2022-06-30 00:00:00+00:00,-0.008785885904944002
2022-07-31 00:00:00+00:00,0.008348947717378152
2022-08-31 00:00:00+00:00,-0.006389888215758477
2022-09-30 00:00:00+00:00,-0.005517216968189853
2022-10-31 00:00:00+00:00,0.001077087452599157
2022-11-30 00:00:00+00:00,0.00927945291953769
2022-12-31 00:00:00+00:00,-0.002991656953115096
2023-01-31 00:00:00+00:00,0.00940732272872391
2023-02-28 00:00:00+00:00,-0.008046070517047088
2023-03-31 00:00:00+00:00,-0.0019566833654647287
2023-04-30 00:00:00+00:00,-0.002096330272722713
2023-05-31 00:00:00+00:00,0.0013068337496489058
2023-06-30 00:00:00+00:00,0.0015754930641203035
2023-07-31 00:00:00+00:00,-0.0013710438420903026
2023-08-31 00:00:00+00:00,0.0029300799464875293
2023-09-30 00:00:00+00:00,-0.00025890083916335627
2023-10-31 00:00:00+00:00,-0.006120982095022098
2023-11-30 00:00:00+00:00,-0.00299264492381357
2023-12-31 00:00:00+00:00,-0.002534962221893422
2024-01-31 00:00:00+00:00,0.009743434008039564
2024-02-29 00:00:00+00:00,-7.429471638742413e-05
2024-03-31 00:00:00+00:00,1.690288127065287e-05
2024-04-30 00:00:00+00:00,-0.0026957612168374556
2024-05-31 00:00:00+00:00,-0.003355808871913446
2024-06-30 00:00:00+00:00,0.0022975648183034547
2024-07-31 00:00:00+00:00,-0.011435186349772697
2024-08-31 00:00:00+00:00,-0.005576728986673607
2024-09-30 00:00:00+00:00,-0.0031286862249686465
2024-10-31 00:00:00+00:00,0.014011587417007254
2024-11-30 00:00:00+00:00,-0.007707589044543939
2024-12-31 00:00:00+00:00,0.011814409551443195
2025-01-31 00:00:00+00:00,-0.009392064742756778
2025-02-28 00:00:00+00:00,-0.0031271156642508346
2025-03-31 00:00:00+00:00,0.0066792961470096834
2025-04-30 00:00:00+00:00,-0.0005142035094780617
2025-05-31 00:00:00+00:00,0.0030852633605773505
2025-06-30 00:00:00+00:00,0.002906594285092323
2025-07-31 00:00:00+00:00,0.0033461012235995735
2025-08-31 00:00:00+00:00,-0.0028590798039348497
2025-09-30 00:00:00+00:00,-0.005439303774961157
2025-10-31 00:00:00+00:00,0.005435604494394619
2025-11-30 00:00:00+00:00,0.005511198184113608
2025-12-31 00:00:00+00:00,0.0043185019094302834
2026-01-31 00:00:00+00:00,-0.007933998257608876
2026-02-28 00:00:00+00:00,-0.006743333359682913
2026-03-31 00:00:00+00:00,0.0019598422821447414
2026-04-30 00:00:00+00:00,5.4126223189676637e-05
2026-05-31 00:00:00+00:00,-0.0023136726265173824
2026-06-30 00:00:00+00:00,0.003475628033589473
2026-07-31 00:00:00+00:00,-0.00040763621440631503
2026-08-31 00:00:00+00:00,-0.0013660724921645828
2026-09-30 00:00:00+00:00,-0.00919861990012838
