time,wui_chg_xs
2023-05-31 00:00:00+00:00,0.0010113616490861066
2023-06-30 00:00:00+00:00,0.012941723203556244
2023-07-31 00:00:00+00:00,-0.007024623155861165
2023-08-31 00:00:00+00:00,-0.005670076955836212
2023-09-30 00:00:00+00:00,-0.0006330970493454435
2023-10-31 00:00:00+00:00,0.005063919008114093
2023-11-30 00:00:00+00:00,-0.006020436959172537
2023-12-31 00:00:00+00:00,-0.0036135265299030994
2024-01-31 00:00:00+00:00,0.006086506323893515
2024-02-29 00:00:00+00:00,8.44312478200937e-05
2024-03-31 00:00:00+00:00,-0.009818698495571043
2024-04-30 00:00:00+00:00,-0.007141159537986996
2024-05-31 00:00:00+00:00,0.004564452366830674
2024-06-30 00:00:00+00:00,0.0005808740501866971
2024-07-31 00:00:00+00:00,-0.0014884214978518884
2024-08-31 00:00:00+00:00,0.009881809904396688
2024-09-30 00:00:00+00:00,-0.002410823553443797
2024-10-31 00:00:00+00:00,-0.007125720732401808
2024-11-30 00:00:00+00:00,0.004181515657748269
2024-12-31 00:00:00+00:00,-0.012728298485146894
2025-01-31 00:00:00+00:00,0.007128187196951297
2025-02-28 00:00:00+00:00,0.006608276239116417
2025-03-31 00:00:00+00:00,-0.015370157708044507
2025-04-30 00:00:00+00:00,-0.010539806357409809
2025-05-31 00:00:00+00:00,-0.0013295577208609632
2025-06-30 00:00:00+00:00,-0.006493790864322113
2025-07-31 00:00:00+00:00,-0.0008996074145012356
2025-08-31 00:00:00+00:00,5.650638969423305e-05
2025-09-30 00:00:00+00:00,-2.9198508094796516e-05
2025-10-31 00:00:00+00:00,-0.0013450233671016276
2025-11-30 00:00:00+00:00,0.00035130405000138865
2025-12-31 00:00:00+00:00,0.003214965744336995
2026-01-31 00:00:00+00:00,0.016083412932175634
2026-02-28 00:00:00+00:00,0.0060220839906757195
2026-03-31 00:00:00+00:00,-0.0006194736582483262
2026-04-30 00:00:00+00:00,-0.000969325978467217
2026-05-31 00:00:00+00:00,0.005667146434996662
2026-06-30 00:00:00+00:00,-0.0022863349500684693
2026-07-31 00:00:00+00:00,0.008187711730153202
2026-08-31 00:00:00+00:00,0.0005977359087441236
2026-09-30 00:00:00+00:00,0.008543827535145931
