time,high_cu_z_xs
2025-04-30 00:00:00+00:00,0.0007834919415874442
2025-05-31 00:00:00+00:00,0.0024677411699467466
2025-06-30 00:00:00+00:00,-0.004910005518453331
2025-07-31 00:00:00+00:00,-0.0046271851354766635
2025-08-31 00:00:00+00:00,-0.004376357774987127
2025-09-30 00:00:00+00:00,-0.008855491523257708
2025-10-31 00:00:00+00:00,-0.002091525016542861
2025-11-30 00:00:00+00:00,0.0012773891873836263
2025-12-31 00:00:00+00:00,-0.002412500021057973
2026-01-31 00:00:00+00:00,0.0008834008772453661
2026-02-28 00:00:00+00:00,-0.00821946913798477
2026-03-31 00:00:00+00:00,-0.0028579387495712982
2026-04-30 00:00:00+00:00,-9.321465030542875e-05
2026-05-31 00:00:00+00:00,0.002808474372387737
2026-06-30 00:00:00+00:00,-0.002288794914595882
2026-07-31 00:00:00+00:00,0.006233222616919276
2026-08-31 00:00:00+00:00,-0.0035974672903940075
2026-09-30 00:00:00+00:00,-0.005817283345177837
