idea,params,window,ret,mean_mo,pct_pos,top3,gates,p2t,n_months,trades,n_legs,score_note
lock_plus4|oos_sharpe|vt0.005|hi3.0,n=9|w=oos_sharpe|vt=0.005|chi=3.0|mc=None,roll12_m6,0.06930706323666236,0.004978435391240682,0.5,0.6675875401194487,True,0.04517576907684939,12,324,9,
lock_plus4|oos_sharpe|vt0.003|hi3.0,n=9|w=oos_sharpe|vt=0.003|chi=3.0|mc=None,2024,0.10534838813036762,0.008000049319975404,0.7272727272727273,0.5532536809511135,True,0.03611252831070889,11,397,9,
lock_plus4|oos_sharpe|vt0.003|hi3.0,n=9|w=oos_sharpe|vt=0.003|chi=3.0|mc=None,2025,0.1109700346814142,0.007979130078298263,0.6363636363636364,0.6270649800130825,True,0.03729916572871869,11,340,9,
lock_plus4|oos_sharpe|vt0.003|hi3.0,n=9|w=oos_sharpe|vt=0.003|chi=3.0|mc=None,2026,0.0937609191738964,0.013371053205864,0.75,0.8346781541275344,True,0.04550398343672667,8,293,9,
lock_plus4|oos_sharpe|vt0.003|hi3.0,n=9|w=oos_sharpe|vt=0.003|chi=3.0|mc=None,holdout_365d,0.08677814071036805,0.0063052497990622736,0.5,0.8437524623506243,True,0.05473315307561311,12,359,9,
lock_plus4|oos_sharpe|vt0.003|hi3.0,n=9|w=oos_sharpe|vt=0.003|chi=3.0|mc=None,roll12_m6,0.06902807451069681,0.004957048021024905,0.5,0.667587540119459,True,0.0451757690768507,12,324,9,
lock_plus3|oos_sharpe|vt0.005|hi3.0,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=None,2024,0.1508153203731084,0.011059260150143156,0.7272727272727273,0.5553011165125353,True,0.042493770006477326,11,357,8,
lock_plus3|oos_sharpe|vt0.005|hi3.0,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=None,2025,0.08568287952359688,0.006425035271590703,0.7272727272727273,0.6092821704574952,True,0.04250721056311892,11,257,8,
lock_plus3|oos_sharpe|vt0.005|hi3.0,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=None,2026,0.09944947889982747,0.01412699062969655,0.5,0.9034663208663244,True,0.05312944269526938,8,255,8,
lock_plus3|oos_sharpe|vt0.005|hi3.0,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=None,holdout_365d,0.1108470950315148,0.008311960370271163,0.5,0.8413959353991725,True,0.047716495542877616,12,307,8,
lock_plus3|oos_sharpe|vt0.005|hi3.0,n=8|w=oos_sharpe|vt=0.005|chi=3.0|mc=None,roll12_m6,0.03459571784593307,0.0020454782046114097,0.5833333333333334,0.6773935396600302,True,0.04815363649769142,12,207,8,
