time,debt_fiscal_blend
2020-01-31 00:00:00+00:00,-0.012297094029253719
2020-02-29 00:00:00+00:00,-0.0014031375938347024
2020-03-31 00:00:00+00:00,-0.01636874975940872
2020-04-30 00:00:00+00:00,0.011332286052514018
2020-05-31 00:00:00+00:00,0.011739419936475093
2020-06-30 00:00:00+00:00,0.0059527155928866815
2020-07-31 00:00:00+00:00,0.008509634259512122
2020-08-31 00:00:00+00:00,-0.0004938405411761826
2020-09-30 00:00:00+00:00,-0.002524182643856676
2020-10-31 00:00:00+00:00,-0.001928498310692195
2020-11-30 00:00:00+00:00,0.002557220007035621
2020-12-31 00:00:00+00:00,0.0034167831431937135
2021-01-31 00:00:00+00:00,-0.0013206518857040717
2021-02-28 00:00:00+00:00,0.00119525082960803
2021-03-31 00:00:00+00:00,-0.004359448468595817
2021-04-30 00:00:00+00:00,0.0034060559627280274
2021-05-31 00:00:00+00:00,0.000708240883144029
2021-06-30 00:00:00+00:00,-0.005136419372974377
2021-07-31 00:00:00+00:00,-0.006357228246376301
2021-08-31 00:00:00+00:00,0.0019318553263709681
2021-09-30 00:00:00+00:00,-0.0004937919819510972
2021-10-31 00:00:00+00:00,0.005537248323960631
2021-11-30 00:00:00+00:00,-0.008452413903024314
2021-12-31 00:00:00+00:00,0.0024191856279518476
2022-01-31 00:00:00+00:00,-0.010372225398734836
2022-02-28 00:00:00+00:00,0.008282046615990968
2022-03-31 00:00:00+00:00,0.016588186666928628
2022-04-30 00:00:00+00:00,-0.0007855606188095221
2022-05-31 00:00:00+00:00,0.0016839036837754673
2022-06-30 00:00:00+00:00,0.007451830527983594
2022-07-31 00:00:00+00:00,-0.008232337207577878
2022-08-31 00:00:00+00:00,0.010131259278038485
2022-09-30 00:00:00+00:00,0.003417146281233352
2022-10-31 00:00:00+00:00,-0.0028452174255574336
2022-11-30 00:00:00+00:00,-0.006146404980564291
2022-12-31 00:00:00+00:00,0.0006824849868618532
2023-01-31 00:00:00+00:00,-0.0024271121160307496
2023-02-28 00:00:00+00:00,0.004120425654506654
2023-03-31 00:00:00+00:00,-0.002232304576690991
2023-04-30 00:00:00+00:00,0.0016636419916173928
2023-05-31 00:00:00+00:00,-0.0026250904935352093
2023-06-30 00:00:00+00:00,0.00660533961908083
2023-07-31 00:00:00+00:00,-0.00020676056783675012
2023-08-31 00:00:00+00:00,-0.0031660170939151744
2023-09-30 00:00:00+00:00,0.003675340660216131
2023-10-31 00:00:00+00:00,0.0028254448506932484
2023-11-30 00:00:00+00:00,0.0034323477461999374
2023-12-31 00:00:00+00:00,0.001075476734569536
2024-01-31 00:00:00+00:00,-0.006139637226601824
2024-02-29 00:00:00+00:00,0.0011973051837708137
2024-03-31 00:00:00+00:00,0.0011096210072052415
2024-04-30 00:00:00+00:00,0.005491652247257672
2024-05-31 00:00:00+00:00,0.0036341333456246794
2024-06-30 00:00:00+00:00,0.002397868036983164
2024-07-31 00:00:00+00:00,-0.006510402288854689
2024-08-31 00:00:00+00:00,0.003368150721116736
2024-09-30 00:00:00+00:00,0.001477691258595204
2024-10-31 00:00:00+00:00,-0.0044560083900742065
2024-11-30 00:00:00+00:00,0.0001641229171800429
2024-12-31 00:00:00+00:00,-0.007110874153330782
2025-01-31 00:00:00+00:00,0.0034607887145188254
2025-02-28 00:00:00+00:00,-0.003140275548182969
2025-03-31 00:00:00+00:00,-0.001299626167734269
2025-04-30 00:00:00+00:00,-2.2279711707984262e-05
2025-05-31 00:00:00+00:00,-0.001127039048181011
2025-06-30 00:00:00+00:00,0.003438534485175282
2025-07-31 00:00:00+00:00,0.0023609604084668945
2025-08-31 00:00:00+00:00,0.0007796237364596781
2025-09-30 00:00:00+00:00,0.00585313094764861
2025-10-31 00:00:00+00:00,0.0021681076127222365
2025-11-30 00:00:00+00:00,-0.001736294830860241
2025-12-31 00:00:00+00:00,0.0005018430910357363
2026-01-31 00:00:00+00:00,0.007003296601711728
2026-02-28 00:00:00+00:00,0.007811293289364585
2026-03-31 00:00:00+00:00,-0.0020907566180711212
2026-04-30 00:00:00+00:00,0.0020602812413252902
2026-05-31 00:00:00+00:00,0.003239877754785958
2026-06-30 00:00:00+00:00,-0.00458541465969442
2026-07-31 00:00:00+00:00,-0.0004255508700371502
2026-08-31 00:00:00+00:00,0.00317408212311876
2026-09-30 00:00:00+00:00,0.0005079608232696486
