time,low_reserves_xs
2021-12-31 00:00:00+00:00,0.0037059813709445777
2022-01-31 00:00:00+00:00,-0.010316335823642664
2022-02-28 00:00:00+00:00,0.008663188995273075
2022-03-31 00:00:00+00:00,0.025826403549980226
2022-04-30 00:00:00+00:00,0.005190341667361098
2022-05-31 00:00:00+00:00,0.0012831068309302474
2022-06-30 00:00:00+00:00,0.006436865323949936
2022-07-31 00:00:00+00:00,-0.008183126563164889
2022-08-31 00:00:00+00:00,0.013881346746239753
2022-09-30 00:00:00+00:00,0.001417145512047302
2022-10-31 00:00:00+00:00,-0.004541804132874638
2022-11-30 00:00:00+00:00,-0.0029803367461349595
2022-12-31 00:00:00+00:00,-0.0015946593494823302
2023-01-31 00:00:00+00:00,0.004528583038860612
2023-02-28 00:00:00+00:00,0.00020347618282778868
2023-03-31 00:00:00+00:00,-0.006387413564834854
2023-04-30 00:00:00+00:00,0.0012336832712709356
2023-05-31 00:00:00+00:00,-0.0039522797726248005
2023-06-30 00:00:00+00:00,0.015183878004938256
2023-07-31 00:00:00+00:00,-0.0017628532270922426
2023-08-31 00:00:00+00:00,-0.0033862665697697025
2023-09-30 00:00:00+00:00,0.007144610554145059
2023-10-31 00:00:00+00:00,-0.00046888106591547185
2023-11-30 00:00:00+00:00,0.0038825521327683354
2023-12-31 00:00:00+00:00,-0.00037457952227359925
2024-01-31 00:00:00+00:00,-0.0026114121812715885
2024-02-29 00:00:00+00:00,0.002336313459032846
2024-03-31 00:00:00+00:00,0.002243074170679593
2024-04-30 00:00:00+00:00,0.008298462965485642
2024-05-31 00:00:00+00:00,0.00391167558986516
2024-06-30 00:00:00+00:00,0.007268384768603253
2024-07-31 00:00:00+00:00,-0.024276979768565465
2024-08-31 00:00:00+00:00,0.0011679351956503936
2024-09-30 00:00:00+00:00,-0.0001716798241422346
2024-10-31 00:00:00+00:00,0.00502700563499503
2024-11-30 00:00:00+00:00,-0.00734904110507284
2024-12-31 00:00:00+00:00,-0.002523928775299722
2025-01-31 00:00:00+00:00,-0.0024995838352914745
2025-02-28 00:00:00+00:00,-0.009335970717549325
2025-03-31 00:00:00+00:00,0.00405155805165891
2025-04-30 00:00:00+00:00,-0.0005426735275181338
2025-05-31 00:00:00+00:00,0.0008617087352864594
2025-06-30 00:00:00+00:00,0.0098459533389883
2025-07-31 00:00:00+00:00,0.008104005676011772
2025-08-31 00:00:00+00:00,-0.0012925030912397384
2025-09-30 00:00:00+00:00,0.006249873278257212
2025-10-31 00:00:00+00:00,0.009816295638712225
2025-11-30 00:00:00+00:00,0.0020227874126470535
2025-12-31 00:00:00+00:00,0.005327744257219047
2026-01-31 00:00:00+00:00,0.006014997142190559
2026-02-28 00:00:00+00:00,0.008856362500922366
2026-03-31 00:00:00+00:00,-0.002171420135119506
2026-04-30 00:00:00+00:00,0.004196512008238562
2026-05-31 00:00:00+00:00,0.004177474885910248
2026-06-30 00:00:00+00:00,-0.005688364330180273
2026-07-31 00:00:00+00:00,-0.0012310580008574323
2026-08-31 00:00:00+00:00,0.005009091379677644
2026-09-30 00:00:00+00:00,-0.008183976807822346
