time,reserves_chg_xs
2020-02-29 00:00:00+00:00,0.0033853568868835726
2020-03-31 00:00:00+00:00,0.013181563321776002
2020-04-30 00:00:00+00:00,0.015174378631381602
2020-05-31 00:00:00+00:00,0.006045012223752977
2020-06-30 00:00:00+00:00,0.007217425416316647
2020-07-31 00:00:00+00:00,-0.00905214439376023
2020-08-31 00:00:00+00:00,-0.004653284468775443
2020-09-30 00:00:00+00:00,0.00826994403586756
2020-10-31 00:00:00+00:00,0.008095065509497124
2020-11-30 00:00:00+00:00,-0.01017733106181029
2020-12-31 00:00:00+00:00,-0.00807989120237429
2021-01-31 00:00:00+00:00,-0.003893599814490889
2021-02-28 00:00:00+00:00,0.0013907980417604549
2021-03-31 00:00:00+00:00,0.004182538084339216
2021-04-30 00:00:00+00:00,0.005030868571922031
2021-05-31 00:00:00+00:00,0.002691636042237988
2021-06-30 00:00:00+00:00,0.0032830166278292605
2021-07-31 00:00:00+00:00,0.008229335460412601
2021-08-31 00:00:00+00:00,0.0004453372968882263
2021-09-30 00:00:00+00:00,-0.0042953844672734
2021-10-31 00:00:00+00:00,0.011267135740790968
2021-11-30 00:00:00+00:00,-0.012115433477622783
2021-12-31 00:00:00+00:00,0.0037059813709450218
2022-01-31 00:00:00+00:00,-0.010316335823642997
2022-02-28 00:00:00+00:00,0.008663188995272852
2022-03-31 00:00:00+00:00,0.025826403549979338
2022-04-30 00:00:00+00:00,0.005190341667361098
2022-05-31 00:00:00+00:00,0.0012831068309304694
2022-06-30 00:00:00+00:00,0.006436865323950158
2022-07-31 00:00:00+00:00,-0.008183126563165
2022-08-31 00:00:00+00:00,0.014840955747100537
2022-09-30 00:00:00+00:00,0.0029763776205220527
2022-10-31 00:00:00+00:00,0.0006470907065336817
2022-11-30 00:00:00+00:00,-0.013717810072385483
2022-12-31 00:00:00+00:00,-0.0028282604546479018
2023-01-31 00:00:00+00:00,0.0036845510313217034
2023-02-28 00:00:00+00:00,0.0073397406202548865
2023-03-31 00:00:00+00:00,-0.004624522889706717
2023-04-30 00:00:00+00:00,-0.002231157598679645
2023-05-31 00:00:00+00:00,0.003066638769902541
2023-06-30 00:00:00+00:00,0.017001003420684224
2023-07-31 00:00:00+00:00,-0.003990136620890206
2023-08-31 00:00:00+00:00,-0.000798377757818769
2023-09-30 00:00:00+00:00,0.01380043960126387
2023-10-31 00:00:00+00:00,-0.007942896487594497
2023-11-30 00:00:00+00:00,-0.00019183358096608316
2023-12-31 00:00:00+00:00,0.0041097715426312575
2024-01-31 00:00:00+00:00,-0.0007661642430800697
2024-02-29 00:00:00+00:00,0.003409410897861065
2024-03-31 00:00:00+00:00,-0.002889275397662705
2024-04-30 00:00:00+00:00,-0.01119477361636323
2024-05-31 00:00:00+00:00,-0.001006325974341693
2024-06-30 00:00:00+00:00,-0.004390892043212968
2024-07-31 00:00:00+00:00,0.016116834886304332
2024-08-31 00:00:00+00:00,1.4244458441670105e-06
2024-09-30 00:00:00+00:00,-0.0073412015318437
2024-10-31 00:00:00+00:00,0.018973193939830768
2024-11-30 00:00:00+00:00,-0.003418990392962118
2024-12-31 00:00:00+00:00,0.0027617552494518804
2025-01-31 00:00:00+00:00,-0.005208896102222638
2025-02-28 00:00:00+00:00,-0.008639290147219647
2025-03-31 00:00:00+00:00,-0.005150975117153123
2025-04-30 00:00:00+00:00,-0.001700817537935384
2025-05-31 00:00:00+00:00,-0.001338013975843766
2025-06-30 00:00:00+00:00,0.004019571774178665
2025-07-31 00:00:00+00:00,0.009451672356377783
2025-08-31 00:00:00+00:00,-0.007149373921956026
2025-09-30 00:00:00+00:00,0.004369761565338637
2025-10-31 00:00:00+00:00,-0.00436814448124867
2025-11-30 00:00:00+00:00,0.0009306645381919054
2025-12-31 00:00:00+00:00,0.0012866852626916003
2026-01-31 00:00:00+00:00,-0.00675105489955552
2026-02-28 00:00:00+00:00,-0.002536762850838259
2026-03-31 00:00:00+00:00,-2.6259118282689897e-05
2026-04-30 00:00:00+00:00,0.007232342966241534
2026-05-31 00:00:00+00:00,0.0022552314097985526
2026-06-30 00:00:00+00:00,0.0037360435478965837
2026-07-31 00:00:00+00:00,0.0007771788304458127
2026-08-31 00:00:00+00:00,-0.0034685514581372923
2026-09-30 00:00:00+00:00,0.00014946195592724365
