time,high_cars_z_xs
2020-01-31 00:00:00+00:00,0.013198228845094251
2020-02-29 00:00:00+00:00,0.003239478761395853
2020-03-31 00:00:00+00:00,0.0012122055014445188
2020-04-30 00:00:00+00:00,0.016106187262548977
2020-05-31 00:00:00+00:00,-0.009723518817526866
2020-06-30 00:00:00+00:00,-0.003940758655971099
2020-07-31 00:00:00+00:00,-0.001033697735592476
2020-08-31 00:00:00+00:00,-0.012189055203365218
2020-09-30 00:00:00+00:00,-0.001516291409325854
2020-10-31 00:00:00+00:00,-0.0036585322078044324
2020-11-30 00:00:00+00:00,0.005967796943966874
2020-12-31 00:00:00+00:00,-0.0008931076970313256
2021-01-31 00:00:00+00:00,-0.007086251937708621
2021-02-28 00:00:00+00:00,-0.004879993998569532
2021-03-31 00:00:00+00:00,7.642533421781117e-05
2021-04-30 00:00:00+00:00,0.002749510819536116
2021-05-31 00:00:00+00:00,-0.010228513840266351
2021-06-30 00:00:00+00:00,0.0030885582410755674
2021-07-31 00:00:00+00:00,-0.0027208081009945095
2021-08-31 00:00:00+00:00,-0.0025363853347435406
2021-09-30 00:00:00+00:00,-0.002485421289008416
2021-10-31 00:00:00+00:00,-0.00242968809858346
2021-11-30 00:00:00+00:00,0.0037488215816474657
2021-12-31 00:00:00+00:00,-0.003261429705646801
2022-01-31 00:00:00+00:00,-0.010105367222253747
2022-02-28 00:00:00+00:00,0.007673744708121433
2022-03-31 00:00:00+00:00,0.006729151326963612
2022-04-30 00:00:00+00:00,0.01174989661026049
2022-05-31 00:00:00+00:00,-0.0005302423311115412
2022-06-30 00:00:00+00:00,0.012119621011014825
2022-07-31 00:00:00+00:00,0.009618214627226118
2022-08-31 00:00:00+00:00,0.004466469519797123
2022-09-30 00:00:00+00:00,0.004775934003731885
2022-10-31 00:00:00+00:00,0.021540007115029125
2022-11-30 00:00:00+00:00,0.0008541452248880255
2022-12-31 00:00:00+00:00,0.0003231839774482381
2023-01-31 00:00:00+00:00,0.0004614024783515802
2023-02-28 00:00:00+00:00,-0.0017786358287888993
2023-03-31 00:00:00+00:00,-0.009105041892354837
2023-04-30 00:00:00+00:00,-0.015696519008114085
2023-05-31 00:00:00+00:00,-0.005707741223126894
2023-06-30 00:00:00+00:00,-0.014787822423806496
2023-07-31 00:00:00+00:00,0.0025705833087550367
2023-08-31 00:00:00+00:00,0.0016867045175197326
2023-09-30 00:00:00+00:00,0.006992321133382662
2023-10-31 00:00:00+00:00,-0.0023349748075962573
2023-11-30 00:00:00+00:00,-0.0021140084939758053
2023-12-31 00:00:00+00:00,0.009868983779560248
2024-01-31 00:00:00+00:00,-0.013220076661946356
2024-02-29 00:00:00+00:00,-0.008623219210789568
2024-03-31 00:00:00+00:00,0.0004780301571425394
2024-04-30 00:00:00+00:00,-0.006940005206563349
2024-05-31 00:00:00+00:00,0.005630728132290708
2024-06-30 00:00:00+00:00,0.009745903377065046
2024-07-31 00:00:00+00:00,-0.02871796364253809
2024-08-31 00:00:00+00:00,0.001062580777443367
2024-09-30 00:00:00+00:00,0.0001262000237156613
2024-10-31 00:00:00+00:00,0.010258848062539627
2024-11-30 00:00:00+00:00,0.009024940764741585
2024-12-31 00:00:00+00:00,-0.0016088852743196824
2025-01-31 00:00:00+00:00,0.007818766640323327
2025-02-28 00:00:00+00:00,0.0031688072891318253
2025-03-31 00:00:00+00:00,-0.005867316355722907
2025-04-30 00:00:00+00:00,0.004067262847705644
2025-05-31 00:00:00+00:00,0.00040863619446773747
2025-06-30 00:00:00+00:00,0.0012425747267394982
2025-07-31 00:00:00+00:00,-0.010484433719902264
2025-08-31 00:00:00+00:00,0.0002609713004975145
2025-09-30 00:00:00+00:00,-0.0028949072516296637
2025-10-31 00:00:00+00:00,0.004457286282632422
2025-11-30 00:00:00+00:00,0.004435322470002001
2025-12-31 00:00:00+00:00,0.0032223441360770266
2026-01-31 00:00:00+00:00,-0.007561681261613273
2026-02-28 00:00:00+00:00,-0.006717740356035229
2026-03-31 00:00:00+00:00,0.0012985127175795252
2026-04-30 00:00:00+00:00,-0.002427085294621101
2026-05-31 00:00:00+00:00,0.00015494764656387439
2026-06-30 00:00:00+00:00,-0.007907896531756942
2026-07-31 00:00:00+00:00,-0.0036544574573336153
2026-08-31 00:00:00+00:00,-0.010635215940543397
2026-09-30 00:00:00+00:00,0.008515451121662077
