,USD,GBP,JPY,CAD,EUR,AUD,NZD
1974-12-01 00:00:00+00:00,1.3574660444,21.336156785608896,24.820169449640407,2.2026431568,,,
1975-01-01 00:00:00+00:00,0.2232142826,24.55880356890585,24.999991171508974,0.4310345221,,,
1975-02-01 00:00:00+00:00,0.6681514385,26.50910753096216,20.6451341562641,1.0729613658,,,
1975-03-01 00:00:00+00:00,0.4424778701,34.30592458679842,29.136715952689762,1.2738853622,,,
1975-04-01 00:00:00+00:00,0.8810573006,34.0529309976459,24.137958462646214,1.2578615955,,,
1975-05-01 00:00:00+00:00,1.0917030416,28.649301740138622,24.315062847156852,1.6563146988,,,
1975-06-01 00:00:00+00:00,0.0,29.31226290540099,17.041776793995144,1.0183299321,,,
1975-07-01 00:00:00+00:00,0.4319654368,27.130147484216515,4.610930518692835,1.0080645588,,,
1975-08-01 00:00:00+00:00,0.6451612815,24.41172817791295,1.6949291796340082,1.1976047527,,,
1975-09-01 00:00:00+00:00,0.6410256748,26.50286593840816,12.146907461105116,0.0,,,
1975-10-01 00:00:00+00:00,0.8492568884,25.484645493897172,10.632154426089668,0.1972386768,,,
1975-11-01 00:00:00+00:00,0.6315789386,24.613421847562943,12.753610717777232,1.1811023734,,,
1975-12-01 00:00:00+00:00,0.4184100361,24.596855726696788,12.680102280146667,1.9455252783,,,
1976-01-01 00:00:00+00:00,0.6249999914,20.936205983997013,9.859150950538975,0.7633588014,,,
1976-02-01 00:00:00+00:00,0.6211180452,20.57515442297422,5.8823750249053175,1.1363636005,,,
1976-03-01 00:00:00+00:00,0.823045256,20.688255674261534,12.534808747443815,1.49812734,,,
1976-04-01 00:00:00+00:00,0.8163265193,19.60165304193875,14.444421847868139,1.6605166212,,,
1976-05-01 00:00:00+00:00,0.8097166284,19.064042153772732,13.498623959542954,1.2704174053,,,
1976-06-01 00:00:00+00:00,0.0,20.266708856070647,14.835177248999432,1.2544803135,,,
1976-07-01 00:00:00+00:00,1.2048192603,20.957980334168845,14.876045844623054,1.4159292024,,,
1976-08-01 00:00:00+00:00,0.595238087,18.927872638399123,13.33332961882765,1.3961605573,,,
1976-09-01 00:00:00+00:00,0.7889546243,15.08256938491861,8.56422518381541,-0.3442340684,,,
1976-10-01 00:00:00+00:00,0.9784736068,14.753361895307538,11.168846122085462,0.1727115451,,,
1976-11-01 00:00:00+00:00,0.7751937877,14.095105218292447,11.311069957436626,1.2068965773,,,
1976-12-01 00:00:00+00:00,-0.1923076897,13.369623519351336,12.276212996927892,0.6814309837,,,
1977-01-01 00:00:00+00:00,1.1560693482,12.952272764886196,12.820515458032045,0.1692047531,,,
1977-02-01 00:00:00+00:00,0.7619047894,12.24917931941465,12.121209051372638,1.6891891775,,,
1977-03-01 00:00:00+00:00,1.1342154852,12.150708657750432,10.396025471103943,1.4950166255,,,
1977-04-01 00:00:00+00:00,0.1869158853,11.956799613692626,9.223304279582024,0.8183305999,,,
1977-05-01 00:00:00+00:00,0.7462686465,11.578229010152775,9.708745190503066,0.8116883061,,,
1977-06-01 00:00:00+00:00,0.9259259502,10.7865934023746,9.330147673473377,0.966183584,,,
1977-07-01 00:00:00+00:00,0.7339449439,10.124225694737232,10.311738718330265,1.435406673,,,
1977-08-01 00:00:00+00:00,0.9107467998,8.636864428038638,12.0098030178448,0.4716981177,,,
1977-09-01 00:00:00+00:00,0.7220216867,8.77925596323308,7.656605078434597,0.156494537,,,
