time,low_xval_xs
2023-02-28 00:00:00+00:00,-0.004017354404637685
2023-03-31 00:00:00+00:00,-0.002475930212540778
2023-04-30 00:00:00+00:00,-0.012063131441812702
2023-05-31 00:00:00+00:00,0.0012950805418570077
2023-06-30 00:00:00+00:00,0.008274368102304086
2023-07-31 00:00:00+00:00,-0.0013513406362817282
2023-08-31 00:00:00+00:00,0.0017736565162909113
2023-09-30 00:00:00+00:00,0.0006099268455375118
2023-10-31 00:00:00+00:00,-0.01095149333050982
2023-11-30 00:00:00+00:00,0.00882150317730912
2023-12-31 00:00:00+00:00,-0.002917191755811732
2024-01-31 00:00:00+00:00,0.005483601902319002
2024-02-29 00:00:00+00:00,-0.011755308551040122
2024-03-31 00:00:00+00:00,0.002801883980296571
2024-04-30 00:00:00+00:00,0.006933969212420621
2024-05-31 00:00:00+00:00,-0.009693735199400866
2024-06-30 00:00:00+00:00,-0.003056944565822284
2024-07-31 00:00:00+00:00,-0.030565640099499913
2024-08-31 00:00:00+00:00,0.006050851110530164
2024-09-30 00:00:00+00:00,-0.007509911778457501
2024-10-31 00:00:00+00:00,-0.014002314467631671
2024-11-30 00:00:00+00:00,0.000313880789955423
2024-12-31 00:00:00+00:00,-0.004575874426590243
2025-01-31 00:00:00+00:00,-0.010532054597241491
2025-02-28 00:00:00+00:00,0.004932896716402402
2025-03-31 00:00:00+00:00,0.002772333770714175
2025-04-30 00:00:00+00:00,-0.00946475172531136
2025-05-31 00:00:00+00:00,0.004774399707522248
2025-06-30 00:00:00+00:00,-0.00325060430505697
2025-07-31 00:00:00+00:00,-0.0053779482253413224
2025-08-31 00:00:00+00:00,0.005402639737253523
2025-09-30 00:00:00+00:00,0.0010376529671807244
2025-10-31 00:00:00+00:00,-0.00540279684470768
2025-11-30 00:00:00+00:00,-0.002949055287873148
2025-12-31 00:00:00+00:00,0.007990578684790917
2026-01-31 00:00:00+00:00,-0.0020824910253214313
2026-02-28 00:00:00+00:00,-0.00020772556401915665
2026-03-31 00:00:00+00:00,-0.010798635280341973
2026-04-30 00:00:00+00:00,-0.004075813727997368
2026-05-31 00:00:00+00:00,0.00534775513443142
2026-06-30 00:00:00+00:00,0.004146055065848087
2026-07-31 00:00:00+00:00,-0.0026066812713055887
2026-08-31 00:00:00+00:00,-0.0073579832766199615
2026-09-30 00:00:00+00:00,0.0020671385657322627
