idea,params,window,ret,mean_mo,median_mo,pct_pos,top3,gates,p2t,static,daily,n_months,trades,overlap,n_legs
ov::vt+eqflat0.01,vt+eqflat0.01,roll12_m6,0.06855824781695463,0.004265600161847312,0.0010067603631531696,0.6666666666666666,0.7408125148075434,True,0.025264462749803786,0.008830189665817743,0.011669959493218921,12,79,mixed,5
ov::eq_only_0.01,eq_only_0.01,2024,0.025446312090208645,0.0017299478615249366,0.0010782840825525053,0.7272727272727273,0.6686630292742091,True,0.03467484404540268,0.019386749817699455,0.012238951348840493,11,130,research/WF,5
ov::eq_only_0.01,eq_only_0.01,2025,0.060395719256296054,0.004897038923154548,0.005631561217418701,0.7272727272727273,0.6366658140143637,True,0.01614869669737273,0.011783053761726187,0.011783053761726187,11,74,mixed,5
ov::eq_only_0.01,eq_only_0.01,2026,0.05933418190209383,0.006771050720415131,0.004236074596147832,0.75,0.878379792984106,True,0.022578359594406447,0.009262715466679365,0.009820436286088079,8,122,pure holdout,5
ov::eq_only_0.01,eq_only_0.01,holdout_365d,0.07258851452584514,0.005609200481165126,0.0029020299451288922,0.75,0.7980504342160463,True,0.022543114486661044,0.009230415377323371,0.011561672808784207,12,146,pure holdout,5
ov::eq_only_0.01,eq_only_0.01,roll12_m6,0.05296391748040352,0.0033961242088634638,0.0010019113945552993,0.6666666666666666,0.7707413976455685,True,0.01689963994175536,0.005149781367702526,0.009770657086991414,12,79,mixed,5
ov::ma_only_sm0.02,ma_only_sm0.02,2024,0.02412184846965304,0.0016148038479688093,0.0010782840825520612,0.7272727272727273,0.6709769409491987,True,0.03336812174743976,0.018059332634186867,0.01222314355312832,11,130,research/WF,5
ov::ma_only_sm0.02,ma_only_sm0.02,2025,0.06351559333960433,0.005172015719543823,0.002805601158164306,0.7272727272727273,0.6869346699031994,True,0.01614869669737273,0.011783053761726187,0.011783053761726187,11,74,mixed,5
ov::ma_only_sm0.02,ma_only_sm0.02,2026,0.0793913716166903,0.009211527113298465,0.0034100611545884174,0.75,0.9141510065391704,True,0.022578359594406447,0.009262715466679365,0.009820436286088079,8,122,pure holdout,5
ov::ma_only_sm0.02,ma_only_sm0.02,holdout_365d,0.08811279393116567,0.006862269395718342,0.002900448191923588,0.75,0.8315057764591309,True,0.022543114486661044,0.009230415377323371,0.011561672808784207,12,146,pure holdout,5
ov::ma_only_sm0.02,ma_only_sm0.02,roll12_m6,0.05720326242401086,0.0037373356246364897,0.0010020147935874135,0.6666666666666666,0.7882261159917052,True,0.01689963994175536,0.005149781367702526,0.01056473916964169,12,79,mixed,5
ov::ma_only_sm0.015,ma_only_sm0.015,2024,0.024301583332917653,0.0016305006410428243,0.0010782840825522833,0.7272727272727273,0.670976940949217,True,0.033513313113880165,0.018206823432355013,0.0122252887324724,11,130,research/WF,5
ov::ma_only_sm0.015,ma_only_sm0.015,2025,0.05707267183920539,0.004612519409646112,0.002805601158164306,0.7272727272727273,0.7353111415782112,True,0.01614869669737273,0.011783053761726187,0.011783053761726187,11,74,mixed,5
ov::ma_only_sm0.015,ma_only_sm0.015,2026,0.0793913716166903,0.009211527113298465,0.0034100611545884174,0.75,0.9141510065391704,True,0.022578359594406447,0.009262715466679365,0.009820436286088079,8,122,pure holdout,5
ov::ma_only_sm0.015,ma_only_sm0.015,holdout_365d,0.08811279393116567,0.006862269395718342,0.002900448191923588,0.75,0.8315057764591309,True,0.022543114486661044,0.009230415377323371,0.011561672808784207,12,146,pure holdout,5
ov::ma_only_sm0.015,ma_only_sm0.015,roll12_m6,0.04773553419748122,0.0029800581456176736,0.0010020147935875245,0.6666666666666666,0.8010790088520857,True,0.01689963994175536,0.005149781367702526,0.009630808321015356,12,79,mixed,5
ov::ma_only_sm0.025,ma_only_sm0.025,2024,0.02573663415200711,0.0017558280001805824,0.0010782840825525053,0.7272727272727273,0.6709769409491952,True,0.03467484404540268,0.019386749817699455,0.012242416413318278,11,130,research/WF,5
ov::ma_only_sm0.025,ma_only_sm0.025,2025,0.06673465919023935,0.005448235233551576,0.005587079295027886,0.7272727272727273,0.6642921864557108,True,0.01614869669737273,0.011783053761726187,0.011783053761726187,11,74,mixed,5
ov::ma_only_sm0.025,ma_only_sm0.025,2026,0.07998226355861138,0.00928025270923069,0.00369736961281375,0.75,0.9091330389535344,True,0.022578359594406447,0.009262715466679365,0.009820436286088079,8,122,pure holdout,5
ov::ma_only_sm0.025,ma_only_sm0.025,holdout_365d,0.08867553423420582,0.006905547231702863,0.002900448191923588,0.75,0.8318137251326251,True,0.022543114486661044,0.009230415377323371,0.011561672808784207,12,146,pure holdout,5
ov::ma_only_sm0.025,ma_only_sm0.025,roll12_m6,0.05720326242401086,0.0037373356246364897,0.0010020147935874135,0.6666666666666666,0.7882261159917052,True,0.01689963994175536,0.005149781367702526,0.01056473916964169,12,79,mixed,5
ov::baseline_vt0025,baseline_vt0025,2024,0.05382729899645855,0.004216856681389925,0.0011741691302125101,0.5454545454545454,0.7412750869651012,True,0.07423982950324844,0.0438644487188285,0.02863115728790726,11,130,research/WF,5
ov::baseline_vt0025,baseline_vt0025,2025,0.21990836080444787,0.016277853185413717,0.009973475078900895,0.7272727272727273,0.6925774266330262,True,0.038581414983391585,0.011783053761726187,0.03580911353553616,11,74,mixed,5
ov::baseline_vt0025,baseline_vt0025,2026,0.20032630955632258,0.023011327609662083,0.013440273087758858,0.875,0.8680846676945262,True,0.06376392341456799,0.03406440652034522,0.0250778809074343,8,122,pure holdout,5
ov::baseline_vt0025,baseline_vt0025,holdout_365d,0.21552412271510168,0.01523243086152203,0.010461477464302482,0.75,0.8139578289205267,True,0.06825160423221091,0.024614009146199968,0.030218171652093298,12,146,pure holdout,5
ov::baseline_vt0025,baseline_vt0025,roll12_m6,0.16449332218046808,0.011309149872287835,0.0029890953300992784,0.6666666666666666,0.8020160651091527,True,0.038723675235688884,0.017623940539596223,0.033966165880603076,12,79,mixed,5
ov::vt_eq_ma_combo,vt_eq_ma_combo,2024,-0.0070145480880073885,-0.0010216882493515296,-0.0028407143189572714,0.45454545454545453,0.931931695808431,True,0.06981602542093197,0.03929549394003799,0.028631157287906973,11,130,research/WF,5
ov::vt_eq_ma_combo,vt_eq_ma_combo,2025,0.12988508850505842,0.008990456848171529,0.0031264987005446,0.7272727272727273,0.6374480343199382,True,0.031213053551568087,0.011783053761726333,0.015003227601726976,11,74,mixed,5
ov::vt_eq_ma_combo,vt_eq_ma_combo,2026,0.062156193115840974,0.006892614787645537,0.005877743780634659,0.875,0.8641104621109846,True,0.05719528868120732,0.027287399899684824,0.017293246434835017,8,122,pure holdout,5
ov::vt_eq_ma_combo,vt_eq_ma_combo,holdout_365d,0.04530848588889125,0.0020576914590793396,0.00354702369024551,0.75,0.6986890409217764,True,0.06354084280106749,0.026246246504878362,0.030218171652093007,12,146,pure holdout,5
ov::vt_eq_ma_combo,vt_eq_ma_combo,roll12_m6,0.11163666442627118,0.0072649746858312325,0.0013915601952568801,0.6666666666666666,0.7678613238788325,True,0.03744947062263172,0.016321767507270123,0.01703777932405399,12,79,mixed,5
