,USD,JPY,CAD,AUD,GBP,EUR,CHF,NZD
1978-07-01 00:00:00+00:00,66.99637,66.91107,63.4,64.54423,71.50504,,,
1978-08-01 00:00:00+00:00,67.29015,66.8567,63.6,64.51305,71.50504,,,
1978-09-01 00:00:00+00:00,67.05338,66.65187,63.9,64.41186,71.53959,,,
1978-10-01 00:00:00+00:00,67.2887,66.60076,64.0,64.38044,71.53959,,,
1978-11-01 00:00:00+00:00,67.42278,66.5945,64.0,64.29341,71.53959,,,
1978-12-01 00:00:00+00:00,67.63197,66.73816,64.3,64.26372,71.71484,,,
1979-01-01 00:00:00+00:00,67.68174,66.83575,64.4,64.1159,71.71484,,,
1979-02-01 00:00:00+00:00,67.70437,66.84036,64.5,64.2535,71.71484,,,
1979-03-01 00:00:00+00:00,67.78361,66.96096,64.8,64.1944,71.74976,,,
1979-04-01 00:00:00+00:00,67.89259,66.97425,64.7,64.2623,71.74976,,,
1979-05-01 00:00:00+00:00,67.95458,66.81097,64.9,64.09422,71.74976,,,
1979-06-01 00:00:00+00:00,67.74706,66.90112,64.9,64.0869,71.74886,,,
1979-07-01 00:00:00+00:00,67.69936,67.15173,65.2,64.12289,71.74886,,,
1979-08-01 00:00:00+00:00,67.80925,67.21282,65.3,64.31433,71.74886,,,
1979-09-01 00:00:00+00:00,67.97333,67.2082,65.6,64.21761,71.759,,,
1979-10-01 00:00:00+00:00,67.77432,67.1413,65.8,64.28435,71.759,,,
1979-11-01 00:00:00+00:00,68.17914,66.96932,65.7,64.2421,71.759,,,
1979-12-01 00:00:00+00:00,68.05475,67.21053,65.9,64.52595,71.72861,,,
1980-01-01 00:00:00+00:00,67.9937,67.09369,66.0,64.76955,71.72861,,,
1980-02-01 00:00:00+00:00,68.23506,67.09371,66.0,64.64591,71.72861,,,
1980-03-01 00:00:00+00:00,67.98946,67.09578,66.1,64.82112,71.5174,,,
1980-04-01 00:00:00+00:00,67.95502,67.04282,66.0,64.91682,71.5174,,,
1980-05-01 00:00:00+00:00,67.73444,66.99389,65.9,64.97158,71.5174,,,
1980-06-01 00:00:00+00:00,67.38695,67.00437,66.0,65.01333,71.18732,,,
1980-07-01 00:00:00+00:00,66.98019,66.95345,65.7,65.19152,71.18732,,,
1980-08-01 00:00:00+00:00,66.82423,67.22394,65.9,65.1549,71.18732,,,
1980-09-01 00:00:00+00:00,66.77175,67.19192,65.8,65.37067,70.65096,,,
1980-10-01 00:00:00+00:00,66.64303,67.14323,66.0,65.3508,70.65096,,,
1980-11-01 00:00:00+00:00,66.90704,67.26308,66.2,65.26385,70.65096,,,
1980-12-01 00:00:00+00:00,66.94473,67.15984,66.4,65.07524,69.93989,,,
1981-01-01 00:00:00+00:00,67.00523,67.03474,66.5,65.24905,69.93989,,,
1981-02-01 00:00:00+00:00,67.05859,67.06839,66.5,65.29211,69.93989,,,
1981-03-01 00:00:00+00:00,67.23736,67.16232,66.8,65.31572,69.29371,,,
1981-04-01 00:00:00+00:00,67.27061,67.09574,67.2,65.32693,69.29371,,,
1981-05-01 00:00:00+00:00,67.40746,67.17899,67.1,65.2325,69.29371,,,
1981-06-01 00:00:00+00:00,67.64722,67.18717,67.2,65.45966,68.69752,,,
1981-07-01 00:00:00+00:00,67.50948,66.9718,67.4,65.42977,68.69752,,,
1981-08-01 00:00:00+00:00,66.95674,67.11507,67.5,65.5079,68.69752,,,
1981-09-01 00:00:00+00:00,67.15374,67.15543,67.3,65.34296,68.20965,,,
1981-10-01 00:00:00+00:00,67.13969,67.24979,67.3,65.3862,68.20965,,,
1981-11-01 00:00:00+00:00,66.81292,67.09738,66.9,65.49953,68.20965,,,
1981-12-01 00:00:00+00:00,66.84486,67.05881,66.7,65.19853,67.74562,,,
1982-01-01 00:00:00+00:00,66.64378,67.20062,66.6,64.99676,67.74562,,,
1982-02-01 00:00:00+00:00,66.22868,67.1221,66.1,64.95691,67.74562,,,
1982-03-01 00:00:00+00:00,66.32395,67.14857,65.9,65.27633,67.39509,,,
1982-04-01 00:00:00+00:00,66.28876,67.3008,65.6,64.9406,67.39509,,,
1982-05-01 00:00:00+00:00,66.12843,67.41589,65.4,64.83998,67.39509,,,
1982-06-01 00:00:00+00:00,65.93076,67.38862,64.8,64.84486,67.07973,,,
1982-07-01 00:00:00+00:00,66.05618,67.33147,64.5,64.54754,67.07973,,,
1982-08-01 00:00:00+00:00,65.70425,67.05433,63.9,64.27749,67.07973,,,
1982-09-01 00:00:00+00:00,65.67025,67.08774,63.5,64.14467,66.63444,,,
1982-10-01 00:00:00+00:00,65.7599,67.21671,63.1,64.01714,66.63444,,,
1982-11-01 00:00:00+00:00,65.60004,67.19894,62.9,63.66649,66.63444,,,
1982-12-01 00:00:00+00:00,65.30216,67.32046,62.8,63.64798,66.10102,,,
1983-01-01 00:00:00+00:00,65.15545,67.43482,62.7,63.06766,66.10102,,,
1983-02-01 00:00:00+00:00,65.04858,67.71034,62.7,62.40678,66.10102,,,
1983-03-01 00:00:00+00:00,65.35583,67.69479,62.7,62.3699,65.70304,,,
1983-04-01 00:00:00+00:00,65.23651,67.68459,62.8,62.20296,65.70304,,,
1983-05-01 00:00:00+00:00,65.18076,67.67574,63.0,61.81537,65.70304,,,
1983-06-01 00:00:00+00:00,65.27348,67.63366,63.2,61.49123,65.57618,,,
1983-07-01 00:00:00+00:00,65.21791,67.86582,63.3,61.73489,65.57618,,,
1983-08-01 00:00:00+00:00,65.94045,67.90108,63.7,61.65001,65.57618,,,
1983-09-01 00:00:00+00:00,66.25894,67.839,63.9,61.76082,65.89615,,,
1983-10-01 00:00:00+00:00,66.44845,67.70657,64.2,61.69012,65.89615,,,
1983-11-01 00:00:00+00:00,66.63393,67.71432,64.4,61.74876,65.89615,,,
1983-12-01 00:00:00+00:00,66.57705,67.72036,64.3,61.82729,66.2635,,,
1984-01-01 00:00:00+00:00,66.97739,67.6946,64.3,62.11262,66.2635,,,
1984-02-01 00:00:00+00:00,67.13145,67.59508,64.4,62.26245,66.2635,,,
1984-03-01 00:00:00+00:00,67.22411,67.4583,64.2,62.21144,66.49734,,,
1984-04-01 00:00:00+00:00,67.57758,67.50451,64.3,62.19865,66.49734,,,
1984-05-01 00:00:00+00:00,67.66708,67.42157,64.2,62.66564,66.49734,,,
1984-06-01 00:00:00+00:00,67.85046,67.47737,64.1,62.67682,66.6956,,,
1984-07-01 00:00:00+00:00,68.30714,67.44714,64.3,62.84526,66.6956,,,
1984-08-01 00:00:00+00:00,68.5717,67.53855,64.7,62.9361,66.6956,,,
1984-09-01 00:00:00+00:00,68.41655,67.41113,64.8,63.04141,66.84191,,,
1984-10-01 00:00:00+00:00,68.22193,67.4974,64.7,62.84165,66.84191,,,
1984-11-01 00:00:00+00:00,68.35314,67.69492,64.9,62.94176,66.84191,,,
1984-12-01 00:00:00+00:00,68.37455,67.62393,64.9,62.92575,67.08677,,,
1985-01-01 00:00:00+00:00,68.51929,67.58089,64.9,62.99028,67.08677,,,
1985-02-01 00:00:00+00:00,68.61345,67.6086,65.1,62.93878,67.08677,,,
1985-03-01 00:00:00+00:00,68.71453,67.66109,65.3,62.98292,67.25211,,,
1985-04-01 00:00:00+00:00,68.81931,67.49603,65.4,63.43291,67.25211,,,
1985-05-01 00:00:00+00:00,69.01985,67.37392,65.5,63.09248,67.25211,,,
1985-06-01 00:00:00+00:00,68.94466,67.52605,65.6,63.15834,67.37632,,,
1985-07-01 00:00:00+00:00,68.93227,67.44815,65.9,63.38644,67.37632,,,
1985-08-01 00:00:00+00:00,68.66597,67.27716,65.9,63.43471,67.37632,,,
1985-09-01 00:00:00+00:00,68.82412,67.34059,66.1,63.64878,67.47519,,,
1985-10-01 00:00:00+00:00,68.97363,67.26685,66.2,63.92049,67.47519,,,
1985-11-01 00:00:00+00:00,69.22646,67.35713,66.2,64.1182,67.47519,,,
1985-12-01 00:00:00+00:00,69.25261,67.25143,66.3,63.92569,67.54151,,,
1986-01-01 00:00:00+00:00,69.29749,67.23138,66.6,64.77203,67.54151,,,
1986-02-01 00:00:00+00:00,69.34232,67.04728,66.9,64.44768,67.54151,,,
1986-03-01 00:00:00+00:00,69.4584,67.41325,67.1,64.74125,67.55395,,,72.46175
1986-04-01 00:00:00+00:00,69.24554,67.36166,67.1,64.79107,67.55395,,,72.46175
1986-05-01 00:00:00+00:00,69.42513,67.29758,67.1,64.778,67.55395,,,72.46175
1986-06-01 00:00:00+00:00,69.35777,67.24014,67.5,65.30042,67.58952,,,72.31364
1986-07-01 00:00:00+00:00,69.42168,67.17918,67.4,65.22973,67.58952,,,72.31364
1986-08-01 00:00:00+00:00,69.71815,67.17221,67.5,65.48993,67.58952,,,72.31364
1986-09-01 00:00:00+00:00,69.77849,67.24306,67.4,65.23324,67.75566,,,72.11913
1986-10-01 00:00:00+00:00,69.89451,67.31988,67.4,64.99683,67.75566,,,72.11913
1986-11-01 00:00:00+00:00,69.84991,67.21644,67.4,65.09107,67.75566,,,72.11913
1986-12-01 00:00:00+00:00,69.96966,67.2541,67.5,65.16587,67.91588,,,71.72416
1987-01-01 00:00:00+00:00,69.97823,67.12309,67.6,65.00555,67.91588,,,71.72416
1987-02-01 00:00:00+00:00,70.08926,66.99019,67.6,65.15365,67.91588,,,71.72416
1987-03-01 00:00:00+00:00,70.16512,66.92925,67.6,64.9598,68.05085,,,72.21136
1987-04-01 00:00:00+00:00,70.28933,66.95471,67.8,65.07259,68.05085,,,72.21136
1987-05-01 00:00:00+00:00,70.32143,67.06413,68.0,65.09255,68.05085,,,72.21136
1987-06-01 00:00:00+00:00,70.49382,67.0209,68.2,65.11116,68.49068,,,72.1075
1987-07-01 00:00:00+00:00,70.81664,66.90326,68.5,65.1405,68.49068,,,72.1075
1987-08-01 00:00:00+00:00,70.58302,66.98526,68.5,65.35786,68.49068,,,72.1075
1987-09-01 00:00:00+00:00,70.7909,67.12366,68.6,65.68446,69.10351,,,72.00129
1987-10-01 00:00:00+00:00,71.01095,67.37698,68.7,65.3667,69.10351,,,72.00129
1987-11-01 00:00:00+00:00,70.91161,67.28925,68.9,65.13155,69.10351,,,72.00129
1987-12-01 00:00:00+00:00,71.1079,67.22489,69.2,65.23204,69.6754,,,71.61128
1988-01-01 00:00:00+00:00,71.1675,67.3258,69.4,65.04243,69.6754,,,71.61128
1988-02-01 00:00:00+00:00,71.28859,67.32,69.7,65.75355,69.6754,,,71.61128
1988-03-01 00:00:00+00:00,71.32894,67.33601,69.7,66.10966,70.21507,,,70.52531
1988-04-01 00:00:00+00:00,71.37766,67.20638,69.9,65.87158,70.21507,,,70.52531
1988-05-01 00:00:00+00:00,71.26263,67.28897,69.9,66.12167,70.21507,,,70.52531
1988-06-01 00:00:00+00:00,71.53143,67.43823,70.0,66.31761,70.65283,,,69.93111
1988-07-01 00:00:00+00:00,71.33228,67.50227,70.0,66.12808,70.65283,,,69.93111
1988-08-01 00:00:00+00:00,71.58807,67.55257,69.9,66.27254,70.65283,,,69.93111
1988-09-01 00:00:00+00:00,71.69395,67.50288,70.0,66.33577,71.10632,,,68.71097
1988-10-01 00:00:00+00:00,71.80019,67.5014,70.0,66.46864,71.10632,,,68.71097
1988-11-01 00:00:00+00:00,71.80758,67.4828,69.9,66.74672,71.10632,,,68.71097
1988-12-01 00:00:00+00:00,71.94499,67.46078,70.1,66.65958,71.54974,,,68.57828
1989-01-01 00:00:00+00:00,72.03127,67.58425,70.2,66.87111,71.54974,,,68.57828
1989-02-01 00:00:00+00:00,72.10693,67.74293,70.4,67.08018,71.54974,,,68.57828
1989-03-01 00:00:00+00:00,72.27728,67.71102,70.7,67.22498,72.11376,,,67.68737
1989-04-01 00:00:00+00:00,72.30267,67.86275,70.7,67.58793,72.11376,,,67.68737
1989-05-01 00:00:00+00:00,72.40259,67.85035,70.9,67.71935,72.11376,,,67.68737
1989-06-01 00:00:00+00:00,72.3681,67.9882,70.7,67.89652,72.43425,,,66.95876
1989-07-01 00:00:00+00:00,72.38455,68.03555,70.6,68.18627,72.43425,,,66.95876
1989-08-01 00:00:00+00:00,72.58397,68.25262,70.7,68.12692,72.43425,,,66.95876
1989-09-01 00:00:00+00:00,72.61031,68.27182,70.7,68.30484,72.56054,,,66.95836
1989-10-01 00:00:00+00:00,72.70281,68.19584,70.9,68.5514,72.56054,,,66.95836
1989-11-01 00:00:00+00:00,72.47932,68.13444,70.8,68.55449,72.56054,,,66.95836
1989-12-01 00:00:00+00:00,72.57079,68.21011,70.8,68.43063,72.74982,,,67.06127
1990-01-01 00:00:00+00:00,72.72163,68.34621,70.8,68.91158,72.74982,,,67.06127
1990-02-01 00:00:00+00:00,72.5798,68.45538,70.8,68.69881,72.74982,,,67.06127
1990-03-01 00:00:00+00:00,72.48214,68.42077,70.8,68.71203,72.77361,,,67.30518
1990-04-01 00:00:00+00:00,72.46493,68.60264,70.9,68.63056,72.77361,,,67.30518
1990-05-01 00:00:00+00:00,72.51134,68.73415,70.7,68.70577,72.77361,,,67.30518
1990-06-01 00:00:00+00:00,72.32452,68.60731,70.8,68.63306,72.8427,,,67.63934
1990-07-01 00:00:00+00:00,72.49603,68.85541,70.5,68.76502,72.8427,,,67.63934
1990-08-01 00:00:00+00:00,72.43468,68.71356,70.6,68.70013,72.8427,,,67.63934
1990-09-01 00:00:00+00:00,72.29002,68.85007,70.5,68.73933,72.69699,,,66.96192
1990-10-01 00:00:00+00:00,72.11868,68.69204,70.4,68.34428,72.69699,,,66.96192
1990-11-01 00:00:00+00:00,71.9577,69.00175,70.2,68.04283,72.69699,,,66.96192
1990-12-01 00:00:00+00:00,71.94145,69.10752,69.9,67.7869,72.28415,,,66.50524
1991-01-01 00:00:00+00:00,71.60124,69.08064,69.5,67.64538,72.28415,,,66.50524
1991-02-01 00:00:00+00:00,71.57665,69.09573,69.2,67.55146,72.28415,,,66.50524
1991-03-01 00:00:00+00:00,71.35146,69.24485,68.8,66.88786,71.68877,,,65.98469
1991-04-01 00:00:00+00:00,71.1811,69.25954,68.5,66.93834,71.68877,,,65.98469
1991-05-01 00:00:00+00:00,71.04214,69.3645,68.2,66.39825,71.68877,,,65.98469
1991-06-01 00:00:00+00:00,71.21989,69.3203,68.4,66.30336,70.97315,,,65.58282
1991-07-01 00:00:00+00:00,70.84918,69.37788,68.4,66.17481,70.97315,,,65.58282
1991-08-01 00:00:00+00:00,71.04691,69.52238,68.4,65.92307,70.97315,,,65.58282
1991-09-01 00:00:00+00:00,70.98663,69.38046,68.3,65.5444,70.33197,,,64.93023
1991-10-01 00:00:00+00:00,70.7693,69.48817,68.2,65.50488,70.33197,,,64.93023
1991-11-01 00:00:00+00:00,70.97475,69.61017,68.1,65.50381,70.33197,,,64.93023
1991-12-01 00:00:00+00:00,70.83891,69.60342,68.2,65.25282,69.77256,,,64.57013
1992-01-01 00:00:00+00:00,70.71658,69.66467,67.8,65.10747,69.77256,,,64.57013
1992-02-01 00:00:00+00:00,70.55948,69.76862,67.6,65.14749,69.77256,,,64.57013
1992-03-01 00:00:00+00:00,70.81703,69.74067,67.4,65.16379,69.4203,,,64.92635
1992-04-01 00:00:00+00:00,70.64677,70.00711,67.3,65.25869,69.4203,,,64.92635
1992-05-01 00:00:00+00:00,70.69359,69.7994,67.0,65.04039,69.4203,,,64.92635
1992-06-01 00:00:00+00:00,70.85314,69.8062,67.0,64.98467,69.09536,,,65.26711
1992-07-01 00:00:00+00:00,70.81976,69.67588,66.9,64.83961,69.09536,,,65.26711
1992-08-01 00:00:00+00:00,70.95888,69.58043,66.7,64.91212,69.09536,,,65.26711
1992-09-01 00:00:00+00:00,71.12164,69.64099,66.7,65.03737,68.90282,,,64.67752
1992-10-01 00:00:00+00:00,70.93764,69.71568,66.4,65.12727,68.90282,,,64.67752
1992-11-01 00:00:00+00:00,70.76867,69.61871,66.5,64.81463,68.90282,,,64.67752
1992-12-01 00:00:00+00:00,70.62953,69.83712,66.6,64.8486,68.50792,,,64.85795
1993-01-01 00:00:00+00:00,70.66164,69.84934,66.5,64.30581,68.50792,,,64.85795
1993-02-01 00:00:00+00:00,70.77273,69.80062,66.5,64.47856,68.50792,,,64.85795
1993-03-01 00:00:00+00:00,70.84635,69.64789,66.6,64.88496,68.35488,,,65.15411
1993-04-01 00:00:00+00:00,70.94682,69.5812,66.7,64.283,68.35488,,,65.15411
1993-05-01 00:00:00+00:00,71.00572,69.5483,66.6,64.57212,68.35488,,,65.15411
1993-06-01 00:00:00+00:00,70.91854,69.60559,66.4,64.41927,68.42742,,,65.44189
1993-07-01 00:00:00+00:00,71.20795,69.53813,66.3,64.39458,68.42742,,,65.44189
1993-08-01 00:00:00+00:00,71.34805,69.50713,66.4,64.41344,68.42742,,,65.44189
1993-09-01 00:00:00+00:00,71.35323,69.57117,66.4,64.40819,68.47578,,,65.81503
1993-10-01 00:00:00+00:00,71.39677,69.57671,66.4,64.51447,68.47578,,,65.81503
1993-11-01 00:00:00+00:00,71.20173,69.53281,66.5,64.60139,68.47578,,,65.81503
1993-12-01 00:00:00+00:00,71.22894,69.59422,66.5,64.99935,68.48012,,,66.09193
1994-01-01 00:00:00+00:00,71.45827,69.55994,66.6,65.06884,68.48012,,,66.09193
1994-02-01 00:00:00+00:00,71.60548,69.52774,66.4,65.0719,68.48012,,,66.09193
1994-03-01 00:00:00+00:00,71.55988,69.3915,66.3,65.18614,68.73351,,,66.6024
1994-04-01 00:00:00+00:00,71.66375,69.30556,66.5,65.34918,68.73351,,,66.6024
1994-05-01 00:00:00+00:00,71.54346,69.28151,66.5,65.40993,68.73351,,,66.6024
1994-06-01 00:00:00+00:00,71.6436,69.40407,66.6,65.39507,68.8055,,,67.27046
1994-07-01 00:00:00+00:00,71.95549,69.51164,66.9,65.73035,68.8055,,,67.27046
1994-08-01 00:00:00+00:00,71.80747,69.40018,67.0,65.81154,68.8055,,,67.27046
1994-09-01 00:00:00+00:00,71.84562,69.31137,67.2,66.3844,69.04624,,,67.77583
1994-10-01 00:00:00+00:00,72.09421,69.34981,67.3,66.2045,69.04624,,,67.77583
1994-11-01 00:00:00+00:00,72.23289,69.27506,67.5,66.53999,69.04624,,,67.77583
1994-12-01 00:00:00+00:00,72.44757,69.23804,67.5,66.48469,69.0603,,,68.33813
1995-01-01 00:00:00+00:00,72.61172,69.29469,67.8,66.51751,69.0603,,,68.33813
1995-02-01 00:00:00+00:00,72.68394,69.28781,67.7,66.83215,69.0603,,,68.33813
1995-03-01 00:00:00+00:00,72.57922,69.22195,67.7,66.87212,69.2086,,,68.94763
1995-04-01 00:00:00+00:00,72.73208,69.2055,67.6,67.23085,69.2086,,,68.94763
1995-05-01 00:00:00+00:00,72.69643,69.21751,67.7,67.15199,69.2086,,,68.94763
1995-06-01 00:00:00+00:00,72.60579,69.20983,67.6,67.54537,69.42632,,,69.61015
1995-07-01 00:00:00+00:00,72.40144,69.21426,67.4,67.56724,69.42632,,,69.61015
1995-08-01 00:00:00+00:00,72.43981,69.23328,67.5,67.74901,69.42632,,,69.61015
1995-09-01 00:00:00+00:00,72.55521,69.33282,67.4,67.69239,69.63885,,,70.00589
1995-10-01 00:00:00+00:00,72.47182,69.23666,67.4,67.9895,69.63885,,,70.00589
1995-11-01 00:00:00+00:00,72.49076,69.37382,67.5,67.75091,69.63885,,,70.00589
1995-12-01 00:00:00+00:00,72.56911,69.328,67.6,67.61321,69.94743,,,70.06278
1996-01-01 00:00:00+00:00,72.48071,69.22316,67.4,68.11972,69.94743,,,70.06278
1996-02-01 00:00:00+00:00,72.36101,69.18595,67.5,68.05789,69.94743,,,70.06278
1996-03-01 00:00:00+00:00,72.33028,69.21119,67.4,67.99084,69.90453,,,70.29417
1996-04-01 00:00:00+00:00,72.51696,69.27418,67.5,67.9664,69.90453,,,70.29417
1996-05-01 00:00:00+00:00,72.60312,69.45782,67.3,67.69801,69.90453,,,70.29417
1996-06-01 00:00:00+00:00,72.55418,69.4257,67.4,67.79611,69.93823,,,70.78256
1996-07-01 00:00:00+00:00,72.70627,69.38558,67.4,67.78921,69.93823,,,70.78256
1996-08-01 00:00:00+00:00,72.83914,69.58676,67.4,67.71969,69.93823,,,70.78256
1996-09-01 00:00:00+00:00,72.98986,69.73204,67.4,67.65871,70.01639,,,71.06485
1996-10-01 00:00:00+00:00,73.05309,69.74445,67.5,67.6169,70.01639,,,71.06485
1996-11-01 00:00:00+00:00,73.17107,69.77283,67.1,67.41245,70.01639,,,71.06485
1996-12-01 00:00:00+00:00,73.28692,69.65035,67.1,67.47157,70.33995,,,70.29974
1997-01-01 00:00:00+00:00,73.15915,69.72791,67.2,67.36204,70.33995,,,70.29974
1997-02-01 00:00:00+00:00,73.11279,69.78842,67.3,67.51328,70.33995,,,70.29974
1997-03-01 00:00:00+00:00,73.03687,69.9572,67.5,67.50255,70.76462,,,70.17921
1997-04-01 00:00:00+00:00,73.07404,70.0504,67.5,67.45181,70.76462,,,70.17921
1997-05-01 00:00:00+00:00,73.36324,70.09163,67.6,67.36608,70.76462,,,70.17921
