time,fiscal_ca_blend
2018-04-30 00:00:00+00:00,-0.007927502282138565
2018-05-31 00:00:00+00:00,0.00389738304937981
2018-06-30 00:00:00+00:00,0.0036064277548986112
2018-07-31 00:00:00+00:00,-0.0009327091962175738
2018-08-31 00:00:00+00:00,0.0050700218753336745
2018-09-30 00:00:00+00:00,-0.003821082468707604
2018-10-31 00:00:00+00:00,-0.000966194316488922
2018-11-30 00:00:00+00:00,0.0005154533266842343
2018-12-31 00:00:00+00:00,0.004259203572226422
2019-01-31 00:00:00+00:00,-0.009113177779916493
2019-02-28 00:00:00+00:00,-0.0049201751952849815
2019-03-31 00:00:00+00:00,0.0035292090426115585
2019-04-30 00:00:00+00:00,-0.0008424301901023279
2019-05-31 00:00:00+00:00,0.006243521171056754
2019-06-30 00:00:00+00:00,-0.0012953950267680092
2019-07-31 00:00:00+00:00,-9.975821973184917e-05
2019-08-31 00:00:00+00:00,0.002822184258547855
2019-09-30 00:00:00+00:00,-0.0037003706303240236
2019-10-31 00:00:00+00:00,-0.0013137079760527914
2019-11-30 00:00:00+00:00,-0.004811823821200156
2019-12-31 00:00:00+00:00,0.00036050861136338597
2020-01-31 00:00:00+00:00,-0.001048624175303381
2020-02-29 00:00:00+00:00,0.004251559522841841
2020-03-31 00:00:00+00:00,0.010801913837489074
2020-04-30 00:00:00+00:00,-0.0007801902418153039
2020-05-31 00:00:00+00:00,0.0049934868276695354
2020-06-30 00:00:00+00:00,-0.00674056610628615
2020-07-31 00:00:00+00:00,0.010087078188964371
2020-08-31 00:00:00+00:00,-0.008797989944043016
2020-09-30 00:00:00+00:00,0.004518205459324021
2020-10-31 00:00:00+00:00,0.0037372150558228068
2020-11-30 00:00:00+00:00,-0.007482026323349267
2020-12-31 00:00:00+00:00,0.0025175785404794038
2021-01-31 00:00:00+00:00,-0.001127731127635978
2021-02-28 00:00:00+00:00,-0.00625434042697548
2021-03-31 00:00:00+00:00,-0.012934339779179238
2021-04-30 00:00:00+00:00,0.0021770104227178955
2021-05-31 00:00:00+00:00,-0.00202776423308082
2021-06-30 00:00:00+00:00,-0.0006497434779595412
2021-07-31 00:00:00+00:00,-0.00345056408878186
2021-08-31 00:00:00+00:00,0.003056240597994808
2021-09-30 00:00:00+00:00,0.0012183972996036019
2021-10-31 00:00:00+00:00,-0.008059029204651957
2021-11-30 00:00:00+00:00,0.006696511826624008
2021-12-31 00:00:00+00:00,0.0002539596618542639
2022-01-31 00:00:00+00:00,-0.002532599790813217
2022-02-28 00:00:00+00:00,0.0014407034743115776
2022-03-31 00:00:00+00:00,0.005793889388334028
2022-04-30 00:00:00+00:00,-0.0015164428620524362
2022-05-31 00:00:00+00:00,0.0018475326843954143
2022-06-30 00:00:00+00:00,0.0047247399031447035
2022-07-31 00:00:00+00:00,-0.006558794600113216
2022-08-31 00:00:00+00:00,0.002059222748602485
2022-09-30 00:00:00+00:00,0.009328357833927603
2022-10-31 00:00:00+00:00,-0.012580561382113054
2022-11-30 00:00:00+00:00,-0.0039093301804752345
2022-12-31 00:00:00+00:00,0.006532422621281286
2023-01-31 00:00:00+00:00,-0.0083944184372019
2023-02-28 00:00:00+00:00,0.005915411778174118
2023-03-31 00:00:00+00:00,0.0008871670640755447
2023-04-30 00:00:00+00:00,0.0011874628093284656
2023-05-31 00:00:00+00:00,0.0011946047428508244
2023-06-30 00:00:00+00:00,-0.00799504615336577
2023-07-31 00:00:00+00:00,0.0031574351621448393
2023-08-31 00:00:00+00:00,0.0017172079564193865
2023-09-30 00:00:00+00:00,-0.0024425090059031485
2023-10-31 00:00:00+00:00,0.008406285679261272
2023-11-30 00:00:00+00:00,-0.0023525322616551048
2023-12-31 00:00:00+00:00,0.003705166170504315
2024-01-31 00:00:00+00:00,-0.008144278504836566
2024-02-29 00:00:00+00:00,-0.0018231990644146379
2024-03-31 00:00:00+00:00,-9.680017445401479e-05
2024-04-30 00:00:00+00:00,0.001106779143695391
2024-05-31 00:00:00+00:00,-0.0015217509559664055
2024-06-30 00:00:00+00:00,-0.0008465439082931958
2024-07-31 00:00:00+00:00,0.0108970355086222
2024-08-31 00:00:00+00:00,0.0006730833305934603
2024-09-30 00:00:00+00:00,-0.0013011846353305767
2024-10-31 00:00:00+00:00,-0.001720351845334922
2024-11-30 00:00:00+00:00,0.002134631893826011
2024-12-31 00:00:00+00:00,-0.003744398170778096
2025-01-31 00:00:00+00:00,0.005008887418116004
2025-02-28 00:00:00+00:00,0.0011820000309441525
2025-03-31 00:00:00+00:00,0.00038067878875014394
2025-04-30 00:00:00+00:00,0.0020566532592956044
2025-05-31 00:00:00+00:00,-0.0033417710442554815
2025-06-30 00:00:00+00:00,-0.002038689543406802
2025-07-31 00:00:00+00:00,-0.00447309465467749
2025-08-31 00:00:00+00:00,0.004944390790740716
2025-09-30 00:00:00+00:00,0.003240734704396564
2025-10-31 00:00:00+00:00,-0.007363541706686072
2025-11-30 00:00:00+00:00,-0.003698838398223936
2025-12-31 00:00:00+00:00,-0.005112489301073775
2026-01-31 00:00:00+00:00,-0.0035568934359783144
2026-02-28 00:00:00+00:00,0.0003170007856294621
2026-03-31 00:00:00+00:00,0.0022355477779090194
2026-04-30 00:00:00+00:00,-0.005446861816939985
2026-05-31 00:00:00+00:00,-0.0028770557989189482
2026-06-30 00:00:00+00:00,0.004421754780012721
2026-07-31 00:00:00+00:00,-0.003138495420856313
2026-08-31 00:00:00+00:00,-0.001643274734332123
2026-09-30 00:00:00+00:00,0.01150206088301764
