time,cot_lev_net_xs
2022-01-31 00:00:00+00:00,-0.008363689650462747
2022-02-28 00:00:00+00:00,-0.0011268445900850521
2022-03-31 00:00:00+00:00,0.0009960770144252784
2022-04-30 00:00:00+00:00,0.009259705201366986
2022-05-31 00:00:00+00:00,0.002276874472801671
2022-06-30 00:00:00+00:00,0.00013967505648770917
2022-07-31 00:00:00+00:00,-0.003386972240799979
2022-08-31 00:00:00+00:00,-0.009970796498926404
2022-09-30 00:00:00+00:00,0.008232843327468764
2022-10-31 00:00:00+00:00,0.006182464692879419
2022-11-30 00:00:00+00:00,-0.0007839486862418754
2022-12-31 00:00:00+00:00,0.002565979856952616
2023-01-31 00:00:00+00:00,-0.0073066548670256415
2023-02-28 00:00:00+00:00,-0.004133335174522745
2023-03-31 00:00:00+00:00,0.004986843938167507
2023-04-30 00:00:00+00:00,0.0115262453433842
2023-05-31 00:00:00+00:00,-0.0068489955307035055
2023-06-30 00:00:00+00:00,0.017131253194500706
2023-07-31 00:00:00+00:00,0.0015485046662000457
2023-08-31 00:00:00+00:00,-0.0031676010412068356
2023-09-30 00:00:00+00:00,-0.011400028982181731
2023-10-31 00:00:00+00:00,0.004230263019922242
2023-11-30 00:00:00+00:00,0.008308529116479724
2023-12-31 00:00:00+00:00,-0.013097040070687349
2024-01-31 00:00:00+00:00,0.007194700637795481
2024-02-29 00:00:00+00:00,0.006928634675293477
2024-03-31 00:00:00+00:00,-0.003131304244122557
2024-04-30 00:00:00+00:00,0.0046967955471779455
2024-05-31 00:00:00+00:00,0.009270820603443752
2024-06-30 00:00:00+00:00,0.003906718809878029
2024-07-31 00:00:00+00:00,-0.011934174801920494
2024-08-31 00:00:00+00:00,0.0052242055322044845
2024-09-30 00:00:00+00:00,0.013246700318904958
2024-10-31 00:00:00+00:00,-0.009860793976830484
2024-11-30 00:00:00+00:00,-0.0014627790015048214
2024-12-31 00:00:00+00:00,-0.0073792901213451945
2025-01-31 00:00:00+00:00,0.0013426450672335832
2025-02-28 00:00:00+00:00,0.003066614280075264
2025-03-31 00:00:00+00:00,0.008393005678159815
2025-04-30 00:00:00+00:00,-0.012782380846810715
2025-05-31 00:00:00+00:00,0.0005888864034360175
2025-06-30 00:00:00+00:00,-0.005517100331669411
2025-07-31 00:00:00+00:00,-0.010850194995663642
2025-08-31 00:00:00+00:00,0.007235596152697976
2025-09-30 00:00:00+00:00,0.004868961251929482
2025-10-31 00:00:00+00:00,0.0016096497805853094
2025-11-30 00:00:00+00:00,0.005720182346120817
2025-12-31 00:00:00+00:00,0.0010046248622528342
2026-01-31 00:00:00+00:00,0.010247637814301935
2026-02-28 00:00:00+00:00,0.0025594931432215695
2026-03-31 00:00:00+00:00,0.0018560586609408514
2026-04-30 00:00:00+00:00,0.004365450841333995
2026-05-31 00:00:00+00:00,-0.0008403671793335565
2026-06-30 00:00:00+00:00,0.005142461134767462
2026-07-31 00:00:00+00:00,-0.0016728492908827386
2026-08-31 00:00:00+00:00,0.0020165607333049174
2026-09-30 00:00:00+00:00,0.00010361364862099265
