,USD,EUR,GBP,CAD,JPY,AUD,NZD,CHF
2002-07-01 00:00:00+00:00,0.3288348989,-4.3763676146,,5.8891095358,-2.39706877401683,20.34404664067031,3.0497592267657803,2.4387299287697672
2002-08-01 00:00:00+00:00,-1.046241222,-5.060506053,,7.4114890323,-2.39706877401683,20.34404664067031,3.0497592267657803,2.4387299287697672
2002-09-01 00:00:00+00:00,-0.3929587255,-5.2338530048,,5.716010553,-3.85477581603133,18.515201510723855,10.84142393849672,-0.29020556089943694
2002-10-01 00:00:00+00:00,-0.9979173177,-5.9717698175,,4.9716028662,-3.85477581603133,18.515201510723855,10.84142393849672,-0.29020556089943694
2002-11-01 00:00:00+00:00,-0.6302751822,-5.0273223976,,4.1956655527,-3.85477581603133,18.515201510723855,10.84142393849672,-0.29020556089943694
2002-12-01 00:00:00+00:00,-0.7389404287,-8.0522306823,,4.9584119782,-4.64974284918084,25.25711662889092,5.591939558884773,2.0347394604251168
2003-01-01 00:00:00+00:00,0.0931377843,-4.9889135322,,3.7061473573,-4.64974284918084,25.25711662889092,5.591939558884773,2.0347394604251168
2003-02-01 00:00:00+00:00,0.7334448333,-10.9289617484,,2.6836114583,-4.64974284918084,25.25711662889092,5.591939558884773,2.0347394604251168
2003-03-01 00:00:00+00:00,0.6057154576,-6.9506726463,,2.3974530834,-6.32082751246968,13.515258464773217,12.414518675879037,-3.2804232696337254
2003-04-01 00:00:00+00:00,-0.3609953443,-16.5957446867,,3.0886133043,-6.32082751246968,13.515258464773217,12.414518675879037,-3.2804232696337254
2003-05-01 00:00:00+00:00,0.7792306137,-4.5353982257,,3.0259911689,-6.32082751246968,13.515258464773217,12.414518675879037,-3.2804232696337254
2003-06-01 00:00:00+00:00,0.1420348572,-3.7162162175,,1.9026799454,-4.36198683084972,9.609609594121892,10.072689514743338,-2.66352385610924
2003-07-01 00:00:00+00:00,1.8660649708,-4.1189931327,,2.0011962586,-4.36198683084972,9.609609594121892,10.072689514743338,-2.66352385610924
2003-08-01 00:00:00+00:00,4.0256171281,-1.2746234071,,0.6126108207,-4.36198683084972,9.609609594121892,10.072689514743338,-2.66352385610924
2003-09-01 00:00:00+00:00,5.2099503117,0.1175088086,,1.3354572313,-4.96716145529434,11.394821606095906,9.294403896227132,0.9701673621228535
2003-10-01 00:00:00+00:00,7.488724776,-4.2725173144,,2.68418046,-4.96716145529434,11.394821606095906,9.294403896227132,0.9701673621228535
2003-11-01 00:00:00+00:00,9.5483419833,-4.257767552,,2.56163752,-4.96716145529434,11.394821606095906,9.294403896227132,0.9701673621228535
2003-12-01 00:00:00+00:00,10.2468768264,-2.6035502967,,1.8230684795,-5.88297812980731,4.732231220643457,7.347328242985585,0.47422179148788324
2004-01-01 00:00:00+00:00,9.6233323926,-4.4340723442,,2.955385903,-5.88297812980731,4.732231220643457,7.347328242985585,0.47422179148788324
2004-02-01 00:00:00+00:00,10.8152504705,3.1901840522,,3.7129382073,-5.88297812980731,4.732231220643457,7.347328242985585,0.47422179148788324
2004-03-01 00:00:00+00:00,8.6786555627,-4.4578313287,,4.3847284382,-5.28700174429838,10.55245896384298,7.674309784124911,1.993678576691016
2004-04-01 00:00:00+00:00,9.2444935908,5.3571428581,,3.8374807533,-5.28700174429838,10.55245896384298,7.674309784124911,1.993678576691016
2004-05-01 00:00:00+00:00,12.9021115508,-4.4032444946,,4.6262531952,-5.28700174429838,10.55245896384298,7.674309784124911,1.993678576691016
2004-06-01 00:00:00+00:00,12.6011828394,-6.7836257298,,4.8079214947,-4.6624159219657,7.302283117455199,16.179245273971098,2.9906768353343827
2004-07-01 00:00:00+00:00,12.3837409162,-4.4152744662,,5.7605724852,-4.6624159219657,7.302283117455199,16.179245273971098,2.9906768353343827
2004-08-01 00:00:00+00:00,11.6030265718,-7.2769953057,,5.2106331473,-4.6624159219657,7.302283117455199,16.179245273971098,2.9906768353343827
2004-09-01 00:00:00+00:00,12.8867541017,-7.2769953057,,6.092002894,-3.00862478019375,5.4484433139116994,10.28495103023137,4.9843862580701614
2004-10-01 00:00:00+00:00,12.4063164272,-6.1519903497,,4.984095398,-3.00862478019375,5.4484433139116994,10.28495103023137,4.9843862580701614
2004-11-01 00:00:00+00:00,11.0467546172,-6.6105769253,,5.8115919486,-3.00862478019375,5.4484433139116994,10.28495103023137,4.9843862580701614
2004-12-01 00:00:00+00:00,9.703672332,-6.0753341482,,5.3450819029,-1.61257537773556,4.388912213470175,7.95555554365901,3.8000726128524676
2005-01-01 00:00:00+00:00,10.4996301235,-6.2271062273,,5.0401181897,-1.61257537773556,4.388912213470175,7.95555554365901,3.8000726128524676
2005-02-01 00:00:00+00:00,9.4036738374,-7.1343638522,,6.051653392,-1.61257537773556,4.388912213470175,7.95555554365901,3.8000726128524676
2005-03-01 00:00:00+00:00,10.3705052893,-1.0088272317,,5.1180385951,-7.1026417132058,3.5704486095525123,6.866579751589019,-1.2276519666269636
2005-04-01 00:00:00+00:00,12.5536937894,-8.8377723984,,5.4779580506,-7.1026417132058,3.5704486095525123,6.866579751589019,-1.2276519666269636
2005-05-01 00:00:00+00:00,10.8555527572,-9.4545454527,,5.0741222577,-7.1026417132058,3.5704486095525123,6.866579751589019,-1.2276519666269636
2005-06-01 00:00:00+00:00,9.3622289032,-3.1367628579,,5.6913265573,-5.41433071860167,6.618097640233422,3.1668696686406816,4.22055019985903
2005-07-01 00:00:00+00:00,10.7198216271,-2.372034961,,5.3547095762,-5.41433071860167,6.618097640233422,3.1668696686406816,4.22055019985903
2005-08-01 00:00:00+00:00,10.8265722187,-2.405063285,,5.1097225777,-5.41433071860167,6.618097640233422,3.1668696686406816,4.22055019985903
2005-09-01 00:00:00+00:00,10.2942097231,1.5189873373,,4.8895267065,-2.72697710156523,6.863276224236592,-0.6459426764028442,1.6016267667498196
2005-10-01 00:00:00+00:00,10.4622165404,1.1568123387,,4.4119560512,-2.72697710156523,6.863276224236592,-0.6459426764028442,1.6016267667498196
2005-11-01 00:00:00+00:00,11.7998794879,-0.2574002585,,3.2583419346,-2.72697710156523,6.863276224236592,-0.6459426764028442,1.6016267667498196
2005-12-01 00:00:00+00:00,12.8107392826,2.3285899195,,3.451674716,-2.05535660996717,6.527861606028762,3.2111980350960634,7.006700441806868
2006-01-01 00:00:00+00:00,13.0732694123,-2.083333331,,3.7853091683,-2.05535660996717,6.527861606028762,3.2111980350960634,7.006700441806868
2006-02-01 00:00:00+00:00,13.5514279817,-4.4814340614,,3.3274764844,-2.05535660996717,6.527861606028762,3.2111980350960634,7.006700441806868
2006-03-01 00:00:00+00:00,14.2516746477,-4.8407643297,,3.2179593392,4.79159528121793,7.831903832594467,7.116714109566669,6.23877012767855
2006-04-01 00:00:00+00:00,13.5613899548,1.4608233737,,3.9490630695,4.79159528121793,7.831903832594467,7.116714109566669,6.23877012767855
2006-05-01 00:00:00+00:00,13.894046717,-2.4096385528,,3.9984815993,4.79159528121793,7.831903832594467,7.116714109566669,6.23877012767855
2006-06-01 00:00:00+00:00,11.822008467,5.1813471499,,3.2850674619,2.71455741702993,4.993933189275834,1.101928378126682,1.8833082496417797
2006-07-01 00:00:00+00:00,9.407965616,-0.8951406633,,2.5055972202,2.71455741702993,4.993933189275834,1.101928378126682,1.8833082496417797
2006-08-01 00:00:00+00:00,7.6573306263,2.8534370842,,2.680441915,2.71455741702993,4.993933189275834,1.101928378126682,1.8833082496417797
2006-09-01 00:00:00+00:00,4.9925609953,1.8703241922,,2.3099202136,-0.452346789343694,2.1672317098611282,6.826493289579294,1.4408547752046141
2006-10-01 00:00:00+00:00,3.430221243,1.9059720373,,3.1635823091,-0.452346789343694,2.1672317098611282,6.826493289579294,1.4408547752046141
2006-11-01 00:00:00+00:00,1.711083562,3.8709677474,,4.1707253939,-0.452346789343694,2.1672317098611282,6.826493289579294,1.4408547752046141
2006-12-01 00:00:00+00:00,-0.5560972171,11.2515802763,,4.1859968094,-0.315813219039041,7.629119063470924,7.379337843049538,1.786021419264494
2007-01-01 00:00:00+00:00,-1.684476007,16.3563829735,,4.6533873115,-0.315813219039041,7.629119063470924,7.379337843049538,1.786021419264494
2007-02-01 00:00:00+00:00,-2.1059063615,18.9008042953,,5.1930430531,-0.315813219039041,7.629119063470924,7.379337843049538,1.786021419264494
2007-03-01 00:00:00+00:00,-2.868748944,7.2289156584,,6.2379182882,0.58506507535192,8.070757327456079,4.062262710558673,7.165568939537548
2007-04-01 00:00:00+00:00,-3.6472915135,7.1989528823,,5.4385383301,0.58506507535192,8.070757327456079,4.062262710558673,7.165568939537548
2007-05-01 00:00:00+00:00,-3.7805270027,10.5624142572,,5.707159367,0.58506507535192,8.070757327456079,4.062262710558673,7.165568939537548
2007-06-01 00:00:00+00:00,-2.0584122271,0.6157635441,,6.1259212371,2.36816925366778,4.589136923658255,7.668353447277232,-0.4427717489481453
2007-07-01 00:00:00+00:00,-1.0053734593,2.4516129082,,7.6550235894,2.36816925366778,4.589136923658255,7.668353447277232,-0.4427717489481453
2007-08-01 00:00:00+00:00,-0.5149488716,0.8827238428,,8.2734628276,2.36816925366778,4.589136923658255,7.668353447277232,-0.4427717489481453
2007-09-01 00:00:00+00:00,-0.9505678929,-0.4895960853,,8.1974330879,-0.344739454241771,11.21724297309241,7.303157100675439,0.4771945400066313
2007-10-01 00:00:00+00:00,0.2072193454,1.2468827984,,8.1056128375,-0.344739454241771,11.21724297309241,7.303157100675439,0.4771945400066313
2007-11-01 00:00:00+00:00,1.2212623639,2.3602484411,,7.726095089,-0.344739454241771,11.21724297309241,7.303157100675439,0.4771945400066313
2007-12-01 00:00:00+00:00,1.1602820036,-7.386363643,,6.7407951922,-5.98419457889928,3.503231275545393,7.7637444301238645,-0.10702055410048983
2008-01-01 00:00:00+00:00,-0.8729762443,-7.885714285,,6.0612215502,-5.98419457889928,3.503231275545393,7.7637444301238645,-0.10702055410048983
2008-02-01 00:00:00+00:00,-3.860715001,-4.0586245749,,6.4945725012,-5.98419457889928,3.503231275545393,7.7637444301238645,-0.10702055410048983
2008-03-01 00:00:00+00:00,-3.8135523259,10.1123595559,,7.5217268499,-10.1134879400923,4.021028695528139,1.714702669882584,2.5325845014705584
2008-04-01 00:00:00+00:00,-5.5083528771,8.9133089145,,7.500765462,-10.1134879400923,4.021028695528139,1.714702669882584,2.5325845014705584
2008-05-01 00:00:00+00:00,-6.2096861249,12.2828784164,,6.7251486016,-10.1134879400923,4.021028695528139,1.714702669882584,2.5325845014705584
2008-06-01 00:00:00+00:00,-5.8649462868,2.2031823734,,5.2005627568,-8.9763007197773,10.19161990056212,-1.5184381765977029,3.113186562469994
2008-07-01 00:00:00+00:00,-6.607372916,8.1863979815,,5.3105928883,-8.9763007197773,10.19161990056212,-1.5184381765977029,3.113186562469994
2008-08-01 00:00:00+00:00,-7.906044433,5.6249999967,,4.4531772251,-8.9763007197773,10.19161990056212,-1.5184381765977029,3.113186562469994
2008-09-01 00:00:00+00:00,-7.5474559354,1.7220172276,,4.0506268234,-3.62721649976441,6.706262907061555,-1.3470400633219137,4.086591555327024
2008-10-01 00:00:00+00:00,-8.886319316,8.251231525,,3.4105148956,-3.62721649976441,6.706262907061555,-1.3470400633219137,4.086591555327024
2008-11-01 00:00:00+00:00,-9.3116665254,1.0922330092,,3.7516325285,-3.62721649976441,6.706262907061555,-1.3470400633219137,4.086591555327024
2008-12-01 00:00:00+00:00,-8.8347096061,-1.4723926337,,4.9483149341,3.28445362784107,10.250035310232718,-7.89382971136956,0.36425969573601336
2009-01-01 00:00:00+00:00,-8.7221233862,2.6054590629,,3.1350989057,3.28445362784107,10.250035310232718,-7.89382971136956,0.36425969573601336
2009-02-01 00:00:00+00:00,-10.4100425806,-3.2902467722,,-0.5568401683,3.28445362784107,10.250035310232718,-7.89382971136956,0.36425969573601336
2009-03-01 00:00:00+00:00,-12.9599375034,-9.0702947935,,-5.8634892006,2.37240301466659,4.084141511353945,-1.1119081807881792,-4.051260851591554
2009-04-01 00:00:00+00:00,-12.1230652623,-8.856502246,,-7.5162618817,2.37240301466659,4.084141511353945,-1.1119081807881792,-4.051260851591554
2009-05-01 00:00:00+00:00,-12.7796805205,-7.2928176819,,-8.6277953686,2.37240301466659,4.084141511353945,-1.1119081807881792,-4.051260851591554
2009-06-01 00:00:00+00:00,-14.8054973638,1.9161676729,,-8.4259878476,5.46843306288041,-2.4039476566628526,0.25697504055806064,0.3450762294945564
2009-07-01 00:00:00+00:00,-16.4771477335,-1.979045395,,-9.0317381138,5.46843306288041,-2.4039476566628526,0.25697504055806064,0.3450762294945564
2009-08-01 00:00:00+00:00,-16.0658901553,-1.6568047305,,-8.541295653,5.46843306288041,-2.4039476566628526,0.25697504055806064,0.3450762294945564
2009-09-01 00:00:00+00:00,-15.6823526462,-0.3627569596,,-8.2486790872,-5.56623128266533,-1.1916272504578718,-2.371541500110197,3.396111554906134
2009-10-01 00:00:00+00:00,-15.8697405833,-0.2275312865,,-7.3640419282,-5.56623128266533,-1.1916272504578718,-2.371541500110197,3.396111554906134
2009-11-01 00:00:00+00:00,-16.6946793042,0.1200480249,,-6.8397258256,-5.56623128266533,-1.1916272504578718,-2.371541500110197,3.396111554906134
2009-12-01 00:00:00+00:00,-17.2568502607,0.1245329964,,-6.453754077,-8.38962736979734,-2.877790021057691,2.9191616742244353,-0.5439007115640826
2010-01-01 00:00:00+00:00,-17.3413420495,-2.4183796854,,-3.2131030841,-8.38962736979734,-2.877790021057691,2.9191616742244353,-0.5439007115640826
2010-02-01 00:00:00+00:00,-16.2000573699,-3.2806804356,,0.0656448184,-8.38962736979734,-2.877790021057691,2.9191616742244353,-0.5439007115640826
2010-03-01 00:00:00+00:00,-15.2250328267,-6.3591022449,,5.6147033002,-3.4857570032142,0.3910761231992188,-1.0518679675702747,-0.4626562366946474
2010-04-01 00:00:00+00:00,-17.095301944,-8.6100860954,,7.6926278349,-3.4857570032142,0.3910761231992188,-1.0518679675702747,-0.4626562366946474
2010-05-01 00:00:00+00:00,-15.6022509281,-3.218116804,,9.5891681383,-3.4857570032142,0.3910761231992188,-1.0518679675702747,-0.4626562366946474
2010-06-01 00:00:00+00:00,-11.3581965377,-2.2326674544,,10.8450716277,-11.5790296116885,6.462079221775063,3.4785792678530436,3.288700125324362
2010-07-01 00:00:00+00:00,-10.4168930137,-0.1187648513,,9.9562935607,-11.5790296116885,6.462079221775063,3.4785792678530436,3.288700125324362
2010-08-01 00:00:00+00:00,-9.4995825885,2.0457280315,,10.4449052556,-11.5790296116885,6.462079221775063,3.4785792678530436,3.288700125324362
2010-09-01 00:00:00+00:00,-12.3473628879,-0.1213592186,,10.2361476616,-3.41640042598513,1.7137869897674074,-2.0239365738916604e-11,-1.1596880190575698
2010-10-01 00:00:00+00:00,-11.0145305466,-4.2189281576,,10.0415760555,-3.41640042598513,1.7137869897674074,-2.0239365738916604e-11,-1.1596880190575698
2010-11-01 00:00:00+00:00,-9.2408029947,1.9184652256,,9.0646936671,-3.41640042598513,1.7137869897674074,-2.0239365738916604e-11,-1.1596880190575698
2010-12-01 00:00:00+00:00,-7.9491680193,6.0945273625,,8.2610184932,-0.418913204355653,3.0158311387178838,-1.8545454530787042,3.6384823893228058
2011-01-01 00:00:00+00:00,-6.1598717428,4.9566294915,,6.3110016755,-0.418913204355653,3.0158311387178838,-1.8545454530787042,3.6384823893228058
2011-02-01 00:00:00+00:00,-6.3262327796,-5.2763819102,,5.4164921221,-0.418913204355653,3.0158311387178838,-1.8545454530787042,3.6384823893228058
2011-03-01 00:00:00+00:00,-7.2406179411,12.7829560678,7.9837618315,4.5133410625,-3.65348288461413,3.636696380599491,-3.5190615926570135,7.358185173555243
2011-04-01 00:00:00+00:00,-5.232292216,15.0740242203,4.1504539531,4.3290076721,-3.65348288461413,3.636696380599491,-3.5190615926570135,7.358185173555243
2011-05-01 00:00:00+00:00,-5.3260296352,5.6650246334,4.3870967749,3.4080331108,-3.65348288461413,3.636696380599491,-3.5190615926570135,7.358185173555243
2011-06-01 00:00:00+00:00,-6.2868321707,3.2451923059,3.3078880393,2.713136724,-1.70573881362961,3.1060317556037775,-7.820240624192543,3.8385732708003273
2011-07-01 00:00:00+00:00,-5.2129194697,3.5671819312,-0.2496878826,2.6926441536,-1.70573881362961,3.1060317556037775,-7.820240624192543,3.8385732708003273
2011-08-01 00:00:00+00:00,-2.354765752,1.2971698118,0.123456797,3.2253879027,-1.70573881362961,3.1060317556037775,-7.820240624192543,3.8385732708003273
2011-09-01 00:00:00+00:00,0.0980312622,5.1032806811,0.0,3.8428393833,-1.43647645963172,13.377882942913066,-3.275671689955828,2.159468442650958
2011-10-01 00:00:00+00:00,1.2054523987,3.0952380877,-5.1807228908,3.8115284708,-1.43647645963172,13.377882942913066,-3.275671689955828,2.159468442650958
2011-11-01 00:00:00+00:00,0.8264949048,2.4705882408,-2.7093596089,3.968301927,-1.43647645963172,13.377882942913066,-3.275671689955828,2.159468442650958
2011-12-01 00:00:00+00:00,0.7807404099,5.6271981283,-3.2338308445,3.7072193303,-4.32088116249739,9.948006043352375,-0.22230455696816698,0.48669358816586517
2012-01-01 00:00:00+00:00,1.3479422081,8.0283352942,-1.2500000052,3.9761192237,-4.32088116249739,9.948006043352375,-0.22230455696816698,0.48669358816586517
2012-02-01 00:00:00+00:00,4.8306502714,17.6392572947,5.8214747761,4.8517702144,-4.32088116249739,9.948006043352375,-0.22230455696816698,0.48669358816586517
2012-03-01 00:00:00+00:00,8.0018334565,2.715466348,-3.0075187925,4.741578048,1.44197989844062,12.499999997136669,1.2158054786354677,-5.402136674159963
2012-04-01 00:00:00+00:00,9.1706235645,-8.0701754379,-6.475716062,5.4813903905,1.44197989844062,12.499999997136669,1.2158054786354677,-5.402136674159963
2012-05-01 00:00:00+00:00,8.3326562298,6.8764568703,-5.9332509287,7.1598086544,1.44197989844062,12.499999997136669,1.2158054786354677,-5.402136674159963
2012-06-01 00:00:00+00:00,7.9045174584,0.5820721744,-7.6354679828,9.0848074527,4.57225047800489,10.904478043914057,2.9174664126444982,-0.7808535950254436
2012-07-01 00:00:00+00:00,9.1688163306,0.4592422423,-5.1314142741,9.3329447637,4.57225047800489,10.904478043914057,2.9174664126444982,-0.7808535950254436
2012-08-01 00:00:00+00:00,7.3642545277,2.4447031486,-10.6041923528,8.3830564434,4.57225047800489,10.904478043914057,2.9174664126444982,-0.7808535950254436
2012-09-01 00:00:00+00:00,8.4950278534,1.6184971067,-8.7500000044,8.0005287645,4.48376159578681,4.045500411527803,6.849315062415062,0.38671161577930047
2012-10-01 00:00:00+00:00,6.5966380179,0.9237875329,-8.0050825911,7.7253531962,4.48376159578681,4.045500411527803,6.849315062415062,0.38671161577930047
2012-11-01 00:00:00+00:00,8.4094850576,2.1814006831,-7.9746835433,7.8574698256,4.48376159578681,4.045500411527803,6.849315062415062,0.38671161577930047
2012-12-01 00:00:00+00:00,7.0117815633,-1.4428412888,-6.0411311,8.8506632186,5.31005977891499,7.32406178241094,7.42666171758346,2.174941936851793
2013-01-01 00:00:00+00:00,9.0961562949,-4.2622950766,-6.3291139183,8.7126307117,5.31005977891499,7.32406178241094,7.42666171758346,2.174941936851793
2013-02-01 00:00:00+00:00,8.0703891662,-5.6369785839,-10.7579462116,7.913761662,5.31005977891499,7.32406178241094,7.42666171758346,2.174941936851793
2013-03-01 00:00:00+00:00,5.5674057334,-2.98850575,-7.2351421224,7.128352949,0.887799527844524,0.9463457375120221,9.421921921907405,1.5876398517304713
2013-04-01 00:00:00+00:00,5.6572630014,4.7073791386,-1.5978695048,6.5218460049,0.887799527844524,0.9463457375120221,9.421921921907405,1.5876398517304713
2013-05-01 00:00:00+00:00,5.1440710004,-12.3227917131,-3.0223390268,5.9309502192,0.887799527844524,0.9463457375120221,9.421921921907405,1.5876398517304713
2013-06-01 00:00:00+00:00,5.4189474215,-0.4629629549,-3.4666666653,5.0234491373,5.51104821671236,1.496964092497377,7.8328981781261575,0.40435123658217886
2013-07-01 00:00:00+00:00,6.0878953614,-2.2857142857,-1.8469657002,5.3698476599,5.51104821671236,1.496964092497377,7.8328981781261575,0.40435123658217886
2013-08-01 00:00:00+00:00,4.8299853024,-0.909090913,4.2758620701,2.6312019457,5.51104821671236,1.496964092497377,7.8328981781261575,0.40435123658217886
2013-09-01 00:00:00+00:00,5.4307360995,0.3412969347,2.7397260272,4.4362845062,9.96768146642453,2.730974187379731,0.7834757866367781,0.7597838242694666
2013-10-01 00:00:00+00:00,5.8237944528,1.487414189,7.0441988963,4.3182418245,9.96768146642453,2.730974187379731,0.7834757866367781,0.7597838242694666
2013-11-01 00:00:00+00:00,4.9539712765,-0.4494382042,5.6396148629,3.488928269,9.96768146642453,2.730974187379731,0.7834757866367781,0.7597838242694666
2013-12-01 00:00:00+00:00,6.9326180544,0.7882882868,7.1135430883,2.8315737499,13.0515952718054,2.3376454299383953,-1.6937435213725371,2.7543726027171367
2014-01-01 00:00:00+00:00,5.1691146877,2.8538812758,4.4594594525,2.6255571073,13.0515952718054,2.3376454299383953,-1.6937435213725371,2.7543726027171367
2014-02-01 00:00:00+00:00,7.1486616535,7.2879330998,6.3013698732,1.1688931327,13.0515952718054,2.3376454299383953,-1.6937435213725371,2.7543726027171367
2014-03-01 00:00:00+00:00,10.6015737953,8.5308056932,11.8384401134,1.9948835552,16.5135942248988,7.3237371761877945,3.1217838774185713,9.629707334641925
2014-04-01 00:00:00+00:00,8.872077423,11.0571081407,8.2543978295,2.1349122072,16.5135942248988,7.3237371761877945,3.1217838774185713,9.629707334641925
2014-05-01 00:00:00+00:00,8.9901330543,10.9452736359,8.8075880781,1.1475646152,16.5135942248988,7.3237371761877945,3.1217838774185713,9.629707334641925
2014-06-01 00:00:00+00:00,9.3298466681,3.4883720876,14.5027624329,0.1393029709,7.697225138273,6.36761487517683,7.506053265912471,1.9208365608026634
2014-07-01 00:00:00+00:00,8.5601037349,1.2865497081,10.3494623655,1.1331352953,7.697225138273,6.36761487517683,7.506053265912471,1.9208365608026634
2014-08-01 00:00:00+00:00,6.6889009607,1.3761467849,9.9206349162,4.171651908,7.697225138273,6.36761487517683,7.506053265912471,1.9208365608026634
2014-09-01 00:00:00+00:00,6.3342467418,-0.1133786902,10.6666666661,2.820606314,4.92395078445884,0.5792996908421388,12.68551236442419,2.280915240938164
2014-10-01 00:00:00+00:00,6.3377835038,-0.2254791441,9.0322580693,2.1145271518,4.92395078445884,0.5792996908421388,12.68551236442419,2.280915240938164
2014-11-01 00:00:00+00:00,5.4458167853,-0.5643340833,9.8958333253,2.8329644511,4.92395078445884,0.5792996908421388,12.68551236442419,2.280915240938164
2014-12-01 00:00:00+00:00,6.2329748253,-0.4469273665,7.0242656415,3.7653563813,3.39071906427564,-0.1548283110469062,9.845288333824186,-1.217722600422877
2015-01-01 00:00:00+00:00,4.9540456159,-1.1098779085,10.2199223837,3.6991904212,3.39071906427564,-0.1548283110469062,9.845288333824186,-1.217722600422877
2015-02-01 00:00:00+00:00,3.9917102536,-0.3340757301,8.7628865877,4.3615237543,3.39071906427564,-0.1548283110469062,9.845288333824186,-1.217722600422877
2015-03-01 00:00:00+00:00,3.7091391334,-3.1659388639,6.9738480733,2.4769974543,4.20985856195164,-4.449963780785704,7.618097136080482,-4.20095693421586
2015-04-01 00:00:00+00:00,4.8967994478,-6.6739606175,6.4999999972,0.7301154912,4.20985856195164,-4.449963780785704,7.618097136080482,-4.20095693421586
2015-05-01 00:00:00+00:00,6.2332748833,-2.4663677138,7.2229140683,-0.0868241122,4.20985856195164,-4.449963780785704,7.618097136080482,-4.20095693421586
2015-06-01 00:00:00+00:00,8.7772257774,-2.4719101132,4.82509047,-0.1930627457,8.1652011475863,-5.66961530629464,5.534105532969114,-2.8227398406681092
2015-07-01 00:00:00+00:00,9.8248023269,0.3464203298,5.1157125485,-0.9626669934,8.1652011475863,-5.66961530629464,5.534105532969114,-2.8227398406681092
2015-08-01 00:00:00+00:00,12.2444416582,-3.1674208085,3.369434418,-2.1043899902,8.1652011475863,-5.66961530629464,5.534105532969114,-2.8227398406681092
2015-09-01 00:00:00+00:00,16.1110491886,-2.383654933,3.4939759122,-3.0953164944,5.99286760528035,-1.817483681044163,3.9824396364009917,-4.303822338833907
2015-10-01 00:00:00+00:00,16.7356872474,-0.4519774031,0.2366863834,-2.5614135411,5.99286760528035,-1.817483681044163,3.9824396364009917,-4.303822338833907
2015-11-01 00:00:00+00:00,16.2929207611,-2.383654933,0.5924170641,-3.9089205607,5.99286760528035,-1.817483681044163,3.9824396364009917,-4.303822338833907
2015-12-01 00:00:00+00:00,14.516912106,-2.4691358032,2.8639618198,-5.3855439003,5.40126369400953,-1.8820630469881583,8.642765677412845,-2.8824172596005226
2016-01-01 00:00:00+00:00,14.6423949159,-2.0202020288,0.4694835741,-5.5774327376,5.40126369400953,-1.8820630469881583,8.642765677412845,-2.8824172596005226
2016-02-01 00:00:00+00:00,14.3578174554,-1.1173184309,4.8578199115,-5.8085166492,5.40126369400953,-1.8820630469881583,8.642765677412845,-2.8824172596005226
2016-03-01 00:00:00+00:00,15.6433355399,3.0439684312,2.3282887075,-4.8209349002,0.959241778610087,-1.0289180114802288,9.397217924373468,-2.2974727806993833
2016-04-01 00:00:00+00:00,16.5319362028,8.7924970716,3.2863849783,-4.7251310555,0.959241778610087,-1.0289180114802288,9.397217924373468,-2.2974727806993833
2016-05-01 00:00:00+00:00,16.8955960685,6.5517241411,2.4390243966,-4.8378415216,0.959241778610087,-1.0289180114802288,9.397217924373468,-2.2974727806993833
2016-06-01 00:00:00+00:00,9.3701089683,5.2995391733,2.8768699677,-3.8329023931,-0.636735352666262,-1.9911021939198026,10.060975611424983,-2.650822665707797
2016-07-01 00:00:00+00:00,7.0501972996,4.8331415425,3.7079953627,-6.0516772481,-0.636735352666262,-1.9911021939198026,10.060975611424983,-2.650822665707797
2016-08-01 00:00:00+00:00,7.4298575578,7.0093457938,3.8416763618,-6.3348150871,-0.636735352666262,-1.9911021939198026,10.060975611424983,-2.650822665707797
2016-09-01 00:00:00+00:00,4.0988915571,8.0232558126,4.3073341093,-5.6505998955,-0.811913087048011,-4.821188024160228,9.22798552704207,1.5710031797978363
2016-10-01 00:00:00+00:00,3.9759088669,5.9023836605,5.5489964634,-6.2992074619,-0.811913087048011,-4.821188024160228,9.22798552704207,1.5710031797978363
2016-11-01 00:00:00+00:00,3.6071081642,7.3255813911,6.0070671388,-4.6469956657,-0.811913087048011,-4.821188024160228,9.22798552704207,1.5710031797978363
2016-12-01 00:00:00+00:00,4.5424222163,6.5592635142,3.9443155457,-4.0732416755,-2.46361899162167,-5.239229270404899,8.426635244849567,0.2660935439289469
2017-01-01 00:00:00+00:00,6.670414928,6.0710194745,5.3738317739,-3.2940335406,-2.46361899162167,-5.239229270404899,8.426635244849567,0.2660935439289469
2017-02-01 00:00:00+00:00,5.6033858712,5.5367231629,5.4237288148,-2.5992803852,-2.46361899162167,-5.239229270404899,8.426635244849567,0.2660935439289469
2017-03-01 00:00:00+00:00,4.7034398707,-2.9540481384,7.2810011328,-2.0139235854,-3.52309751382336,-2.891223462464454,4.718847134344917,-0.4702995579363378
2017-04-01 00:00:00+00:00,4.5804029025,1.9396551714,7.3863636381,-0.7526990285,-3.52309751382336,-2.891223462464454,4.718847134344917,-0.4702995579363378
2017-05-01 00:00:00+00:00,3.241931333,2.6968716264,7.5963718767,0.6630730288,-3.52309751382336,-2.891223462464454,4.718847134344917,-0.4702995579363378
2017-06-01 00:00:00+00:00,4.4225783596,6.2363238541,6.8232662152,1.6633480966,0.204671158963987,0.23363966088874033,5.678670358303539,2.994115068760994
2017-07-01 00:00:00+00:00,5.9438563623,5.5982436882,5.474860343,2.3877304835,0.204671158963987,0.23363966088874033,5.678670358303539,2.994115068760994
