time,mom_skew_regime
2017-09-30 00:00:00+00:00,-0.005531128273013608
2017-10-31 00:00:00+00:00,-0.005980770176203909
2017-11-30 00:00:00+00:00,0.0035931464325924534
2017-12-31 00:00:00+00:00,-0.011744536782727022
2018-01-31 00:00:00+00:00,0.004178552789451118
2018-02-28 00:00:00+00:00,0.007245189251261275
2018-03-31 00:00:00+00:00,0.007691687307877393
2018-04-30 00:00:00+00:00,-0.0019492673725786114
2018-05-31 00:00:00+00:00,-0.01720926481704299
2018-06-30 00:00:00+00:00,0.002256894036186674
2018-07-31 00:00:00+00:00,-0.005994994650398544
2018-08-31 00:00:00+00:00,-0.0013019776758167456
2018-09-30 00:00:00+00:00,0.0013295246625277812
2018-10-31 00:00:00+00:00,-0.005515712614820423
2018-11-30 00:00:00+00:00,-0.00630751129371776
2018-12-31 00:00:00+00:00,0.015497418187855772
2019-01-31 00:00:00+00:00,0.005506528694672941
2019-02-28 00:00:00+00:00,-0.004678327155500539
2019-03-31 00:00:00+00:00,-0.00213091267004506
2019-04-30 00:00:00+00:00,0.0019444367530390139
2019-05-31 00:00:00+00:00,-0.0013648925757323571
2019-06-30 00:00:00+00:00,0.00089078478556881
2019-07-31 00:00:00+00:00,-0.004645414559888872
2019-08-31 00:00:00+00:00,-0.006220100152762864
2019-09-30 00:00:00+00:00,-0.005325099382919363
2019-10-31 00:00:00+00:00,-0.011461195428233095
2019-11-30 00:00:00+00:00,0.0002134971514349271
2019-12-31 00:00:00+00:00,-0.0017845822542393863
2020-01-31 00:00:00+00:00,-0.011713902960513112
2020-02-29 00:00:00+00:00,-0.009143499930358567
2020-03-31 00:00:00+00:00,-0.00779781207103003
2020-04-30 00:00:00+00:00,-0.007242845937670883
2020-05-31 00:00:00+00:00,0.0044216697733472365
2020-06-30 00:00:00+00:00,-0.009346135740257444
2020-07-31 00:00:00+00:00,-0.00031609669988652556
2020-08-31 00:00:00+00:00,-0.003713469690947546
2020-09-30 00:00:00+00:00,-0.005372029173582815
2020-10-31 00:00:00+00:00,0.0015086526389032073
2020-11-30 00:00:00+00:00,0.01221522395392416
2020-12-31 00:00:00+00:00,-0.006156836618813055
2021-01-31 00:00:00+00:00,-0.0046123234328308005
2021-02-28 00:00:00+00:00,0.021555218181691593
2021-03-31 00:00:00+00:00,0.003384710670532698
2021-04-30 00:00:00+00:00,-0.004603543244769526
2021-05-31 00:00:00+00:00,-0.0033371377961550763
2021-06-30 00:00:00+00:00,-0.006848022828545242
2021-07-31 00:00:00+00:00,0.0012828142252172547
2021-08-31 00:00:00+00:00,-0.00294159037769004
2021-09-30 00:00:00+00:00,-0.0014371844482664597
2021-10-31 00:00:00+00:00,0.003929198495084885
2021-11-30 00:00:00+00:00,0.0016494361824752612
2021-12-31 00:00:00+00:00,0.0049931470938304745
2022-01-31 00:00:00+00:00,0.012034286719613263
2022-02-28 00:00:00+00:00,-0.006575002571763688
2022-03-31 00:00:00+00:00,-0.017161170125680192
2022-04-30 00:00:00+00:00,0.012008093802435837
2022-05-31 00:00:00+00:00,-0.0010546432582401177
2022-06-30 00:00:00+00:00,0.007706591904524274
2022-07-31 00:00:00+00:00,-0.009947912872086295
2022-08-31 00:00:00+00:00,0.01244979522908185
2022-09-30 00:00:00+00:00,-0.002794312696510204
2022-10-31 00:00:00+00:00,-0.01033711961722561
2022-11-30 00:00:00+00:00,-0.0043147177957802985
2022-12-31 00:00:00+00:00,0.0009420666234565278
2023-01-31 00:00:00+00:00,-0.005022361452222568
2023-02-28 00:00:00+00:00,-0.0004933494264046656
2023-03-31 00:00:00+00:00,-0.009272267891667796
2023-04-30 00:00:00+00:00,0.006109358468816328
2023-05-31 00:00:00+00:00,-0.00033712290807719203
2023-06-30 00:00:00+00:00,0.0002193450720926471
2023-07-31 00:00:00+00:00,-0.0027260724487068178
2023-08-31 00:00:00+00:00,0.008590265234384553
2023-09-30 00:00:00+00:00,-0.0002909679871544446
2023-10-31 00:00:00+00:00,0.0027377412965596815
2023-11-30 00:00:00+00:00,-0.007997004826622689
2023-12-31 00:00:00+00:00,-0.0025370000364483003
2024-01-31 00:00:00+00:00,-0.007407640519091596
2024-02-29 00:00:00+00:00,4.6578112354866974e-05
2024-03-31 00:00:00+00:00,-0.005166886972138185
2024-04-30 00:00:00+00:00,0.009173663864446402
2024-05-31 00:00:00+00:00,0.009148156277259067
2024-06-30 00:00:00+00:00,0.0017588252103175606
2024-07-31 00:00:00+00:00,-0.010609431047035045
2024-08-31 00:00:00+00:00,0.003664478993024023
2024-09-30 00:00:00+00:00,0.0025477185192288587
2024-10-31 00:00:00+00:00,0.013661211327981926
2024-11-30 00:00:00+00:00,0.003448785927128828
2024-12-31 00:00:00+00:00,0.002014623422354589
2025-01-31 00:00:00+00:00,0.005465018591682247
2025-02-28 00:00:00+00:00,-0.00397111109689019
2025-03-31 00:00:00+00:00,0.0074869323006645505
2025-04-30 00:00:00+00:00,4.015980873828262e-05
2025-05-31 00:00:00+00:00,-0.0016007613845734348
2025-06-30 00:00:00+00:00,-0.005715645932790614
2025-07-31 00:00:00+00:00,-0.0006440219007308734
2025-08-31 00:00:00+00:00,-0.0019168131115783194
2025-09-30 00:00:00+00:00,0.007888862905719218
2025-10-31 00:00:00+00:00,0.002005387560054306
2025-11-30 00:00:00+00:00,0.0019392285806891785
2025-12-31 00:00:00+00:00,0.0075244408809809205
2026-01-31 00:00:00+00:00,0.011523455833117646
2026-02-28 00:00:00+00:00,0.003703623583720006
2026-03-31 00:00:00+00:00,-0.006906611725636669
2026-04-30 00:00:00+00:00,0.0073548985681517465
2026-05-31 00:00:00+00:00,0.010664377825256866
2026-06-30 00:00:00+00:00,0.008116165720991608
2026-07-31 00:00:00+00:00,0.00664690329288864
2026-08-31 00:00:00+00:00,0.003925170745889606
2026-09-30 00:00:00+00:00,-0.005966469142813735
