time,high_hhcred_xs
2022-01-31 00:00:00+00:00,0.012785261833796913
2022-02-28 00:00:00+00:00,0.001717443178441469
2022-03-31 00:00:00+00:00,0.02812241043895547
2022-04-30 00:00:00+00:00,0.01178491332079945
2022-05-31 00:00:00+00:00,0.0017272306628175471
2022-06-30 00:00:00+00:00,0.007706591904524274
2022-07-31 00:00:00+00:00,-0.0007387765436369653
2022-08-31 00:00:00+00:00,0.01156517519104594
2022-09-30 00:00:00+00:00,-0.0035308287821882445
2022-10-31 00:00:00+00:00,-0.00673725150564386
2022-11-30 00:00:00+00:00,-0.011888590461438087
2022-12-31 00:00:00+00:00,-0.009119702554626907
2023-01-31 00:00:00+00:00,0.0030480604724711924
2023-02-28 00:00:00+00:00,0.0024039829733375484
2023-03-31 00:00:00+00:00,-0.011435182870792815
2023-04-30 00:00:00+00:00,-0.00359744915488458
2023-05-31 00:00:00+00:00,0.005110421150693156
2023-06-30 00:00:00+00:00,0.017490126434752895
2023-07-31 00:00:00+00:00,-0.007024623155861276
2023-08-31 00:00:00+00:00,-0.005670076955836212
2023-09-30 00:00:00+00:00,0.01351163837768743
2023-10-31 00:00:00+00:00,-0.012107063899773784
2023-11-30 00:00:00+00:00,0.003432651494687411
2023-12-31 00:00:00+00:00,0.002700124439671381
2024-01-31 00:00:00+00:00,0.003616535857517089
2024-02-29 00:00:00+00:00,-0.0029301076806513837
2024-03-31 00:00:00+00:00,0.010185392542284788
2024-04-30 00:00:00+00:00,0.0010308613028695568
2024-05-31 00:00:00+00:00,-0.000798270597239803
2024-06-30 00:00:00+00:00,0.0033228158024714016
2024-07-31 00:00:00+00:00,-0.015380714517064908
2024-08-31 00:00:00+00:00,0.00032655803919467985
2024-09-30 00:00:00+00:00,0.002006816583703941
2024-10-31 00:00:00+00:00,-0.007162190502362442
2024-11-30 00:00:00+00:00,0.007254368810011735
2024-12-31 00:00:00+00:00,-0.0076746189742281645
2025-01-31 00:00:00+00:00,-0.0008124255960880733
2025-02-28 00:00:00+00:00,-0.0010776059424753015
2025-03-31 00:00:00+00:00,-0.01316136541295998
2025-04-30 00:00:00+00:00,-0.010539806357410031
2025-05-31 00:00:00+00:00,-0.0013295577208612963
2025-06-30 00:00:00+00:00,-0.009115269458411901
2025-07-31 00:00:00+00:00,0.004121902144422096
2025-08-31 00:00:00+00:00,-0.0033482058225858813
2025-09-30 00:00:00+00:00,-0.0030917775729464303
2025-10-31 00:00:00+00:00,0.002220464230291652
2025-11-30 00:00:00+00:00,0.0020415644939149047
2025-12-31 00:00:00+00:00,0.009219284699172547
2026-01-31 00:00:00+00:00,0.00666675911467518
2026-02-28 00:00:00+00:00,0.00520703581544546
2026-03-31 00:00:00+00:00,0.002187903764543808
2026-04-30 00:00:00+00:00,0.007501949065224833
2026-05-31 00:00:00+00:00,-0.0027392249930303647
2026-06-30 00:00:00+00:00,-0.0031910378590765953
2026-07-31 00:00:00+00:00,0.004197827421823286
2026-08-31 00:00:00+00:00,0.00687338914649005
2026-09-30 00:00:00+00:00,0.002060492797629987
