idea,family,soft_pass,hard_pass,promote,score,min_is_mo,max_is_top3,min_is_pct_pos,mo_2024,mo_2025_IS,pos_2024,pos_2025_IS,top3_2024,top3_2025_IS,mo_holdout,pos_holdout,top3_holdout,gates_holdout,note
lock+EURGBP_mean_reversion_regime_s15,lock_plus_d1,False,False,False,-inf,0.0036260528865180216,0.7460126230213296,0.5454545454545454,0.0036260528865180216,0.020248855735573668,0.5454545454545454,0.75,0.7460126230213296,0.6984578311339033,0.013489314925706236,0.75,0.7979021319337277,True,is_fail
lock+EURGBP_mean_reversion_regime_s20,lock_plus_d1,False,False,False,-inf,0.003429916012098784,0.747991899437607,0.5454545454545454,0.003429916012098784,0.019215166677462647,0.5454545454545454,0.75,0.747991899437607,0.6991815018655173,0.012906542029517945,0.75,0.7915195002284804,True,is_fail
lock+EURGBP_mean_reversion_regime_s25,lock_plus_d1,False,False,False,-inf,0.003234184039101433,0.7502395074236536,0.5454545454545454,0.003234184039101433,0.01817338450517067,0.5454545454545454,0.75,0.7502395074236536,0.6999179245515539,0.012322848131917521,0.75,0.7844838177550177,True,is_fail
lock+EURGBP_mean_reversion_regime_s30,lock_plus_d1,False,False,False,-inf,0.0030388607346510236,0.7556172147313902,0.45454545454545453,0.0030388607346510236,0.017123372319077554,0.45454545454545453,0.75,0.7556172147313902,0.7006689775238444,0.011738200345771934,0.75,0.7766843257032912,True,is_fail
lock+EURCAD_bbands_reversion_s15,lock_plus_d1,False,False,False,-inf,0.0037296664001864295,0.7122780871531108,0.5454545454545454,0.0037296664001864295,0.020070326062575944,0.5454545454545454,0.75,0.7122780871531108,0.6907202650210814,0.013188410995659308,0.75,0.8110288942532066,True,is_fail
lock+EURCAD_bbands_reversion_s20,lock_plus_d1,False,False,False,-inf,0.003568292664655344,0.7018069211503273,0.45454545454545453,0.003568292664655344,0.018975951220694967,0.45454545454545453,0.75,0.7018069211503273,0.6881809137998605,0.012500446879845722,0.75,0.8098136510248074,True,is_fail
lock+EURCAD_bbands_reversion_s25,lock_plus_d1,False,False,False,-inf,0.0034074314173808988,0.7021076605644627,0.45454545454545453,0.0034074314173808988,0.01787286280328608,0.45454545454545453,0.75,0.7021076605644627,0.6851924275091972,0.011809081922858011,0.75,0.8084423137402804,True,is_fail
lock+EURCAD_bbands_reversion_s30,lock_plus_d1,False,False,False,-inf,0.003247083272455507,0.7024327822930537,0.45454545454545453,0.003247083272455507,0.01676090326748436,0.45454545454545453,0.75,0.7024327822930537,0.6816520734484244,0.01111426118481553,0.75,0.806884175226807,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_bbands_reversion_s20,lock_plus_d1_pair,False,False,False,-inf,0.004112732753947867,0.7528116710621864,0.5454545454545454,0.004112732753947867,0.019281587823479315,0.5454545454545454,0.75,0.7528116710621864,0.6955625465054114,0.012182517125031767,0.75,0.8059496471638191,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_bbands_reversion_s30,lock_plus_d1_pair,False,False,False,-inf,0.004069565537988116,0.7923542649329414,0.5454545454545454,0.004069565537988116,0.017221330704608462,0.5454545454545454,0.75,0.7923542649329414,0.6944477528104456,0.010638745430603317,0.75,0.8041932465702513,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_cci_reversion_s20,lock_plus_d1_pair,False,False,False,-inf,0.00398326421080267,0.7394583328394939,0.5454545454545454,0.00398326421080267,0.019260363623849405,0.5454545454545454,0.75,0.7394583328394939,0.6967917537843223,0.011924699027688695,0.75,0.8155812338990084,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_cci_reversion_s30,lock_plus_d1_pair,False,False,False,-inf,0.0038757450100983426,0.7716147131186185,0.5454545454545454,0.0038757450100983426,0.0171887238365228,0.5454545454545454,0.75,0.7716147131186185,0.6969651886548528,0.010245091171978036,0.75,0.8167066597633091,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_willr_reversion_s20,lock_plus_d1_pair,False,False,False,-inf,0.003776200709759965,0.7495733024087101,0.45454545454545453,0.003776200709759965,0.019257934168306234,0.45454545454545453,0.75,0.7495733024087101,0.6876453064051271,0.012099853696029514,0.75,0.8164622873308516,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_willr_reversion_s30,lock_plus_d1_pair,False,False,False,-inf,0.0035628181123850133,0.7816754462823292,0.45454545454545453,0.0035628181123850133,0.017187842165079417,0.45454545454545453,0.75,0.7816754462823292,0.6813137576940701,0.010511517292099426,0.75,0.8181414509562346,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_mean_reversion_regime_s20,lock_plus_d1_pair,False,False,False,-inf,0.003767963288394248,0.7526779805405447,0.5454545454545454,0.003767963288394248,0.019188223787485345,0.5454545454545454,0.75,0.7526779805405447,0.701594112464917,0.012197455461537063,0.75,0.8044302428348281,True,is_fail
lock+USDJPY_hybrid_regime+EURUSD_mean_reversion_regime_s30,lock_plus_d1_pair,False,False,False,-inf,0.0035504841551553634,0.7879000345685446,0.45454545454545453,0.0035504841551553634,0.01707782093521902,0.45454545454545453,0.75,0.7879000345685446,0.7047430593753288,0.010658320948645578,0.75,0.7973719703994543,True,is_fail
lock+USDJPY_hybrid_regime+EURGBP_mean_reversion_regime_s20,lock_plus_d1_pair,False,False,False,-inf,0.0037120040053839317,0.7602588097740374,0.45454545454545453,0.0037120040053839317,0.01925716056760783,0.45454545454545453,0.75,0.7602588097740374,0.7001748353288076,0.012423839914571447,0.75,0.7932462242129092,True,is_fail
lock+USDJPY_hybrid_regime+EURGBP_mean_reversion_regime_s30,lock_plus_d1_pair,False,False,False,-inf,0.0034668655766373346,0.8000336328361819,0.45454545454545453,0.0034668655766373346,0.01718421854996713,0.45454545454545453,0.75,0.8000336328361819,0.7023412851105522,0.011004897126155497,0.75,0.7786511777756884,True,is_fail
lock+USDJPY_hybrid_regime+EURCAD_bbands_reversion_s20,lock_plus_d1_pair,False,False,False,-inf,0.0037812090985825638,0.740205347809422,0.45454545454545453,0.0037812090985825638,0.01913746432156102,0.45454545454545453,0.75,0.740205347809422,0.6947169408592341,0.012219704145858748,0.75,0.8025344456580022,True,is_fail
lock+USDJPY_hybrid_regime+EURCAD_bbands_reversion_s30,lock_plus_d1_pair,False,False,False,-inf,0.0035709745614768444,0.7666493525176101,0.45454545454545453,0.0035709745614768444,0.017002782688008866,0.45454545454545453,0.75,0.7666493525176101,0.6929562988813586,0.010690412772787103,0.75,0.7941418386293687,True,is_fail
lock+EURUSD_bbands_reversion+EURUSD_cci_reversion_s20,lock_plus_d1_pair,False,False,False,-inf,0.004103281386877141,0.6978973225957327,0.5454545454545454,0.004103281386877141,0.01924330446458812,0.5454545454545454,0.75,0.6978973225957327,0.6900740932233368,0.01216846957501517,0.6666666666666666,0.8248722414543305,True,is_fail
lock+EURUSD_bbands_reversion+EURUSD_cci_reversion_s30,lock_plus_d1_pair,False,False,False,-inf,0.004053572854259396,0.6851397361051513,0.6363636363636364,0.004053572854259396,0.017166166523353163,0.6363636363636364,0.75,0.6593484876798485,0.6851397361051513,0.010617771297034376,0.6666666666666666,0.8293000310378715,True,is_fail
lock+EURUSD_bbands_reversion+EURUSD_mean_reversion_regime_s20,lock_plus_d1_pair,False,False,False,-inf,0.003888348536695134,0.708873166947723,0.5454545454545454,0.003888348536695134,0.01917059427220233,0.5454545454545454,0.75,0.708873166947723,0.6959933593443418,0.012440339281598026,0.75,0.8151846841180973,True,is_fail
lock+EURUSD_bbands_reversion+EURUSD_mean_reversion_regime_s30,lock_plus_d1_pair,False,False,False,-inf,0.0037291533804734056,0.6951929216690217,0.6363636363636364,0.0037291533804734056,0.017053949887457343,0.6363636363636364,0.75,0.6847209406889959,0.6951929216690217,0.011028961139131202,0.75,0.8160938400673154,True,is_fail
lock+EURUSD_bbands_reversion+EURGBP_mean_reversion_regime_s20,lock_plus_d1_pair,False,False,False,-inf,0.00383125986760187,0.7209664570215565,0.5454545454545454,0.00383125986760187,0.019239365530124633,0.5454545454545454,0.75,0.7209664570215565,0.6945713899683981,0.012665664963775691,0.75,0.8038928092982676,True,is_fail
lock+EURUSD_bbands_reversion+EURGBP_mean_reversion_regime_s30,lock_plus_d1_pair,False,False,False,-inf,0.0036429870671687114,0.7073285995551192,0.5454545454545454,0.0036429870671687114,0.017159963138213427,0.5454545454545454,0.75,0.7073285995551192,0.6927818673587971,0.011373106604073943,0.75,0.7970452052686373,True,is_fail
lock+EURUSD_bbands_reversion+EURCAD_bbands_reversion_s20,lock_plus_d1_pair,False,False,False,-inf,0.003900448773514213,0.6980968807988113,0.5454545454545454,0.003900448773514213,0.019120039440214703,0.5454545454545454,0.75,0.6980968807988113,0.689109406639934,0.012462423008377105,0.75,0.8132458234991661,True,is_fail
lock+EURUSD_bbands_reversion+EURCAD_bbands_reversion_s30,lock_plus_d1_pair,False,False,False,-inf,0.0037470913232688714,0.6833910182391035,0.5454545454545454,0.0037470913232688714,0.016979381644192715,0.5454545454545454,0.75,0.6736426252502649,0.6833910182391035,0.011060694691539585,0.75,0.812732019237095,True,is_fail
d1solo_USDJPY_hybrid_regime,d1_alternate,False,False,False,-inf,0.0017213655002408096,0.9860139737036343,0.5,0.006509369757459375,0.0017213655002408096,0.5454545454545454,0.5,0.8599987224779987,0.9860139737036343,-0.003613007751782064,0.5,0.9065009777845152,True,is_fail
d1solo_EURUSD_bbands_reversion,d1_alternate,False,False,False,-inf,-9.36452505778812e-05,1.0,0.25,0.0052743006306854275,-9.36452505778812e-05,0.36363636363636365,0.25,0.9482104443832173,1.0,-0.000425094726461341,0.25,1.0,True,is_fail
d1solo_EURUSD_cci_reversion,d1_alternate,False,False,False,-inf,0.00023299766445716852,1.0,0.25,0.0038305801926949486,0.00023299766445716852,0.6363636363636364,0.25,0.7668893106457457,1.0,-0.0022535944294071832,0.4166666666666667,0.8767526482905857,True,is_fail
d1solo_EURUSD_willr_reversion,d1_alternate,False,False,False,-inf,0.0005919803605896663,0.9122379751309306,0.45454545454545453,0.0005919803605896663,0.0012610632184258952,0.45454545454545453,0.5,0.8392223977834538,0.9122379751309306,0.0007342964902532038,0.25,1.0,True,is_fail
d1solo_EURUSD_mean_reversion_regime,d1_alternate,False,False,False,-inf,0.0007528963316836418,1.0,0.125,0.002463141681529421,0.0007528963316836418,0.18181818181818182,0.125,1.0,1.0,0.0008551536882512034,0.08333333333333333,1.0,True,is_fail
d1solo_EURGBP_mean_reversion_regime,d1_alternate,False,False,False,-inf,,,,-0.0006551668069431486,-0.001750364215790362,0.2727272727272727,0.0,1.0,,0.004108746024715689,0.3333333333333333,0.9581309679661658,True,is_fail
d1basket_top2,d1_alternate,False,False,False,-inf,-0.00026487731206981113,1.0,0.18181818181818182,0.00801460687624721,-0.00026487731206981113,0.18181818181818182,0.25,1.0,1.0,-0.003328565832199611,0.3333333333333333,0.9272594258112056,True,is_fail
d1basket_top3,d1_alternate,False,False,False,-inf,0.002330115537819366,0.9942155190632513,0.625,0.007316450051642346,0.002330115537819366,0.6363636363636364,0.625,0.9121060039237394,0.9942155190632513,-0.003238884769419544,0.3333333333333333,0.9348272096857184,True,is_fail
lock_mtdclip_t0.015_a0.0,mtd_gain_clip,True,False,False,0.009115763122329175,0.00985579262695417,0.5870014752312498,0.7272727272727273,0.00985579262695417,0.014520400280646578,0.7272727272727273,0.75,0.5155394306077205,0.5870014752312498,0.013667437741292171,0.75,0.661151616228574,True,year_clear_fail
lock+USDJPY_hybrid_regime_s20_mtdclip,lock_plus_clip,False,False,False,-inf,0.004020207774570552,0.6571253249114342,0.5454545454545454,0.004020207774570552,0.013659038832640538,0.5454545454545454,0.75,0.6571253249114342,0.5702239099984439,0.00775222370279265,0.75,0.6780982556906298,True,is_fail
lock+USDJPY_hybrid_regime_s25_mtdclip,lock_plus_clip,False,False,False,-inf,0.0038421660310077018,0.6892774459431429,0.5454545454545454,0.0038421660310077018,0.013321404947735677,0.5454545454545454,0.75,0.6892774459431429,0.5796159675238509,0.007164526477289814,0.75,0.67529226667679,True,is_fail
