time,soft_ew4_no_ip
2021-01-31 00:00:00+00:00,0.00681041362277135
2021-02-28 00:00:00+00:00,0.008921315151419806
2021-03-31 00:00:00+00:00,0.01416796308350321
2021-04-30 00:00:00+00:00,0.0005243386658091431
2021-05-31 00:00:00+00:00,0.006729364897222201
2021-06-30 00:00:00+00:00,0.0023993926231427043
2021-07-31 00:00:00+00:00,-0.0012376499011199638
2021-08-31 00:00:00+00:00,-0.002473741672792684
2021-09-30 00:00:00+00:00,0.002738106288592501
2021-10-31 00:00:00+00:00,-0.00221883130061451
2021-11-30 00:00:00+00:00,-0.001381487928750369
2021-12-31 00:00:00+00:00,-0.0004595111566414456
2022-01-31 00:00:00+00:00,-0.002406277145579283
2022-02-28 00:00:00+00:00,0.000497253807307807
2022-03-31 00:00:00+00:00,0.012916909212162153
2022-04-30 00:00:00+00:00,0.002253522111357764
2022-05-31 00:00:00+00:00,-0.0019158335627901257
2022-06-30 00:00:00+00:00,-0.003050760482260495
2022-07-31 00:00:00+00:00,-0.0017833935003901402
2022-08-31 00:00:00+00:00,0.0016966104917395253
2022-09-30 00:00:00+00:00,0.00015732401113588423
2022-10-31 00:00:00+00:00,-0.0027608636539210307
2022-11-30 00:00:00+00:00,0.005879629600225478
2022-12-31 00:00:00+00:00,0.0038953816096942706
2023-01-31 00:00:00+00:00,-0.0012342842417799593
2023-02-28 00:00:00+00:00,0.0024210943226912196
2023-03-31 00:00:00+00:00,-0.0018383701256085017
2023-04-30 00:00:00+00:00,0.0012366723875845143
2023-05-31 00:00:00+00:00,-0.002231033572255736
2023-06-30 00:00:00+00:00,0.006984176046811674
2023-07-31 00:00:00+00:00,-0.0015533017673583505
2023-08-31 00:00:00+00:00,-0.0007324193060094242
2023-09-30 00:00:00+00:00,0.0032298052916761577
2023-10-31 00:00:00+00:00,-0.0044429416380410425
2023-11-30 00:00:00+00:00,0.0035144260213302303
2023-12-31 00:00:00+00:00,-0.008176326823146618
2024-01-31 00:00:00+00:00,0.004973669828833627
2024-02-29 00:00:00+00:00,0.006642168394390691
2024-03-31 00:00:00+00:00,0.002688615901506264
2024-04-30 00:00:00+00:00,0.0035728209786025644
2024-05-31 00:00:00+00:00,0.00038705348733203415
2024-06-30 00:00:00+00:00,-0.0025170764102486753
2024-07-31 00:00:00+00:00,0.006290680694726936
2024-08-31 00:00:00+00:00,-0.001580905627989182
2024-09-30 00:00:00+00:00,0.0021405894384314283
2024-10-31 00:00:00+00:00,-0.004004395909577796
2024-11-30 00:00:00+00:00,-0.0009241456665094461
2024-12-31 00:00:00+00:00,-0.002626859482928512
2025-01-31 00:00:00+00:00,-0.001967586688386147
2025-02-28 00:00:00+00:00,-0.0025025558205524767
2025-03-31 00:00:00+00:00,0.0004668194567107875
2025-04-30 00:00:00+00:00,0.002285265097352829
2025-05-31 00:00:00+00:00,-0.000268986478639488
2025-06-30 00:00:00+00:00,0.002892664952230506
2025-07-31 00:00:00+00:00,0.0014639433678611535
2025-08-31 00:00:00+00:00,0.0010110545605490628
2025-09-30 00:00:00+00:00,-0.00021210552821471218
2025-10-31 00:00:00+00:00,-0.0035635852666836554
2025-11-30 00:00:00+00:00,0.0015590023633265115
2025-12-31 00:00:00+00:00,-0.0016878616676696545
2026-01-31 00:00:00+00:00,-0.0031819506381703944
2026-02-28 00:00:00+00:00,0.0013477139604791688
2026-03-31 00:00:00+00:00,0.004201844005715216
2026-04-30 00:00:00+00:00,0.0011140723221279014
2026-05-31 00:00:00+00:00,-0.0011935211904249288
2026-06-30 00:00:00+00:00,0.0017446441645467825
2026-07-31 00:00:00+00:00,0.003963429023989162
2026-08-31 00:00:00+00:00,0.003697782635194269
2026-09-30 00:00:00+00:00,-0.003456318020451654
